  Measurement Number     Measurement type
                  10               OnLine

      Measurement ID                     
       739913.627632                     

          Force Mode                Value         MeasureRange
             Current                    0         1.000000e-06

    Supply Complince     Integrating time     Refresh interval
        1.000000e-05                    0                    0

        Time      Voltage      Current  Temperature
1.2425e+00   6.1000e-03   -5.0000e-14             NA
1.4302e+00   6.3000e-03   -5.0000e-14             NA
1.5758e+00   6.6000e-03   -5.0000e-14             NA
1.7196e+00   6.6000e-03   -5.0000e-14             NA
1.8731e+00   6.8000e-03   -5.0000e-14             NA
2.0182e+00   6.9000e-03   -5.0000e-14             NA
2.1566e+00   7.0000e-03   -5.0000e-14             NA
2.3009e+00   7.0000e-03   -5.0000e-14             NA
2.5948e+00   7.2000e-03   -5.0000e-14             NA
2.6285e+00   7.2000e-03   -5.0000e-14             NA
2.7772e+00   7.4000e-03   -5.0000e-14             NA
3.0480e+00   7.4000e-03   -5.0000e-14             NA
3.1193e+00   7.6000e-03   -5.0000e-14             NA
3.3550e+00   7.8000e-03   -5.0000e-14             NA
3.4199e+00   7.7000e-03   -5.0000e-14             NA
3.5394e+00   7.9000e-03   -5.0000e-14             NA
3.6834e+00   7.7000e-03   -5.0000e-14             NA
3.9600e+00   8.0000e-03   -5.0000e-14             NA
4.1263e+00   7.9000e-03   -5.0000e-14             NA
4.2196e+00   8.2000e-03   -5.0000e-14             NA
4.4317e+00   8.1000e-03   -5.0000e-14             NA
4.6057e+00   8.2000e-03   -5.0000e-14             NA
4.6482e+00   8.2000e-03   -5.0000e-14             NA
4.9486e+00   8.2000e-03   -5.0000e-14             NA
5.1191e+00   8.5000e-03   -5.0000e-14             NA
5.1572e+00   8.5000e-03   -5.0000e-14             NA
5.4372e+00   8.5000e-03   -5.0000e-14             NA
5.5988e+00   8.6000e-03   -5.0000e-14             NA
5.6346e+00   8.6000e-03   -5.0000e-14             NA
5.9171e+00   8.7000e-03   -5.0000e-14             NA
6.0782e+00   8.8000e-03   -5.0000e-14             NA
6.1194e+00   8.7000e-03   -5.0000e-14             NA
8.4350e+00   1.0001e+00   3.7315e-06             NA
8.5200e+00   1.0002e+00   5.5290e-06             NA
8.6204e+00   1.0001e+00   6.0645e-06             NA
8.7595e+00   1.0002e+00   8.1615e-06             NA
9.0475e+00   1.0001e+00   6.9430e-06             NA
9.2385e+00   1.0000e+00   7.0590e-06             NA
9.4134e+00   1.0000e+00   8.7785e-06             NA
9.5753e+00   1.0001e+00   9.5500e-06             NA
9.7634e+00   1.0000e+00   8.4215e-06             NA
9.9250e+00   1.0001e+00   7.9425e-06             NA
1.0106e+01   1.0001e+00   8.9715e-06             NA
1.0144e+01   1.0001e+00   8.8980e-06             NA
1.0413e+01   1.0000e+00   8.7220e-06             NA
1.0581e+01   1.0001e+00   8.3000e-06             NA
1.0767e+01   1.0001e+00   8.7130e-06             NA
1.0924e+01   1.0000e+00   8.5845e-06             NA
1.1096e+01   1.0001e+00   9.1035e-06             NA
