Positive pulse time array: 
0.000e+00,1.000e-07,1.000e-07,5.000e-08,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Positive pulse voltage array: 
0.000,0.000,1.750,1.750,-0.200,-0.200,0.000,0.000,
 
Negative pulse time array: 
0.000e+00,1.000e-07,1.000e-07,5.000e-08,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Negative pulse voltage array: 
0.000,0.000,-1.500,-1.500,-0.200,-0.200,0.000,0.000,
 
Positive repetition, Negative repetition, ?ycles: 
5.0,5.0,1.0

Time,Voltage,Current
5e-09,0.00121578,1.88266e-07
1.5e-08,0.00337594,1.39585e-07
2.5e-08,0.000495731,1.74357e-07
3.5e-08,0.00121578,1.60448e-07
4.5e-08,0.00121578,7.69953e-08
5.5e-08,-0.00166442,-8.2956e-08
6.5e-08,-0.000224321,-1.87272e-07
7.5e-08,-0.000224321,-2.70725e-07
8.5e-08,0.00121578,-2.91588e-07
9.5e-08,-0.00238447,-3.12451e-07
1.05e-07,0.0163369,-2.49862e-07
1.15e-07,0.126505,-3.61132e-07
1.25e-07,0.297157,-3.52539e-06
1.35e-07,0.472849,-1.8067e-05
1.45e-07,0.642781,-4.8583e-05
1.55e-07,0.815594,-9.63389e-05
1.65e-07,0.994167,-0.000112967
1.75e-07,1.17922,-0.000112967
1.85e-07,1.35491,-0.000112967
1.95e-07,1.53637,-0.000112967
2.05e-07,1.69406,-0.000112967
2.15e-07,1.75886,-0.000112967
2.25e-07,1.7639,-0.000112967
2.35e-07,1.76678,-0.000112967
2.45e-07,1.77614,-0.000112967
2.55e-07,1.76534,-0.000112967
2.65e-07,1.63645,-0.000112967
2.75e-07,1.4442,-0.000112967
2.85e-07,1.24042,-0.000112967
2.95e-07,1.05105,-0.000112967
3.05e-07,0.860237,-0.000112967
3.15e-07,0.660783,-0.000112967
3.25e-07,0.460609,-0.000112967
3.35e-07,0.253954,-0.000112967
3.45e-07,0.0544996,-0.000112967
3.55e-07,-0.121193,-0.000112967
3.65e-07,-0.191758,-0.000112967
3.75e-07,-0.194638,-0.000112967
3.85e-07,-0.198958,-0.000112967
3.95e-07,-0.211919,-0.000112967
4.05e-07,-0.2148,-0.000112967
4.15e-07,-0.2148,-0.000112967
4.25e-07,-0.205439,-0.000112967
4.35e-07,-0.198958,-0.000112967
4.45e-07,-0.197518,-0.000112967
4.55e-07,-0.200399,-0.000112967
4.65e-07,-0.201839,-0.000112967
4.75e-07,-0.204719,-0.000112967
4.85e-07,-0.199679,-2.517e-06
4.95e-07,-0.198238,0.000113928
5.05e-07,-0.197518,0.000113928
5.15e-07,-0.197518,0.000113928
5.25e-07,-0.198958,0.000113928
5.35e-07,-0.201119,0.000113928
5.45e-07,-0.200399,0.000113928
5.55e-07,-0.199679,0.000113928
5.65e-07,-0.199679,0.000113928
5.75e-07,-0.201119,0.000113928
5.85e-07,-0.201839,0.000113928
5.95e-07,-0.203999,0.000113928
6.05e-07,-0.199679,0.000113928
6.15e-07,-0.203279,0.000113928
6.25e-07,-0.203279,0.000113928
6.35e-07,-0.201839,0.000113928
6.45e-07,-0.203279,0.000113928
6.55e-07,-0.199679,0.000113928
6.65e-07,-0.203279,0.000113928
6.75e-07,-0.201119,0.000113928
6.85e-07,-0.203999,0.000113928
6.95e-07,-0.205439,0.000113928
7.05e-07,-0.201839,0.000113928
7.15e-07,-0.203999,0.000113928
7.25e-07,-0.201839,0.000113928
7.35e-07,-0.204719,0.000113928
7.45e-07,-0.202559,0.000113928
7.55e-07,-0.205439,0.000113928
7.65e-07,-0.202559,0.000113928
7.75e-07,-0.201119,0.000113928
7.85e-07,-0.198958,0.000113928
7.95e-07,-0.199679,0.000113928
8.05e-07,-0.203279,0.000113928
8.15e-07,-0.198958,0.000113928
8.25e-07,-0.201839,0.000113928
8.35e-07,-0.204719,0.000113928
8.45e-07,-0.206879,0.000113928
8.55e-07,-0.201119,0.000113928
8.65e-07,-0.203999,0.000113928
8.75e-07,-0.203999,0.000102501
8.85e-07,-0.201119,3.66641e-05
8.95e-07,-0.204719,-1.19333e-05
9.05e-07,-0.200399,-4.33672e-05
9.15e-07,-0.203279,-7.04615e-05
9.25e-07,-0.201839,-9.53861e-05
9.35e-07,-0.201839,-0.000112821
9.45e-07,-0.198238,-0.000112967
9.55e-07,-0.203279,-0.000112967
9.65e-07,-0.203279,-0.000112967
9.75e-07,-0.198958,-0.000112967
9.85e-07,-0.203999,-0.000112967
9.95e-07,-0.201839,-0.000112967
1.005e-06,-0.200399,-0.000112967
1.015e-06,-0.200399,-0.000112967
1.025e-06,-0.202559,-0.000112967
1.035e-06,-0.200399,-0.000112967
1.045e-06,-0.201839,-0.000112967
1.055e-06,-0.201839,-0.000112967
1.065e-06,-0.203279,-0.000112967
1.075e-06,-0.202559,-0.000112967
1.085e-06,-0.203279,-0.000112967
1.095e-06,-0.201119,-0.000112967
1.105e-06,-0.203279,-0.000112967
1.115e-06,-0.201839,-0.000112967
1.125e-06,-0.206159,-0.000112967
1.135e-06,-0.201839,-0.000112967
1.145e-06,-0.203279,-0.000112967
1.155e-06,-0.201839,-0.000112967
1.165e-06,-0.203999,-0.000112967
1.175e-06,-0.201119,-0.000112967
1.185e-06,-0.204719,-0.000112967
1.195e-06,-0.199679,-0.000112967
1.205e-06,-0.201839,-0.000106089
1.215e-06,-0.202559,-9.53027e-05
1.225e-06,-0.203279,-8.4732e-05
1.235e-06,-0.204719,-7.42656e-05
1.245e-06,-0.200399,-6.40565e-05
1.255e-06,-0.203999,-5.41465e-05
1.265e-06,-0.200399,-4.45146e-05
1.275e-06,-0.203279,-3.52027e-05
1.285e-06,-0.201839,-2.64123e-05
1.295e-06,-0.203999,-1.81088e-05
1.305e-06,-0.202559,-1.01112e-05
1.315e-06,-0.206159,-2.52395e-06
1.325e-06,-0.200399,4.46522e-06
1.335e-06,-0.201839,1.09606e-05
1.345e-06,-0.201839,1.69971e-05
1.355e-06,-0.203279,2.25814e-05
1.365e-06,-0.204719,2.75956e-05
1.375e-06,-0.200399,3.20951e-05
1.385e-06,-0.204719,3.59478e-05
1.395e-06,-0.201839,3.93763e-05
1.405e-06,-0.205439,4.25128e-05
1.415e-06,-0.203999,4.50929e-05
1.425e-06,-0.203279,4.72696e-05
1.435e-06,-0.204719,4.88204e-05
1.445e-06,-0.201839,4.98844e-05
1.455e-06,-0.202559,5.06355e-05
1.465e-06,-0.200399,5.1171e-05
1.475e-06,-0.202559,5.13657e-05
1.485e-06,-0.203999,5.11571e-05
1.495e-06,-0.201119,5.07955e-05
1.505e-06,-0.202559,5.01348e-05
1.515e-06,-0.201839,4.91542e-05
1.525e-06,-0.204719,4.79372e-05
1.535e-06,-0.203999,4.65046e-05
1.545e-06,-0.201839,4.49538e-05
1.555e-06,-0.204719,4.31943e-05
1.565e-06,-0.205439,4.13931e-05
1.575e-06,-0.201839,3.95502e-05
1.585e-06,-0.199679,3.75612e-05
1.595e-06,-0.201119,3.53567e-05
1.605e-06,-0.205439,3.30548e-05
1.615e-06,-0.203279,3.08085e-05
1.625e-06,-0.203279,2.85136e-05
1.635e-06,-0.203999,2.62951e-05
1.645e-06,-0.203279,2.40766e-05
1.655e-06,-0.203279,2.17539e-05
1.665e-06,-0.203279,1.94381e-05
1.675e-06,-0.204719,1.72057e-05
1.685e-06,-0.202559,1.50776e-05
1.695e-06,-0.202559,1.29218e-05
1.705e-06,-0.203999,1.07381e-05
1.715e-06,-0.203999,8.70741e-06
1.725e-06,-0.203999,6.76713e-06
1.735e-06,-0.204719,4.87553e-06
1.745e-06,-0.204719,3.19952e-06
1.755e-06,-0.202559,1.64869e-06
1.765e-06,-0.203999,2.36947e-07
1.775e-06,-0.204719,-9.52257e-07
1.785e-06,-0.202559,-2.05801e-06
1.795e-06,-0.204719,-2.98294e-06
1.805e-06,-0.204719,-3.86615e-06
1.815e-06,-0.203999,-4.61723e-06
1.825e-06,-0.203999,-5.22226e-06
1.835e-06,-0.201839,-5.78557e-06
1.845e-06,-0.205439,-6.25151e-06
1.855e-06,-0.203279,-6.70355e-06
1.865e-06,-0.203279,-7.23208e-06
1.875e-06,-0.201839,-7.63544e-06
1.885e-06,-0.203999,-7.83016e-06
1.895e-06,-0.203999,-8.09443e-06
1.905e-06,-0.203279,-8.29611e-06
1.915e-06,-0.203279,-8.37956e-06
1.925e-06,-0.203279,-8.33783e-06
1.935e-06,-0.202559,-8.21266e-06
1.945e-06,-0.200399,-8.05966e-06
1.955e-06,-0.202559,-7.83016e-06
1.965e-06,-0.203279,-7.6563e-06
1.975e-06,-0.203999,-7.34335e-06
1.985e-06,-0.202559,-7.0165e-06
1.995e-06,-0.203999,-6.62705e-06
2.005e-06,-0.201839,-6.18892e-06
2.015e-06,-0.203279,-5.82034e-06
2.025e-06,-0.201839,-5.50739e-06
2.035e-06,-0.203999,-5.10404e-06
2.045e-06,-0.201839,-4.62418e-06
2.055e-06,-0.204719,-4.08869e-06
2.065e-06,-0.201839,-3.6297e-06
2.075e-06,-0.203279,-3.11508e-06
2.085e-06,-0.199679,-2.69086e-06
2.095e-06,-0.203999,-2.29446e-06
2.105e-06,-0.205439,-1.82851e-06
2.115e-06,-0.201839,-1.28607e-06
2.125e-06,-0.203279,-7.64488e-07
2.135e-06,-0.203999,-3.47223e-07
2.145e-06,-0.203279,-3.42752e-08
2.155e-06,-0.203279,2.29992e-07
2.165e-06,-0.201119,5.15123e-07
2.175e-06,-0.201119,8.21117e-07
2.185e-06,-0.203279,1.19665e-06
2.195e-06,-0.203999,1.54437e-06
2.205e-06,-0.203279,1.85037e-06
2.215e-06,-0.203279,2.11464e-06
2.225e-06,-0.205439,2.35109e-06
2.235e-06,-0.201119,2.55972e-06
2.245e-06,-0.205439,2.76835e-06
2.255e-06,-0.205439,3.04653e-06
2.265e-06,-0.201839,3.2343e-06
2.275e-06,-0.203279,3.40815e-06
2.285e-06,-0.201839,3.59592e-06
2.295e-06,-0.204719,3.69329e-06
2.305e-06,-0.199679,3.76283e-06
2.315e-06,-0.203279,3.78369e-06
2.325e-06,-0.203999,3.75588e-06
2.335e-06,-0.205439,3.7976e-06
