Positive pulse time array: 
0.000e+00,1.000e-07,1.000e-07,5.000e-08,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Positive pulse voltage array: 
0.000,0.000,1.750,1.750,-0.200,-0.200,0.000,0.000,
 
Negative pulse time array: 
0.000e+00,1.000e-07,1.000e-07,5.000e-08,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Negative pulse voltage array: 
0.000,0.000,-1.500,-1.500,-0.200,-0.200,0.000,0.000,
 
Positive repetition, Negative repetition, ?ycles: 
20.0,20.0,4.0

Time,Voltage,Current
5e-09,0.00121578,8.39497e-08
1.5e-08,-0.000224321,9.09041e-08
2.5e-08,-0.000224321,1.67403e-07
3.5e-08,0.00121578,7.69953e-08
4.5e-08,0.000495731,1.18722e-07
5.5e-08,0.00265588,1.11767e-07
6.5e-08,-0.000224321,6.30865e-08
7.5e-08,0.000495731,1.44056e-08
8.5e-08,-0.000224321,-1.3412e-08
9.5e-08,-0.000224321,6.30865e-08
1.05e-07,0.0163369,-2.03664e-08
1.15e-07,0.123625,-2.1509e-07
1.25e-07,0.294997,-3.48366e-06
1.35e-07,0.473569,-1.79836e-05
1.45e-07,0.644942,-4.86177e-05
1.55e-07,0.818474,-9.62554e-05
1.65e-07,0.997047,-0.000112967
1.75e-07,1.17778,-0.000112967
1.85e-07,1.35851,-0.000112967
1.95e-07,1.53565,-0.000112967
2.05e-07,1.6955,-0.000112967
2.15e-07,1.76318,-0.000112967
2.25e-07,1.76606,-0.000112967
2.35e-07,1.76894,-0.000112967
2.45e-07,1.7783,-0.000112967
2.55e-07,1.76462,-0.000112967
2.65e-07,1.63789,-0.000112967
2.75e-07,1.4442,-0.000112967
2.85e-07,1.24402,-0.000112967
2.95e-07,1.05537,-0.000112967
3.05e-07,0.862397,-0.000112967
3.15e-07,0.656462,-0.000112967
3.25e-07,0.451248,-0.000112967
3.35e-07,0.248913,-0.000112967
3.45e-07,0.0544996,-0.000112967
3.55e-07,-0.119753,-0.000112967
3.65e-07,-0.192478,-0.000112967
3.75e-07,-0.197518,-0.000112967
3.85e-07,-0.198958,-0.000112967
3.95e-07,-0.209759,-0.000112967
4.05e-07,-0.2148,-0.000112967
4.15e-07,-0.209039,-0.000112967
4.25e-07,-0.203279,-0.000112967
4.35e-07,-0.197518,-0.000112967
4.45e-07,-0.196798,-0.000112967
4.55e-07,-0.194638,-0.000112967
4.65e-07,-0.198958,-0.000112967
4.75e-07,-0.203999,-0.000112967
4.85e-07,-0.196078,-1.00417e-05
4.95e-07,-0.198958,0.000113928
5.05e-07,-0.198958,0.000113928
5.15e-07,-0.196798,0.000113928
5.25e-07,-0.200399,0.000113928
5.35e-07,-0.198958,0.000113928
5.45e-07,-0.202559,0.000113928
5.55e-07,-0.200399,0.000113928
5.65e-07,-0.198238,0.000113928
5.75e-07,-0.200399,0.000113928
5.85e-07,-0.199679,0.000113928
5.95e-07,-0.198958,0.000113928
