Positive pulse time array: 
0.000e+00,1.000e-07,1.000e-07,5.000e-08,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Positive pulse voltage array: 
0.000,0.000,1.750,1.750,-0.200,-0.200,0.000,0.000,
 
Negative pulse time array: 
0.000e+00,1.000e-07,1.000e-07,5.000e-08,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Negative pulse voltage array: 
0.000,0.000,-1.500,-1.500,-0.200,-0.200,0.000,0.000,
 
Positive repetition, Negative repetition, ?ycles: 
20.0,20.0,1.0

Time,Voltage,Current
5e-09,0.00121578,-1.38591e-07
1.5e-08,-0.000944372,-1.59454e-07
2.5e-08,-0.000224321,-1.45546e-07
3.5e-08,-0.000944372,-1.31637e-07
4.5e-08,-0.00166442,-2.01181e-07
5.5e-08,-0.000224321,-2.28999e-07
6.5e-08,0.00121578,-1.94227e-07
7.5e-08,0.000495731,-2.73208e-08
8.5e-08,-0.00310453,-4.8184e-08
9.5e-08,0.00265588,-8.99104e-08
1.05e-07,0.0148968,-1.45546e-07
1.15e-07,0.127945,-3.75041e-07
1.25e-07,0.297157,-3.61579e-06
1.35e-07,0.47429,-1.8074e-05
1.45e-07,0.642061,-4.86038e-05
1.55e-07,0.817034,-9.61789e-05
1.65e-07,0.995607,-0.000112967
1.75e-07,1.1785,-0.000112967
1.85e-07,1.35419,-0.000112967
1.95e-07,1.53349,-0.000112967
2.05e-07,1.69406,-0.000112967
2.15e-07,1.76318,-0.000112967
2.25e-07,1.76534,-0.000112967
2.35e-07,1.76606,-0.000112967
2.45e-07,1.77902,-0.000112967
2.55e-07,1.76534,-0.000112967
2.65e-07,1.64221,-0.000112967
2.75e-07,1.44348,-0.000112967
2.85e-07,1.24186,-0.000112967
2.95e-07,1.05249,-0.000112967
3.05e-07,0.864557,-0.000112967
3.15e-07,0.660063,-0.000112967
3.25e-07,0.452688,-0.000112967
3.35e-07,0.252514,-0.000112967
3.45e-07,0.0588199,-0.000112967
3.55e-07,-0.124073,-0.000112967
3.65e-07,-0.191758,-0.000112967
3.75e-07,-0.195358,-0.000112967
3.85e-07,-0.198238,-0.000112967
3.95e-07,-0.209759,-0.000112967
4.05e-07,-0.21768,-0.000112967
4.15e-07,-0.212639,-0.000112967
4.25e-07,-0.201839,-0.000112967
