  Measurement Number     Measurement type
                   1            NewRelaib

      Measurement ID                 Mode
       739694.785664                WGFMU

        SetPulseBias        SetPulseWidth       ResetPulseBias      ResetPulseWidth
                -2.5             1.01e-05                    3             1.01e-05

           Rise time            Fall Time           Separation
               1e-07                1e-07                1e-05

              Cycles       Steps in cycle         Test voltage
                 527               100000                    1

      Step        LRS        HRS
         1 145187.9784 181337.4242
        19 141084.0268 193794.2129
        37 140916.9015 201907.8088
        55 139539.4141 224872.1232
        73 131010.2986 177327.7315
        91 148387.5441 190382.523
       109 158645.064 203461.8408
       127 135821.9025 196299.2542
       145 149631.8879 163515.258
       163 146830.714 244852.1745
       181 165948.4092 176625.6146
       199 131857.4028 199704.5698
       217 123208.026 221110.312
       235 151505.8633 204863.4126
       253 125637.0524 193583.9691
       271 148789.6862 216614.3032
       289 133785.2104 184477.6672
       307 132987.5365 223884.6001
       325 125792.0521  188174.03
       343 180832.0449 189271.8325
       361 114235.6093 125570.7391
       379 155465.9328 188273.3027
       397 146589.4665 204394.0782
       415 145572.9344 187285.2536
       433 146830.714 160032.3085
       451 175496.4553 192124.9223
       469 132764.9048 174211.4054
       487 124519.2064 192280.1941
       505 160355.9003 228106.1401
       523 161079.6903 220563.6913
       541 137390.592 197767.841
       559 159389.0416 165794.2229
       577 159638.5786 176102.6602
       595 149412.6282 218872.7808
       613 173196.824 179287.6435
       631 139375.9238 225654.1598
       649 161116.0525 182170.5253
       667 145040.4582 181383.5055
       685 150929.1883 185774.1113
       703 183246.2363 212994.3542
       721 142834.5185 162140.8662
       739 135153.2148 169737.0104
       757 107394.5365 155398.2339
       775 157420.4097 281666.988
       793 142663.2274 206882.3552
       811 124977.0789 162992.4871
       829 149694.6485 164305.7281
       847 156832.373 197439.5956
       865 136811.2176 176756.8421
       883 158012.8677 197275.8773
       901 128071.7926 219681.1615
       919 140142.1778 226011.4373
       937 149946.2387 150325.2098
       955 161298.1049 225226.9208
       973 146800.5165 179242.6204
       991 148202.684 166840.6093
      1009 147926.2372 197713.0449
      1027 166723.6832 185532.6444
      1045 142265.1175 236574.1049
      1063 152379.1823 231961.0284
      1081 154758.042 198759.1451
      1099 139267.1437 214466.3789
      1117 136549.4787 181706.7567
      1135 129677.343 160500.1337
      1153 130554.9849 181521.8944
      1171 155737.3168 176233.1154
      1189 133012.3241 182870.645
      1207 144541.1358 193060.3574
      1225 147103.0738 257205.0881
      1243 124802.2569 187187.0166
      1261 130938.1973 164608.884
      1279 155669.3772 253460.2541
      1297 146830.7189 214789.0854
      1315 165794.2147 176800.6161
      1333 122510.1499 156146.167
      1351 154056.5766 208270.8268
      1369 147711.9404 224306.7541
      1387 136627.8876 230463.053
      1405 152216.7001 210606.1113
      1423 172485.2877 224095.4889
      1441 161626.8363 246714.1768
      1459 147650.826 275258.0383
      1477 121799.3346 145335.7961
      1495 121220.1284 167821.3296
      1513 135873.613 212108.1926
      1531 144952.0922 191609.1549
      1549 206762.488 236104.5677
      1567 132248.3026 201736.5969
