  Measurement Number     Measurement type
                   5               OnLine

      Measurement ID                     
       739708.665901                     

          Force Mode                Value         MeasureRange
             Current                    0         1.000000e-05

    Supply Complince     Integrating time     Refresh interval
        1.000000e-05                    0                    0

        Time      Voltage      Current  Temperature
1.2426e+00   1.9500e-02   -5.0000e-14             NA
1.4379e+00   2.0700e-02   -5.0000e-14             NA
1.5763e+00   2.1400e-02   -5.0000e-14             NA
1.7244e+00   2.2300e-02   -5.0000e-14             NA
1.8729e+00   2.3200e-02   -5.0000e-14             NA
2.0231e+00   2.4100e-02   0.0000e+00             NA
2.1683e+00   2.4900e-02   -5.0000e-14             NA
2.3121e+00   2.5700e-02   -5.0000e-14             NA
2.4619e+00   2.6600e-02   0.0000e+00             NA
2.6105e+00   2.7300e-02   -5.0000e-14             NA
2.7564e+00   2.8100e-02   0.0000e+00             NA
2.9003e+00   2.8800e-02   -5.0000e-14             NA
3.0442e+00   2.9700e-02   -5.0000e-14             NA
3.1813e+00   3.0300e-02   -5.0000e-14             NA
3.3226e+00   3.1100e-02   -5.0000e-14             NA
3.4713e+00   3.1800e-02   -5.0000e-14             NA
3.7451e+00   3.3200e-02   -5.0000e-14             NA
3.7792e+00   3.3400e-02   0.0000e+00             NA
4.0418e+00   3.4700e-02   0.0000e+00             NA
4.0739e+00   3.4900e-02   -5.0000e-14             NA
4.2219e+00   3.5800e-02   -5.0000e-14             NA
4.4885e+00   3.7200e-02   0.0000e+00             NA
4.5595e+00   3.7600e-02   -5.0000e-14             NA
4.6671e+00   3.8000e-02   -5.0000e-14             NA
4.9594e+00   3.9500e-02   -5.0000e-14             NA
5.0603e+00   4.0100e-02   0.0000e+00             NA
5.1610e+00   4.0500e-02   -5.0000e-14             NA
5.3909e+00   4.1700e-02   0.0000e+00             NA
5.5653e+00   4.2500e-02   -5.0000e-14             NA
5.6595e+00   4.3000e-02   -5.0000e-14             NA
5.8694e+00   4.4100e-02   0.0000e+00             NA
6.0347e+00   4.5000e-02   0.0000e+00             NA
6.0708e+00   4.5200e-02   0.0000e+00             NA
6.2213e+00   4.6000e-02   -5.0000e-14             NA
6.4839e+00   4.7200e-02   -5.0000e-14             NA
6.6465e+00   4.8000e-02   0.0000e+00             NA
6.8167e+00   4.8800e-02   -5.0000e-14             NA
6.9766e+00   4.9600e-02   0.0000e+00             NA
7.1411e+00   5.0500e-02   -5.0000e-14             NA
7.1806e+00   5.0800e-02   -5.0000e-14             NA
7.4578e+00   5.2200e-02   0.0000e+00             NA
7.6341e+00   5.3000e-02   -5.0000e-14             NA
7.8057e+00   5.4000e-02   -5.0000e-14             NA
7.9737e+00   5.4600e-02   -5.0000e-14             NA
8.1349e+00   5.5400e-02   -5.0000e-14             NA
8.1731e+00   5.5600e-02   -5.0000e-14             NA
8.4502e+00   5.7000e-02   -5.0000e-14             NA
8.6300e+00   5.7700e-02   -5.0000e-14             NA
8.7848e+00   5.8700e-02   0.0000e+00             NA
8.8597e+00   5.9100e-02   -5.0000e-14             NA
9.0878e+00   6.0100e-02   -5.0000e-14             NA
9.1597e+00   6.0500e-02   -5.0000e-14             NA
9.3917e+00   6.1600e-02   -5.0000e-14             NA
9.5610e+00   6.2400e-02   0.0000e+00             NA
9.7183e+00   6.3200e-02   -5.0000e-14             NA
9.8964e+00   6.4000e-02   -5.0000e-14             NA
1.0066e+01   6.4900e-02   -5.0000e-14             NA
1.0160e+01   6.5300e-02   0.0000e+00             NA
1.0260e+01   6.5900e-02   -5.0000e-14             NA
1.0517e+01   6.7100e-02   0.0000e+00             NA
1.0559e+01   6.7400e-02   0.0000e+00             NA
1.0836e+01   6.8600e-02   0.0000e+00             NA
1.0997e+01   6.9300e-02   -5.0000e-14             NA
1.1158e+01   7.0100e-02   -5.0000e-14             NA
1.1196e+01   7.0300e-02   -5.0000e-14             NA
1.1464e+01   7.1500e-02   0.0000e+00             NA
1.1628e+01   7.2200e-02   -5.0000e-14             NA
1.1795e+01   7.3000e-02   -5.0000e-14             NA
1.1954e+01   7.3600e-02   -5.0000e-14             NA
1.2112e+01   7.4300e-02   -5.0000e-14             NA
1.2160e+01   7.4600e-02   0.0000e+00             NA
1.2291e+01   7.5200e-02   -5.0000e-14             NA
1.2568e+01   7.6400e-02   0.0000e+00             NA
1.2740e+01   7.7300e-02   -5.0000e-14             NA
1.2896e+01   7.7900e-02   0.0000e+00             NA
1.3051e+01   7.8500e-02   -5.0000e-14             NA
1.3226e+01   7.9300e-02   -5.0000e-14             NA
1.3388e+01   7.9900e-02   -5.0000e-14             NA
1.3557e+01   8.0600e-02   -5.0000e-14             NA
1.3594e+01   8.0900e-02   -5.0000e-14             NA
1.3872e+01   8.2100e-02   0.0000e+00             NA
1.4032e+01   8.2800e-02   0.0000e+00             NA
1.4064e+01   8.2900e-02   0.0000e+00             NA
1.4350e+01   8.4200e-02   -5.0000e-14             NA
1.4512e+01   8.4900e-02   -5.0000e-14             NA
1.4679e+01   8.5600e-02   -5.0000e-14             NA
1.4832e+01   8.6200e-02   -5.0000e-14             NA
1.4996e+01   8.7100e-02   -5.0000e-14             NA
1.5162e+01   8.7700e-02   -5.0000e-14             NA
1.5260e+01   8.8300e-02   0.0000e+00             NA
1.5466e+01   8.9200e-02   -5.0000e-14             NA
1.5633e+01   8.9900e-02   -5.0000e-14             NA
1.5798e+01   9.0700e-02   0.0000e+00             NA
1.5860e+01   9.1000e-02   -5.0000e-14             NA
1.5975e+01   9.1400e-02   -5.0000e-14             NA
1.6250e+01   9.2600e-02   -5.0000e-14             NA
1.6288e+01   9.2700e-02   -5.0000e-14             NA
1.6561e+01   9.3800e-02   0.0000e+00             NA
1.6721e+01   9.4500e-02   -5.0000e-14             NA
1.6760e+01   9.4600e-02   -5.0000e-14             NA
1.7028e+01   9.5800e-02   0.0000e+00             NA
1.7192e+01   9.6600e-02   -5.0000e-14             NA
1.7358e+01   9.7300e-02   -5.0000e-14             NA
1.7395e+01   9.7500e-02   -5.0000e-14             NA
1.7686e+01   9.8600e-02   -5.0000e-14             NA
1.7856e+01   9.9300e-02   -5.0000e-14             NA
1.8031e+01   1.0000e-01   -5.0000e-14             NA
1.8067e+01   1.0020e-01   -5.0000e-14             NA
1.8213e+01   1.0070e-01   -5.0000e-14             NA
1.8501e+01   1.0200e-01   0.0000e+00             NA
1.8559e+01   1.0230e-01   -5.0000e-14             NA
1.8813e+01   1.0340e-01   0.0000e+00             NA
1.8861e+01   1.0360e-01   -5.0000e-14             NA
1.8994e+01   1.0400e-01   -5.0000e-14             NA
1.9281e+01   1.0520e-01   -5.0000e-14             NA
1.9360e+01   1.0560e-01   -5.0000e-14             NA
1.9460e+01   1.0600e-01   -5.0000e-14             NA
1.9593e+01   1.0640e-01   0.0000e+00             NA
1.9871e+01   1.0770e-01   -5.0000e-14             NA
