  Measurement Number     Measurement type
                  13               OnLine

      Measurement ID                     
       739708.674061                     

          Force Mode                Value         MeasureRange
             Current                    0         1.000000e-04

    Supply Complince     Integrating time     Refresh interval
        1.000000e-04                    0                    0

        Time      Voltage      Current  Temperature
4.0286e-01   9.1000e-03   -5.0000e-14             NA
5.8211e-01   1.0000e-02   -5.0000e-14             NA
8.5702e-01   1.0300e-02   -5.0000e-14             NA
8.9050e-01   1.0300e-02   -5.0000e-14             NA
1.1832e+00   1.2000e-02   -5.0000e-14             NA
1.2776e+00   1.2800e-02   -5.0000e-14             NA
1.3770e+00   1.2400e-02   -5.0000e-14             NA
1.4989e+00   1.2600e-02   -5.0000e-14             NA
1.6454e+00   1.3100e-02   -5.0000e-14             NA
1.7835e+00   1.3300e-02   -5.0000e-14             NA
2.0387e+00   1.5100e-02   0.0000e+00             NA
2.0769e+00   1.4900e-02   -5.0000e-14             NA
2.3493e+00   1.5800e-02   0.0000e+00             NA
2.3891e+00   1.5700e-02   -5.0000e-14             NA
2.5394e+00   1.6200e-02   -5.0000e-14             NA
2.6957e+00   1.7900e-02   -5.0000e-14             NA
2.8368e+00   1.8800e-02   -5.0000e-14             NA
2.9752e+00   1.8600e-02   -5.0000e-14             NA
3.2451e+00   2.0100e-02   -5.0000e-14             NA
3.2818e+00   2.0200e-02   -5.0000e-14             NA
3.5524e+00   2.1400e-02   0.0000e+00             NA
3.5924e+00   2.1700e-02   -5.0000e-14             NA
3.8544e+00   2.2900e-02   -5.0000e-14             NA
3.8924e+00   2.3100e-02   0.0000e+00             NA
4.1713e+00   2.2400e-02   -5.0000e-14             NA
4.2120e+00   2.2600e-02   -5.0000e-14             NA
4.4868e+00   2.4600e-02   -5.0000e-14             NA
4.5777e+00   2.4400e-02   -5.0000e-14             NA
4.6767e+00   2.5400e-02   0.0000e+00             NA
4.9374e+00   2.6400e-02   0.0000e+00             NA
4.9767e+00   2.6700e-02   0.0000e+00             NA
5.2728e+00   2.7600e-02   -5.0000e-14             NA
5.3136e+00   2.7800e-02   0.0000e+00             NA
5.5965e+00   2.8800e-02   -5.0000e-14             NA
5.6760e+00   2.9200e-02   -5.0000e-14             NA
5.9007e+00   3.0200e-02   -5.0000e-14             NA
5.9772e+00   3.0500e-02   -5.0000e-14             NA
6.2076e+00   3.1400e-02   0.0000e+00             NA
6.2768e+00   3.1700e-02   0.0000e+00             NA
Finised 

