
Time,Voltage,Current
5e-09,-0.000944372,-3.05497e-07
1.5e-08,-0.00166442,-3.68087e-07
2.5e-08,-0.00166442,-4.65448e-07
3.5e-08,-0.00166442,-5.6281e-07
4.5e-08,-0.00166442,-5.76719e-07
5.5e-08,-0.000224321,-5.97582e-07
6.5e-08,0.00121578,-5.97582e-07
7.5e-08,-0.000224321,-5.41947e-07
8.5e-08,0.000495731,-4.79357e-07
9.5e-08,-0.000944372,-3.68087e-07
1.05e-07,0.000495731,-2.49862e-07
1.15e-07,-0.00238447,-2.1509e-07
1.25e-07,-0.000224321,-2.08135e-07
1.35e-07,0.00121578,-1.38591e-07
1.45e-07,-0.000944372,-2.03664e-08
1.55e-07,-0.000944372,-1.3412e-08
1.65e-07,-0.00310453,4.91776e-08
1.75e-07,-0.00454463,1.04813e-07
1.85e-07,-0.000224321,2.16083e-07
1.95e-07,-0.00238447,1.88266e-07
2.05e-07,0.000495731,2.29992e-07
2.15e-07,-0.000944372,2.09129e-07
2.25e-07,-0.000944372,2.16083e-07
2.35e-07,-0.000224321,1.88266e-07
2.45e-07,-0.00526468,2.16083e-07
2.55e-07,-0.000224321,2.85627e-07
2.65e-07,-0.000224321,2.64764e-07
2.75e-07,0.000495731,2.64764e-07
2.85e-07,-0.00238447,3.13445e-07
2.95e-07,-0.00166442,2.99536e-07
3.05e-07,-0.00238447,3.41263e-07
3.15e-07,0.00121578,3.76035e-07
3.25e-07,-0.00166442,3.76035e-07
3.35e-07,-0.00238447,3.48217e-07
3.45e-07,-0.000944372,3.20399e-07
3.55e-07,-0.00238447,2.85627e-07
3.65e-07,-0.00238447,2.36947e-07
3.75e-07,0.000495731,2.43901e-07
3.85e-07,0.00121578,2.43901e-07
3.95e-07,-0.00166442,2.78673e-07
4.05e-07,-0.00238447,2.23038e-07
4.15e-07,-0.00238447,1.74357e-07
4.25e-07,-0.00238447,9.78585e-08
4.35e-07,-0.00310453,1.67403e-07
4.45e-07,-0.00166442,2.43901e-07
4.55e-07,-0.00382458,2.29992e-07
4.65e-07,-0.00166442,5.6132e-08
4.75e-07,-0.00382458,-2.03664e-08
4.85e-07,-0.00238447,-5.51384e-08
4.95e-07,-0.00166442,4.96813e-10
5.05e-07,-0.00310453,-1.17728e-07
5.15e-07,-0.000224321,-2.22044e-07
5.25e-07,-0.000944372,-2.42907e-07
5.35e-07,-0.00238447,-3.47223e-07
5.45e-07,-0.000944372,-3.95904e-07
5.55e-07,-0.00166442,-4.02859e-07
5.65e-07,-0.00310453,-3.95904e-07
5.75e-07,0.00121578,-4.16767e-07
5.85e-07,-0.00382458,-4.65448e-07
5.95e-07,-0.000944372,-4.16767e-07
6.05e-07,0.000495731,-4.79357e-07
6.15e-07,-0.00166442,-4.79357e-07
6.25e-07,0.000495731,-5.97582e-07
6.35e-07,-0.00166442,-5.6281e-07
6.45e-07,0.000495731,-5.6281e-07
6.55e-07,-0.00382458,-5.34992e-07
6.65e-07,-0.00238447,-4.86312e-07
6.75e-07,-0.000944372,-4.37631e-07
6.85e-07,-0.000944372,-2.98543e-07
6.95e-07,-0.00166442,-2.28999e-07
7.05e-07,-0.00238447,-2.28999e-07
7.15e-07,0.000495731,-2.42907e-07
7.25e-07,-0.00382458,-2.49862e-07
7.35e-07,-0.00310453,-2.63771e-07
7.45e-07,-0.00166442,-2.91588e-07
7.55e-07,-0.00238447,-2.42907e-07
7.65e-07,-0.00238447,-1.45546e-07
7.75e-07,-0.000944372,-9.68649e-08
7.85e-07,-0.00166442,1.44056e-08
7.95e-07,-0.000224321,9.09041e-08
8.05e-07,-0.00166442,9.09041e-08
8.15e-07,-0.000944372,1.53494e-07
8.25e-07,-0.000944372,2.29992e-07
8.35e-07,-0.00310453,1.60448e-07
8.45e-07,-0.00166442,8.39497e-08
8.55e-07,-0.000944372,9.09041e-08
8.65e-07,-0.00166442,6.30865e-08
8.75e-07,-0.000224321,7.00409e-08
8.85e-07,-0.00382458,2.02175e-07
8.95e-07,-0.000944372,2.64764e-07
9.05e-07,0.000495731,3.20399e-07
9.15e-07,-0.00166442,2.78673e-07
9.25e-07,-0.000944372,2.64764e-07
9.35e-07,-0.000224321,2.43901e-07
9.45e-07,-0.00166442,2.5781e-07
9.55e-07,-0.00166442,2.5781e-07
9.65e-07,-0.000944372,2.85627e-07
9.75e-07,-0.000224321,2.64764e-07
9.85e-07,-0.000944372,2.43901e-07
9.95e-07,-0.00166442,1.88266e-07
1.005e-06,-0.0283063,2.92582e-07
1.015e-06,-0.22704,5.49895e-07
1.025e-06,-0.538103,4.47218e-06
1.035e-06,-0.857085,2.2338e-05
1.045e-06,-1.15591,6.20894e-05
1.055e-06,-1.47489,0.000110652
1.065e-06,-1.81331,0.000113928
1.075e-06,-2.1503,0.000113928
1.085e-06,-2.48008,0.000113928
1.095e-06,-2.80626,0.000113928
1.105e-06,-3.10365,0.000113928
1.115e-06,-3.23469,0.000113928
1.125e-06,-3.24046,0.000113928
1.135e-06,-3.2491,0.000113928
1.145e-06,-3.2779,0.000113928
1.155e-06,-3.29158,0.000113928
1.165e-06,-3.2851,0.000113928
1.175e-06,-3.27574,0.000113928
1.185e-06,-3.26998,0.000113928
1.195e-06,-3.2707,0.000113928
1.205e-06,-3.25486,0.000113928
1.215e-06,-3.12093,0.000113928
1.225e-06,-2.89915,0.000113928
1.235e-06,-2.6817,0.000113928
1.245e-06,-2.47216,0.000113928
1.255e-06,-2.25254,0.000113928
1.265e-06,-2.01781,0.000113928
1.275e-06,-1.78523,0.000113928
1.285e-06,-1.55698,0.000113928
1.295e-06,-1.32152,0.000113928
1.305e-06,-1.11702,0.000113928
1.315e-06,-1.03062,0.000113928
1.325e-06,-1.0227,0.000113928
1.335e-06,-1.01622,0.000113928
1.345e-06,-1.00254,0.000113928
1.355e-06,-0.994615,0.000113928
1.365e-06,-1.00326,0.000113928
1.375e-06,-1.00686,0.000113928
1.385e-06,-1.01262,0.000113928
1.395e-06,-1.0119,0.000113928
1.405e-06,-1.0119,0.000113928
1.415e-06,-1.0119,0.000113928
1.425e-06,-1.0119,0.000113928
1.435e-06,-1.01046,0.000113928
1.445e-06,-1.01478,0.000113928
1.455e-06,-1.0155,0.000113928
1.465e-06,-1.01694,0.000113928
1.475e-06,-1.0119,0.000113928
1.485e-06,-1.01046,0.000113928
1.495e-06,-1.01406,0.000113928
1.505e-06,-1.01262,0.000113928
1.515e-06,-1.01334,0.000113928
1.525e-06,-1.01334,0.000113928
1.535e-06,-1.01118,0.000113928
1.545e-06,-1.0119,0.000113928
1.555e-06,-1.0119,0.000113928
1.565e-06,-1.01766,0.000113928
1.575e-06,-1.01982,0.000113928
1.585e-06,-1.0155,0.000113928
1.595e-06,-1.01694,0.000113928
1.605e-06,-1.01046,0.000113928
1.615e-06,-1.01118,0.000113928
1.625e-06,-1.01046,0.000113928
1.635e-06,-1.01046,0.000113928
1.645e-06,-1.0119,0.000113928
1.655e-06,-1.01334,0.000113928
1.665e-06,-1.01334,0.000113928
1.675e-06,-1.0119,0.000113928
1.685e-06,-1.0119,0.000113928
1.695e-06,-1.01334,0.000113928
1.705e-06,-1.01118,0.000113928
1.715e-06,-1.0119,0.000113928
1.725e-06,-1.01262,0.000113928
1.735e-06,-1.01046,0.000113928
1.745e-06,-1.01046,0.000113928
1.755e-06,-1.01118,7.44335e-05
