
Time,Voltage,Current
5e-09,-0.00310453,-1.31637e-07
1.5e-08,0.000495731,-1.17728e-07
2.5e-08,-0.000944372,-1.03819e-07
3.5e-08,-0.00238447,-1.59454e-07
4.5e-08,-0.00238447,-2.22044e-07
5.5e-08,-0.00238447,-2.1509e-07
6.5e-08,-0.000944372,-1.80318e-07
7.5e-08,-0.00310453,-2.42907e-07
8.5e-08,-0.00166442,-1.94227e-07
9.5e-08,-0.000944372,-1.31637e-07
1.05e-07,-0.000224321,-1.31637e-07
1.15e-07,0.000495731,-1.17728e-07
1.25e-07,-0.00382458,-1.59454e-07
1.35e-07,-0.000944372,-1.45546e-07
1.45e-07,-0.000944372,-8.99104e-08
1.55e-07,-0.00166442,-2.03664e-08
1.65e-07,-0.000944372,-1.3412e-08
1.75e-07,-0.00166442,-6.45759e-09
1.85e-07,-0.00166442,4.96813e-10
1.95e-07,-0.00382458,-2.03664e-08
2.05e-07,-0.00238447,4.91776e-08
2.15e-07,-0.00454463,8.39497e-08
2.25e-07,-0.00238447,1.39585e-07
2.35e-07,-0.00310453,1.9522e-07
2.45e-07,-0.000224321,1.39585e-07
2.55e-07,-0.000224321,1.46539e-07
2.65e-07,-0.00238447,1.74357e-07
2.75e-07,-0.00166442,2.5781e-07
2.85e-07,-0.00382458,2.09129e-07
2.95e-07,0.000495731,8.39497e-08
3.05e-07,-0.00166442,9.78585e-08
3.15e-07,-0.000224321,2.136e-08
3.25e-07,-0.000944372,-8.2956e-08
3.35e-07,-0.000944372,-7.60016e-08
3.45e-07,-0.00382458,-1.73363e-07
3.55e-07,-0.00166442,-1.87272e-07
3.65e-07,0.00121578,-1.87272e-07
3.75e-07,-0.00238447,-2.56816e-07
3.85e-07,-0.00382458,-3.33315e-07
3.95e-07,-0.00238447,-2.98543e-07
4.05e-07,0.00193583,-2.70725e-07
4.15e-07,0.00121578,-2.77679e-07
4.25e-07,-0.00238447,-3.05497e-07
4.35e-07,-0.000944372,-4.30676e-07
4.45e-07,-0.000944372,-4.93266e-07
4.55e-07,-0.00310453,-6.04536e-07
4.65e-07,0.000495731,-5.97582e-07
4.75e-07,-0.000944372,-5.48901e-07
4.85e-07,-0.00310453,-5.48901e-07
4.95e-07,-0.00310453,-4.30676e-07
5.05e-07,-0.00598473,-3.61132e-07
5.15e-07,0.000495731,-3.61132e-07
5.25e-07,-0.00238447,-3.2636e-07
5.35e-07,-0.000944372,-2.1509e-07
5.45e-07,0.00193583,-6.90472e-08
5.55e-07,0.00193583,-6.45759e-09
5.65e-07,-0.000944372,4.22232e-08
5.75e-07,-0.000944372,2.83144e-08
5.85e-07,-0.000224321,4.91776e-08
5.95e-07,-0.00166442,1.04813e-07
6.05e-07,-0.00382458,9.09041e-08
6.15e-07,-0.000944372,1.67403e-07
6.25e-07,-0.00310453,2.64764e-07
6.35e-07,-0.00166442,2.5781e-07
6.45e-07,-0.00166442,2.02175e-07
6.55e-07,-0.00310453,1.11767e-07
6.65e-07,-0.00238447,8.39497e-08
6.75e-07,-0.00238447,-3.42752e-08
6.85e-07,-0.000944372,-1.31637e-07
6.95e-07,-0.00166442,-1.66409e-07
7.05e-07,-0.000944372,-1.24682e-07
7.15e-07,-0.00166442,-1.31637e-07
7.25e-07,-0.00454463,-1.24682e-07
7.35e-07,-0.00382458,-1.03819e-07
7.45e-07,-0.00598473,-8.2956e-08
7.55e-07,-0.000944372,-1.03819e-07
7.65e-07,-0.000224321,-1.24682e-07
7.75e-07,-0.00166442,-1.525e-07
