  Measurement Number     Measurement type
                 121            NewRelaib

      Measurement ID                 Mode
       739694.755708                WGFMU

        SetPulseBias        SetPulseWidth       ResetPulseBias      ResetPulseWidth
                -1.5              0.00101                  2.8              0.00101

           Rise time            Fall Time           Separation
               1e-05                1e-05                0.001

              Cycles       Steps in cycle         Test voltage
                 100                  100                    1

      Step        LRS        HRS
         1   1593.436 31705.7967
         2  2013.1603 29802.3827
         3  1977.0795 25551.7196
         4  1893.5343 22075.5597
         5  2039.4053  19317.102
         6  1599.6898 28645.5192
         7  2007.1023 22850.3335
         8  1512.4405 24521.8118
         9  1574.3572 22505.3075
        10  1488.9956 33083.4089
        11  1626.4281 25011.9614
        12  1250.5686 15773.6855
        13  1169.0458 28249.9649
        14  1184.3517 27363.0511
        15  1367.2495 27281.9816
        16  1306.1973 31429.6516
        17  1725.1832 29916.0049
        18  2288.1819 32167.9217
        19  1288.2392 24490.4613
        20  1935.9611 29178.0608
        21   2266.324 34344.0281
        22  2042.8397 29752.6774
        23  2267.7347 23967.1902
        24  2103.8159 27519.6185
        25  2112.5329 31829.6442
        26  2195.1391  28923.292
        27  2046.2501 28803.9882
        28  2363.2249 18882.0195
        29  1536.4969 27890.1392
        30  1952.4067 23057.6234
        31  1815.8413 26850.1306
        32  1900.0664 28281.4964
        33  1908.2469 32925.1022
        34  2231.0118 23881.3118
        35  2137.5266 24323.5229
        36  1763.7815 28091.5128
        37  1733.8362 18418.3713
        38  2044.4715 23746.9769
        39   2003.978 26222.1983
        40  1979.9155 27265.2652
        41  1866.6397  29987.219
        42  1827.1634 35350.9656
        43  1704.0923 18997.6126
        44  1994.3318 22429.5489
        45  1505.4966  33804.242
        46  1524.0777 28874.2886
        47   1884.373 26440.0384
        48  1883.4901 24532.5503
        49  1840.1359 32502.3336
        50  1992.4032  30991.699
        51  1718.0039  29286.279
        52  1828.6194 21269.3639
        53  1787.2145  20802.826
        54  2022.6801 32400.6316
        55  2286.3906 25059.3137
        56  2191.2927 27048.6814
        57  2341.4483 22502.6257
        58  2664.9285 26505.1855
        59  2198.2712 34106.5537
        60  2116.3099 32021.7984
        61  2263.6704   22691.94
        62  1492.3716 14476.7663
        63  1886.8337 33656.0622
        64  1848.3438 25647.7975
        65  1790.7658 33137.9072
        66  1786.5942 21300.0471
        67  1571.6139 28529.2223
        68  1699.2968 26530.1026
        69  2191.6302 27638.8223
        70  3084.2733 27869.6007
        71  2207.6842 25258.4563
        72  2092.1192 29626.9161
        73  2214.3549 32319.6432
        74  2239.5333 30492.6073
        75  2040.4882 32231.6788
        76  2044.7788 29762.2175
        77  2873.1307  39776.555
        78   2304.281 28457.3007
        79  1599.2781 19598.0125
        80  2233.3055 29836.3678
        81  2166.8671 27644.0456
        82  2318.9619  31204.397
        83  1443.6332 16672.6139
        84  1752.4774 29517.6727
        85  2270.4523 22706.1252
        86   1745.396  27769.626
        87  2196.4829 25822.2722
        88  1524.1183 27690.7954
        89  1307.0548 25448.0441
        90  1745.3697 29630.0408
        91  1758.7615 29135.9564
        92   1850.086 27556.5709
        93  2012.0096 26640.1846
        94  1823.8697 24662.9525
        95  1863.9842 23187.6329
        96  2110.8821 34656.7735
        97   1862.208 23043.4718
        98   1520.975 25503.9399
        99  1807.7565 25410.3183
       100  1804.4866 24306.4751




