
Time,Voltage,Current
5e-09,-0.000378314,3.63012e-07
1.5e-08,-0.000378314,-5.97786e-08
2.5e-08,0.00243823,-4.8257e-07
3.5e-08,0.00102996,-5.53035e-07
4.5e-08,-0.00108245,-2.00709e-07
5.5e-08,-0.000378314,8.11517e-08
6.5e-08,0.00102996,8.11517e-08
7.5e-08,-0.000378314,-2.71174e-07
8.5e-08,-0.00249072,2.22082e-07
9.5e-08,0.00102996,5.03943e-07
1.05e-07,0.00102996,9.97199e-07
1.15e-07,0.0179292,8.56269e-07
1.25e-07,0.215792,-5.97786e-08
1.35e-07,0.552369,-3.80405e-05
1.45e-07,0.920633,-0.000268039
1.55e-07,1.28326,-0.000766651
1.65e-07,1.63111,-0.00115069
1.75e-07,1.96839,-0.00115069
1.85e-07,2.30989,-0.00115069
1.95e-07,2.64718,-0.00115069
2.05e-07,2.99079,-0.00115069
2.15e-07,3.31751,-0.00115069
2.25e-07,3.4682,-0.00115069
2.35e-07,3.47806,-0.00115069
2.45e-07,3.46961,-0.00115069
2.55e-07,3.46186,-0.00115069
2.65e-07,3.46116,-0.00115069
2.75e-07,3.46679,-0.00115069
2.85e-07,3.47102,-0.00115069
2.95e-07,3.47806,-0.00115069
3.05e-07,3.48932,-0.00115069
3.15e-07,3.48792,-0.00115069
3.25e-07,3.48721,-0.00115069
3.35e-07,3.49073,-0.00115069
3.45e-07,3.49284,-0.00115069
3.55e-07,3.49425,-0.00115069
3.65e-07,3.49425,-0.00115069
3.75e-07,3.49284,-0.00115069
3.85e-07,3.49918,-0.00115069
3.95e-07,3.49636,-0.00115069
4.05e-07,3.49425,-0.00115069
4.15e-07,3.49425,-0.00115069
4.25e-07,3.49777,-0.00115069
4.35e-07,3.49566,-0.00115069
4.45e-07,3.49284,-0.00115069
4.55e-07,3.49848,-0.00115069
4.65e-07,3.50129,-0.00115069
4.75e-07,3.5027,-0.00115069
4.85e-07,3.49707,-0.00115069
4.95e-07,3.49144,-0.00115069
5.05e-07,3.49214,-0.00115069
5.15e-07,3.49425,-0.00115069
5.25e-07,3.49073,-0.00115069
5.35e-07,3.49566,-0.00115069
5.45e-07,3.49636,-0.00115069
5.55e-07,3.49496,-0.000361617
5.65e-07,3.49425,0.000474241
5.75e-07,3.48651,0.00102718
5.85e-07,3.48932,0.00115423
5.95e-07,3.49003,0.00115423
6.05e-07,3.49214,0.00115423
6.15e-07,3.46961,0.00115423
6.25e-07,3.24428,0.00115423
6.35e-07,2.8563,0.00115423
6.45e-07,2.43734,0.00115423
6.55e-07,2.01697,0.00115423
6.65e-07,1.61562,0.00113943
6.75e-07,1.22059,0.00115423
6.85e-07,0.83332,0.00115423
6.95e-07,0.439003,0.00115423
7.05e-07,0.0453906,0.00115423
7.15e-07,-0.327098,0.00115423
7.25e-07,-0.507357,0.00115423
7.35e-07,-0.518623,0.00115423
7.45e-07,-0.501724,0.00115423
7.55e-07,-0.48412,0.00115423
7.65e-07,-0.479895,0.00115423
7.75e-07,-0.484824,0.00115423
7.85e-07,-0.491866,0.00115423
7.95e-07,-0.496795,0.00115423
8.05e-07,-0.498907,0.00115423
8.15e-07,-0.499611,0.00115423
8.25e-07,-0.498203,0.00115423
8.35e-07,-0.498203,0.00115423
8.45e-07,-0.494682,0.00115423
8.55e-07,-0.493978,0.00115423
8.65e-07,-0.491162,0.000955519
8.75e-07,-0.493274,0.000650545
8.85e-07,-0.491866,0.000429285
8.95e-07,-0.489753,0.000262
9.05e-07,-0.489049,0.000132133
9.15e-07,-0.488345,6.75868e-05
9.25e-07,-0.489049,3.67935e-05
9.35e-07,-0.488345,2.80558e-05
9.45e-07,-0.488345,3.46091e-05
9.55e-07,-0.489753,5.13798e-05
9.65e-07,-0.489049,7.06873e-05
9.75e-07,-0.491162,9.21087e-05
9.85e-07,-0.490457,0.0001105
9.95e-07,-0.489753,0.000128962
1.005e-06,-0.491866,0.000142844
1.015e-06,-0.49257,0.000153695
1.025e-06,-0.49257,0.000159685
1.035e-06,-0.49257,0.000162997
1.045e-06,-0.489753,0.00016356
1.055e-06,-0.489049,0.000161235
1.065e-06,-0.49257,0.000157571
1.075e-06,-0.491162,0.000152779
1.085e-06,-0.496091,0.000147565
1.095e-06,-0.491866,0.000140941
1.105e-06,-0.493978,0.000133754
1.115e-06,-0.495386,0.000127975
1.125e-06,-0.494682,0.000121704
1.135e-06,-0.493274,0.000115433
1.145e-06,-0.494682,0.0001105
1.155e-06,-0.493978,0.000105286
1.165e-06,-0.494682,0.000100705
1.175e-06,-0.495386,9.69003e-05
1.185e-06,-0.494682,9.4434e-05
1.195e-06,-0.497499,9.09108e-05
1.205e-06,-0.494682,8.76694e-05
1.215e-06,-0.494682,8.56964e-05
1.225e-06,-0.496091,8.40757e-05
1.235e-06,-0.495386,8.22436e-05
