  Measurement Number     Measurement type
                 122            NewRelaib

      Measurement ID                 Mode
       739694.759930                WGFMU

        SetPulseBias        SetPulseWidth       ResetPulseBias      ResetPulseWidth
                -2.5              0.00101                    3              0.00101

           Rise time            Fall Time           Separation
               1e-05                1e-05                0.001

              Cycles       Steps in cycle         Test voltage
                 554                10000                   10

      Step        LRS        HRS
     21910  1081.1829  7055.2659
     21970  1033.8021  7166.1615
     22030  1034.4856  7049.2922
     22090  1231.7434  7210.1892
     22150  1333.8212  6674.7788
     22210  1256.9084  5703.4434
     22270  1350.9833  7437.7926
     22330  1262.5241  7513.0352
     22390  1257.2032   4658.049
     22450  1158.4823  5704.6065
     22510  1133.7744  5637.8328
     22570  1152.4863  5604.3267
     22630  1146.5791  5950.8878
     22690  1167.5909   6453.496
     22750  1206.1123  7309.0551
     22810  1289.8179  8229.3375
     22870  1139.9892  6208.4304
     22930  1154.9357  6444.3986
     22990  1165.6296  5226.1461
     23050  1164.5889  5949.1085
     23110  1121.1349  6223.1745
     23170  1277.6116  6675.4035
     23230  1305.9213  6096.5508
     23290  1248.4535  7182.4865
     23350  1207.7289  7120.3662
     23410    1169.14  6910.4461
     23470  1144.3523  7052.5881
     23530  1245.6083  7291.5683
     23590  1261.2713  7048.7008
     23650  1211.0471  6962.0433
     23710   1251.796  6361.6208
     23770  1305.1379  5898.3674
     23830  1254.3047  6308.0769
     23890  1291.2536   5091.118
     23950  1396.7165  6176.6538
     24010  1127.4974  7130.4777
     24070  1265.4807  5563.5738
     24130  1150.9818  6405.6821
     24190  1375.9974  6238.9565
     24250  1477.9485  6663.5411
     24310  1327.2031  6322.1293
     24370  1625.6163   6630.315
     24430  1833.9836  6424.4403
     24490  1930.1838  6308.8226
     24550  1817.8844  5566.6229
     24610  1686.1689  5613.1273
     24670  1641.5061  4660.3611
     24730  1570.1651   4793.033
     24790   1599.105  5011.2515
     24850   1648.908  4760.1311
     24910  1757.5486  4739.9393
     24970  1584.7696  3864.6344
     25030  1517.7074  4338.7102
     25090  1580.0666  4783.7082
     25150  1678.3882  5056.8113
     25210  1708.9617  4779.0834
     25270  1592.3962  4738.4155
     25330  1680.2609    5163.83
     25390   1707.591  4632.0773
     25450  1435.7625   4790.871
     25510  1697.4762  4529.7071
     25570  1853.4234  4587.6554
     25630  1751.8749  4738.1931
     25690  1769.1121  4743.3064
     25750  1684.8782  4975.6542
     25810  1679.7737  4670.2727
     25870  1797.9996  4777.0277
     25930  1599.7009  4360.6269
     25990  1648.3476  4314.0174
     26050   1664.936  3901.1444
     26110  1591.3209  4219.6669
     26170  1631.2777  3987.6419
     26230  1511.7221  4773.0027
     26290  1550.7797  4692.4797
     26350  1556.1696  4567.6115
     26410  1530.2434  4366.3734
     26470  1518.9836  4798.5282
     26530  1554.6499  3905.7444
     26590  1658.6501  5037.4099
     26650   1572.297  4681.9446
     26710  1696.8549  4834.4649
     26770   1677.786  4992.9619
     26830  1551.6143  4583.2498
     26890  1417.3277  4890.6272
     26950  1410.3765  4148.1368
     27010  1542.6693  4211.5105
     27070  1655.8723  3513.3001
     27130  1552.2428   3905.109
     27190   1564.186  3984.7152
     27250  1609.0228  4049.3601
     27310  1461.5251  4006.0603
     27370  1558.5637  3845.7164
     27430  1557.7693  4417.4506
     27490  1174.9776  3363.6467
     27550   1596.842  3678.7568
     27610  1615.5576  3500.4873
     27670  1558.9608  3884.2963
     27730  1574.3253  3648.9397
     27790  1669.2837  3605.2694
     27850  1536.5882   3676.416
     27910  1558.1462  3501.1537
     27970  1637.8067  3370.9829
     28030  1551.8495  4256.0464
     28090  1612.2572   4108.015
     28150  1690.5368  3750.0813
     28210  1594.2802  3963.8062
     28270  1540.6014  4094.0273
     28330   1474.554  3680.5799
     28390  1600.8646  3664.0409
     28450  1450.6234  3579.7766
     28510  1495.8444  3814.9807
     28570  1549.0247  3561.0776
     28630  1474.6574  3842.3646
     28690  1588.5223  4108.8449
     28750  1612.7124  4207.5971
     28810  1517.8296   4000.274
     28870  1580.8396  3465.9972
     28930  1712.1422   3669.067
     28990   1582.381  3283.9864
     29050  1619.9154  3360.0222
     29110  1671.9801   3603.449
     29170  1639.7867  3478.6845
     29230  1728.5278  3741.2987
     29290  1724.7638  3603.4616
     29350  1498.1872  3832.4358
     29410  1545.1799  4159.6414
     29470  1666.3978  3712.0017
     29530  1627.3571  3705.4956
     29590  1684.9003  3533.3971
     29650  1635.7685  3902.7656
     29710  1551.1546  3287.1994
     29770  1547.7542  3704.5565
     29830  1452.0374  3453.5522
     29890  1537.9318  3443.2694
     29950  1628.5472  3342.0222
     30010  1640.3062  3531.6437
     30070   1568.137  3867.5025
     30130  1843.8291  4033.5896
     30190  1772.3784  3783.1878
     30250  1806.3334  4253.2893
     30310  1565.5205  4006.5846
     30370  1540.2086  3762.4678
     30430   1572.096  3591.7053
     30490  1509.1421  3662.9551
     30550  1371.8451  3862.0916
     30610  1608.2395  3902.7874
     30670  1574.9959  3801.5948
     30730  1509.5783  4067.1389
     30790  1547.9671  4102.5667
     30850  1354.8865  3787.0409
     30910  1457.2275  3487.7061
     30970  1387.6316  3682.4645
     31030  1433.2593  4016.1574
     31090  1553.0519  4024.6487
     31150  1637.8706  3976.2357
     31210  1623.6706  3970.0429
     31270  1512.1112  4177.9254
     31330  1409.5191  4633.8606
     31390  1452.1547  4199.2598
     31450  1546.3209  4071.6716
     31510  1384.9073  3853.4441
     31570  1252.5878   4011.364
     31630  1365.0188  3645.2298
     31690   1318.202  3650.3084
     31750  1365.2824  4218.2251
     31810   1309.482   4238.332
     31870  1347.7241  4510.5028
     31930  1235.1977  4107.7866
     31990  1212.4279  4563.6759
     32050  1200.6737  4133.8012
     32110  1203.8612  4621.2879
     32170  1233.2857  4497.6257
     32230  1199.2083  4185.2374
     32290  1262.2474   4409.856
     32350  1131.5241  4263.6619
     32410  1053.5209  4829.8414
     32470   1165.468  4871.6983
     32530  1128.2306  4786.0341
     32590   1115.723   5060.758
     32650  1114.6626  5374.1548
     32710  1155.9474  5321.4912
     32770  1193.4934  4861.8596
     32830  1187.5917   4492.552
     32890  1181.5258  4458.5896
     32950  1181.8659  4311.1363
     33010  1222.9735  4690.6458
     33070  1191.0184  4929.3635
     33130  1190.1663  4286.1872
     33190  1198.3757    4834.99




