
Time,Voltage,Current
5e-09,-0.00108245,5.03943e-07
1.5e-08,0.00102996,9.97199e-07
2.5e-08,-0.00178659,6.44873e-07
3.5e-08,-0.00108245,2.92547e-07
4.5e-08,-0.00178659,4.33478e-07
5.5e-08,0.00102996,9.26734e-07
6.5e-08,0.0017341,1.77232e-06
7.5e-08,0.000325823,1.06766e-06
8.5e-08,0.00102996,3.63012e-07
9.5e-08,0.0017341,2.92547e-07
1.05e-07,0.00102996,-2.71174e-07
1.15e-07,-0.000378314,-6.235e-07
1.25e-07,-0.00108245,-8.34896e-07
1.35e-07,0.000325823,-3.41639e-07
1.45e-07,-0.000378314,-2.71174e-07
1.55e-07,-0.000378314,7.85804e-07
1.65e-07,-0.00108245,9.26734e-07
1.75e-07,-0.00178659,8.56269e-07
1.85e-07,0.00102996,1.06766e-06
1.95e-07,-0.00108245,6.44873e-07
2.05e-07,0.000325823,1.06766e-06
2.15e-07,-0.00249072,1.34953e-06
2.25e-07,-0.00108245,1.41999e-06
2.35e-07,0.00102996,1.70185e-06
2.45e-07,-0.00178659,1.49046e-06
2.55e-07,0.00102996,9.26734e-07
2.65e-07,-0.00178659,7.15338e-07
2.75e-07,0.00102996,-4.8257e-07
2.85e-07,-0.00108245,-5.97786e-08
2.95e-07,-0.000378314,-2.00709e-07
3.05e-07,0.00102996,4.33478e-07
3.15e-07,0.00102996,4.33478e-07
3.25e-07,0.000325823,6.44873e-07
3.35e-07,0.000325823,8.11517e-08
3.45e-07,-0.000378314,1.51617e-07
3.55e-07,0.000325823,6.44873e-07
3.65e-07,-0.00108245,2.22082e-07
3.75e-07,0.00102996,2.22082e-07
3.85e-07,-0.00178659,2.22082e-07
3.95e-07,-0.00108245,-1.30244e-07
4.05e-07,-0.00178659,4.33478e-07
4.15e-07,-0.000378314,1.20859e-06
4.25e-07,0.000325823,1.41999e-06
4.35e-07,0.00102996,1.91325e-06
4.45e-07,-0.000378314,1.27906e-06
4.55e-07,-0.00178659,9.26734e-07
4.65e-07,0.000325823,5.03943e-07
4.75e-07,-0.000378314,1.51617e-07
4.85e-07,-0.00249072,7.85804e-07
4.95e-07,-0.000378314,9.26734e-07
5.05e-07,-0.000378314,7.15338e-07
5.15e-07,-0.000378314,6.44873e-07
5.25e-07,0.00102996,4.33478e-07
5.35e-07,-0.000378314,5.03943e-07
5.45e-07,-0.00108245,5.03943e-07
5.55e-07,-0.00108245,6.44873e-07
5.65e-07,-0.00108245,9.26734e-07
5.75e-07,-0.000378314,9.26734e-07
5.85e-07,-0.00108245,1.41999e-06
