
Time,Voltage,Current
5e-09,0.00164379,-5.85836e-07
1.5e-08,0.00445817,1.27847e-07
2.5e-08,-0.00328136,-2.0132e-06
3.5e-08,0.00164379,-5.58162e-06
4.5e-08,0.000236607,-5.85836e-07
5.5e-08,0.000940201,-4.86793e-06
6.5e-08,-0.000466987,1.27847e-07
7.5e-08,-0.00117058,-4.86793e-06
8.5e-08,-0.00539215,-9.86371e-06
9.5e-08,-0.00257777,-1.12911e-05
1.05e-07,-0.0926378,-5.85836e-07
1.15e-07,-0.63933,2.2252e-05
1.25e-07,-1.38021,0.000450462
1.35e-07,-2.17879,0.00187997
1.45e-07,-2.99918,0.00389898
1.55e-07,-3.72318,0.00615921
1.65e-07,-4.00532,0.00871063
1.75e-07,-4.03136,0.0110958
1.85e-07,-4.02291,0.0116903
1.95e-07,-4.01869,0.0116903
2.05e-07,-4.01095,0.0116903
2.15e-07,-4.00392,0.0116903
2.25e-07,-4.00462,0.0114826
2.35e-07,-3.99477,0.0109858
2.45e-07,-3.98492,0.010674
2.55e-07,-3.97507,0.0103806
2.65e-07,-3.97718,0.00994815
2.75e-07,-3.97859,0.00941289
2.85e-07,-3.97437,0.00890189
2.95e-07,-3.97788,0.00845584
3.05e-07,-3.97929,0.00806546
3.15e-07,-3.97788,0.00773859
3.25e-07,-3.97718,0.00741815
3.35e-07,-3.97929,0.00709128
3.45e-07,-3.97859,0.00678868
3.55e-07,-3.87938,0.00650677
3.65e-07,-3.34887,0.00620703
3.75e-07,-2.63472,0.0055012
3.85e-07,-1.82981,0.00378978
3.95e-07,-0.959466,0.00138967
4.05e-07,-0.22421,-0.00136443
4.15e-07,0.0178265,-0.00432907
4.25e-07,0.0410451,-0.00672276
4.35e-07,0.0396379,-0.0076063
4.45e-07,0.0501918,-0.00739006
4.55e-07,0.0396379,-0.00666353
4.65e-07,0.0347127,-0.0055823
4.75e-07,0.0297876,-0.00443042
4.85e-07,0.0178265,-0.00362039
4.95e-07,0.00867974,-0.00318861
5.05e-07,0.00164379,-0.00287816
5.15e-07,-0.00328136,-0.00251775
5.25e-07,-0.00117058,-0.00210167
5.35e-07,-0.00468855,-0.00169701
5.45e-07,-0.00398496,-0.00140369
5.55e-07,-0.00750293,-0.00122669
5.65e-07,-0.00468855,-0.00112035
5.75e-07,-0.00961371,-0.00101544
5.85e-07,-0.0117245,-0.000891976
5.95e-07,-0.00750293,-0.000788492
6.05e-07,-0.10671,-0.000706418
6.15e-07,-0.657624,-0.000625058
6.25e-07,-1.40977,-0.000138327
6.35e-07,-2.20905,0.00137611
6.45e-07,-3.01818,0.00350288
6.55e-07,-3.73444,0.00580166
6.65e-07,-4.00532,0.00823317
6.75e-07,-4.03065,0.0102251
6.85e-07,-4.03699,0.0108624
