  Measurement Number     Measurement type
                   1            NewRelaib

      Measurement ID                 Mode
       739694.779807                WGFMU

        SetPulseBias        SetPulseWidth       ResetPulseBias      ResetPulseWidth
                -1.5             1.01e-05                  2.5             1.01e-05

           Rise time            Fall Time           Separation
               1e-07                1e-07                1e-05

              Cycles       Steps in cycle         Test voltage
                 512               100000                    1

      Step        LRS        HRS
         1 10479.1315 36979.6432
        34 30817.9667 46461.6678
        67 30412.2085 47437.4677
       100 27635.5792  44985.761
       133 29274.6038 47931.2408
       166 29389.1171 49922.6492
       199 28597.8086 44464.4976
       232   29800.18 49088.3154
       265 28233.5481 47352.4909
       298  29229.048 48131.6411
       331 28398.6834 47703.7898
       364 29242.2205 46488.9031
       397 29412.1281 46232.9385
       430 28548.6225 48583.7674
       463 28633.3741 47738.8865
       496 27905.7005 42361.2153
       529 28241.3682 46689.6121
       562 27723.6007 48265.0862
       595  30189.667 51164.4514
       628 29587.7004 51392.8653
       661 27682.7402 45331.4773
       694 28143.3744  45296.954
       727 29905.0621 51036.4042
       760 28991.5968 51098.5184
       793 28493.9162 47456.3904
       826 27463.3157 43998.5265
       859 27854.5156 47598.8064
       892 30085.3188 50516.2517
       925 29111.0255 48640.0506
       958 29195.5702 48843.0919
       991 28417.9048 48673.2207
      1024 28711.6986 48050.6324
      1057 27718.2181 47646.4693
      1090 29303.4497 51396.5649
      1123 29022.2458 47751.6632
      1156 28404.3336 46476.7922
      1189 29878.7726 46425.3984
      1222  29244.616 49772.9505
      1255 27725.7553 48050.6324
      1288 28905.8849 47059.0181
      1321 28304.0847 45894.0391
      1354 28922.2835 48307.5533
      1387  29012.808 50256.5917
      1420 28522.3824 49101.8225
      1453 29421.8279 50825.6141
      1486 28201.1971  47462.701
      1519  29086.113 48432.1177
      1552 28633.3737 47953.7822
      1585 28112.3365 46695.7224
      1618 28127.8469 45409.3465
      1651 28799.7462 48990.6039
      1684 28646.0142 49139.0095
      1717 28687.4642 49394.0567
      1750 27998.7493 46211.9855
      1783 28377.2314 46845.8985
      1816 29191.9879  50013.603
      1849 29831.3186 46244.9207
      1882 28471.1836 49227.1267
      1915 30049.8528 49703.6281
      1948 29056.5091 47139.8262
      1981 29172.8967 49342.8352
      2014 28239.1342 47487.9652
      2047 28790.4529 48050.6345
      2080 28656.3661 46616.4274
      2113  28904.715 48853.1224
      2146 28291.7441 49486.5227
      2179 29280.6079 52231.5499
      2212 27663.4282 49476.2304
      2245 29296.2329 51054.6565
      2278 30150.1334 50217.6958
      2311 28733.6599 50879.9631
      2344 29024.6066 45510.6873
