  Measurement Number     Measurement type
                   2            NewRelaib

      Measurement ID                 Mode
       739694.781312                WGFMU

        SetPulseBias        SetPulseWidth       ResetPulseBias      ResetPulseWidth
                  -2             1.01e-05                  2.5             1.01e-05

           Rise time            Fall Time           Separation
               1e-07                1e-07                1e-05

              Cycles       Steps in cycle         Test voltage
                 501               100000                    1

      Step        LRS        HRS
         1 21024.6298 53572.3266
        94 24449.1525  48706.436
       187 24797.4189  48679.859
       280 24268.7554 49978.5816
       373 24622.9041 49982.0793
       466 24652.6699 48626.7953
       559 24046.3622 50836.4744
       652 25116.7991 50789.4478
       745 26034.8014 51668.1701
       838 25225.9871 51003.5806
       931 24763.0057 48330.4512
      1024 24696.1724 48376.3122
      1117  25759.496 49278.1059
      1210 24000.2721 46861.2771
      1303 25161.0718 50706.4588
      1396 25057.7205 46944.4955
      1489 25575.8094 50774.9952
      1582 24819.8389 47694.2266
      1675 25701.0598 51526.4293
      1768 25247.4048 48190.1356
      1861  24751.841 49353.0699
      1954 26049.0558 51422.4856
      2047 25242.0456 46368.0956
      2140 25167.2815 49020.8879
      2233  25536.461 47249.0484
      2326 25178.8222 49407.7326
      2419 26648.1521 53419.9627
      2512 27235.9042  51293.144
      2605 26037.6514 50143.6091
      2698 27028.5938 50377.1963
      2791 25979.8393 45357.4043
      2884 26167.4776 49863.3592
      2977 26051.9073 49329.1941
      3070 27996.5528 52717.6388
      3163 26304.4193 49240.7104
      3256 26213.6085 51083.8894
      3349 26069.0353 50548.4484
      3442 25923.2225 50094.3366
      3535 25152.2036 45659.1664
      3628 25311.8692 48540.8123
      3721 27186.1092 52319.6079
      3814 26860.7585 50728.0811
      3907 27575.7881 52733.2186
      4000 25617.1165 49544.9194
      4093 25200.1602 52071.5029
      4186 25933.5845 50825.6141
      4279 25034.8698 48076.5276
      4372 26773.1025 53993.8053
      4465 26117.6856 53153.4184
      4558 26536.1964 51582.2858
      4651 26353.9537 53169.2582
      4744  26045.252 49084.9406
      4837 26525.3499 50448.4104
      4930 27601.3814 53568.3071
      5023 26079.5142 48402.5566
      5116  27638.789 53612.5676
      5209  26192.445  51289.458
      5302 26619.3307 50728.0823
      5395 25696.4338 52741.0132
      5488 28953.9618  58503.614
      5581 27712.8362 51586.0164
      5674 26347.1444 51556.2062
      5767 26898.2135 55436.4356
      5860 26086.1852  49835.505
      5953 26872.8958 49459.0901
      6046 27241.1017 50706.4588
      6139 27354.9026 52733.2173
      6232 26682.0223 51025.4583
      6325 26605.4396 51784.3806
      6418 26004.4485 51160.7839
      6511 25653.9459 48389.4314
      6604 26262.8011 48980.5178
      6697 26363.6866 49877.2962
      6790 26614.3677 52101.9134
      6883 28081.3687 54810.6384
      6976 26548.0424 50598.6187
      7069 27255.6648 50299.0924
      7162 22953.6615 42813.5143
      7255 25094.7239 43312.3445
      7348 25866.8555  49455.663
      7441 25163.7314 45216.6039
