  Measurement Number     Measurement type
                   3            NewRelaib

      Measurement ID                 Mode
       739694.784178                WGFMU

        SetPulseBias        SetPulseWidth       ResetPulseBias      ResetPulseWidth
                -2.5             1.01e-05                    3             1.01e-05

           Rise time            Fall Time           Separation
               1e-07                1e-07                1e-05

              Cycles       Steps in cycle         Test voltage
                 502               100000                    1

      Step        LRS        HRS
     36051 25930.7573 52277.4569
     36226 25804.1987 54550.9094
     36401 25328.0373 52508.2101
     36576 25071.8037 51422.4868
     36751 26345.1969 52519.8027
     36926 25478.1211 51080.2334
     37101 26715.9791 53328.1612
     37276 27213.0585 54272.9904
     37451 27166.4493 58720.2056
     37626 24508.7612 46729.3529
     37801 26404.6498 55157.9681
     37976 26847.6252  54165.904
     38151 27051.1313 55957.9854
     38326 25439.9804 53560.2674
     38501 10553.9735  55115.376
     38676 25674.2496 54903.3944
     38851 25643.8073 47494.2841
     39026 27504.5902 56377.8927
     39201 25772.5169 51559.9294
     39376 26440.8418 53961.1496
     39551 26541.1325 52920.8946
     39726 25592.3163 51018.1637
     39901 26853.6856 55514.0468
     40076 26548.0415  55094.104
     40251 25795.8051  53871.546
     40426 25463.5782 52166.6499
     40601 26686.0125 56019.4749
     40776 26182.8365  52485.044
     40951 25178.8234 52369.5146
     41126 25861.2302 50825.6153
     41301 26759.0488  54571.764
     41476 25691.8075 53778.1885
     41651 26686.0128  54971.049
     41826 26282.1415 52924.8188
     42001 26737.9974 56574.5173
     42176 26365.6356 54705.6119
     42351 27368.5388 53660.9354
     42526 25879.0469 54525.9062
     42701 26178.0352 56817.7125
     42876 26421.2675 57652.9966
     43051 25957.1624 54588.4591
     43226 25321.7478 52010.7932
     43401 26274.4005  52407.967
     43576 25922.2831 54894.9489
     43751 26106.2214 55678.6101
     43926 26989.7555 52554.6062
     44101 26864.8046 54882.2842
     44276 26809.3035 53774.1355
     44451 25976.0566 51507.8381
     44626 26095.7216 52709.8536
     44801 25954.3307 53588.4171
     44976 26584.6281 54120.7243
     45151 26586.6084 51422.4856
     45326 25479.9414 52960.1638
     45501 26218.4231 52589.4558
     45676  27453.808 57213.9558
     45851 26838.5389 57008.3155
     46026 26592.5531 51241.5913
     46201 26467.3168 54609.3411
     46376 25591.3992 54798.0125
     46551  25654.869 51645.7379
     46726 26539.1578 54865.4089
     46901  26239.628 52795.6288
     47076 25592.3166 52492.7642
     47251 25082.3778 51223.2038
     47426 26499.7438 53074.3673
     47601 25370.3519 52515.9371
     47776 26335.4779 54042.8637
     47951 26454.5637 55557.2589
     48126  25687.184 49496.8182
     48301 27203.7236 55221.9805
     48476 25321.7475 50288.4605
     48651 25693.6581 56204.7498
     48826 26676.0395 53677.0765
     49001   26336.45 53952.9915
     49176 25508.1699 56173.7851
     49351 26132.0296 52346.4695
     49526 27919.8908 54958.3492
     49701 26248.3129 51164.4526
     49876 25812.5979 50306.1829
     50051 25908.1684 53360.0576
     50226 25851.8628 54726.5836
     50401 26770.0877 49828.5478
     50576 26763.0614 56921.9315
     50751 26197.2509 53248.5898
     50926 27094.2601  54067.427
     51101 26203.0228  53932.607
     51276  26413.445   52392.58
     51451 26634.2308 55337.5805
     51626 25896.8879 50274.2916
     51801 27404.2649 57081.2621
     51976 26782.1438 59099.4541
     52151 26602.4637 50380.7522
     52326 25841.5687 50869.0819
     52501 25686.2592 48379.5903
     52676 27091.1742 55669.9259
     52851 26746.0131 55192.0903
     53026  26585.618  54190.578
     53201 26169.3949 52496.6251
     53376 26597.5073 51761.8474
     53551   26432.03 50756.9411
     53726 26171.3147 53042.8127
     53901   25677.02 51927.5449
     54076 26519.4374 55665.5813
     54251 26383.1772 51919.9913
     54426 26957.1378 56556.5854
     54601 27072.6802 55363.3337
     54776 26957.1378 52979.8171
     54951 26578.6899 54609.3411
     55126 26865.8148 53439.9601
     55301 26016.7722 54034.6822
     55476  25411.902 54256.4876
     55651 26269.5671 57223.1315
     55826 26485.9775 52461.8971
     56001 26438.8851 58647.8315
     56176 26972.4173 57750.9597
     56351  26392.933 53411.9661
     56526 26335.4773 55303.2782
     56701 26969.3604 53656.9026
     56876  26509.586 50818.3777
     57051 28831.1564 56182.6272
     57226 25894.0696 52465.7535
     57401 26750.0218 53220.7985
     57576 26288.9172 56244.6103
     57751 26427.1363 55535.6445
     57926 26923.5805 50595.0319
     58101 26815.3479 57797.7243
     58276 25835.0217 51954.0041
     58451 26326.7356 52968.0219
     58626  26694.996 56561.0673
     58801 26905.3119 57999.6834
     58976   26538.17 52787.8193
     59151 26503.6815 55726.4295
     59326 26997.9235 51750.5882
     59501 25604.2523 51709.3475
     59676 26118.6411 51957.7849
     59851 25653.9465 55457.9743
     60026  25819.133 52635.9956
     60201 26398.7898 54718.1925
     60376 26152.1376 56849.3913
     60551 27725.7543 57407.2296
     60726 27000.9875  57218.544
     60901 26323.8227 53689.1924
     61076  3229.8159 55813.5847
     61251  2279.9976 52624.3542
     61426  2628.1366 45914.7066
     61601  5202.2546 49199.9798
     61776  5023.2892 53512.0782
     61951  6981.7483 48102.4475
     62126  6764.8341 48379.5914
     62301  6784.4465 43267.7084
     62476  6864.6403 43038.1146
     62651  6937.1651 47722.9287
     62826  6097.9797  46158.191
     63001  6299.4836 49651.7652
     63176  6281.1894 49084.9395
     63351  6408.5341 49541.4793
     63526  7205.6061 43291.3261
     63701  5363.0695 38658.0774
     63876  5980.4109 35192.7485
     64051  6650.3681 29805.1577
     64226  7283.6232 28137.8273
     64401  7974.0819 37360.9772
     64576  6769.1971 36135.2828
     64751   7039.174 15851.1169
     64926  8497.9654 41398.0685
     65101   7769.066 41561.9919
     65276  8099.6833 37421.7019
     65451  8320.0534 43009.5873
     65626  8472.7457 42431.7291
     65801  9328.1595 38849.5609
     65976  8969.7895 41994.8287
     66151 10370.5697 43272.9532
     66326   11707.44 29506.9704
     66501  7515.0735 37922.7528
     66676 12489.8347 39503.2171
     66851 12946.5648 41975.0724
     67026 12653.4674 38794.6569
     67201  8982.7719 46292.9128
     67376  5049.8738 39665.6714
     67551  5384.8379 47205.2969
     67726   7646.466  50331.014
     67901  3704.1827  43367.608
     68076  7904.3179 42723.8192
     68251  2685.7525 35400.4622
     68426  7263.7576 47059.0151
     68601 13609.1236 20141.7797
     68776 13559.9988  20706.841
     68951  11824.003  16235.848
     69126 13815.1159 19048.4155
     69301 11234.2261 29152.6404
     69476  6873.9618 18043.4341
     69651 14547.5031 19845.5193
     69826  5305.0304 24557.6702
     70001  5824.3903 26894.1613
     70176  5503.1658 35926.1147
     70351  6275.9426 38864.3682
     70526  5601.6834 44561.6606
     70701  8398.1754 39309.5847
     70876  7111.1296 40505.3119
     71051  6951.7598  39452.992
     71226  7146.8038 47513.2552
     71401  7362.6647 44276.9302
     71576  7289.7234 45947.2193
     71751  9869.3856 39626.0318
     71926  6915.7901 38491.2954
     72101  6919.6119 37343.3843
     72276  7631.5864 43181.3239
     72451  7931.4593 42123.7069
     72626  7945.9405 46398.2393
     72801  8907.9938 44785.3492
     72976  6228.2422 38121.2457
     73151  7668.5657 41705.2779
     73326  7922.8312 48793.0083
     73501  16074.956 44561.6588
     73676 18238.4656 45288.3305
     73851  6751.6514 32628.3022
     74026  8133.1872  37120.039
     74201 11408.2237 32010.7696
     74376 10396.0981 37123.9011
     74551 13182.3312 39350.7615
     74726 11866.0695 31362.3383
     74901 16801.0945 36525.4644
     75076 12351.5057 33157.3028
     75251 21760.4907 39342.0845
     75426 15205.1324 38295.1029
     75601 24526.4461 41171.2102
     75776  9340.9775  42805.812
     75951 10286.4239 41975.0716
     76126 10404.1299 36348.7535
     76301  12055.877 36115.1704
     76476  7349.0949 31091.8336
     76651  6614.3762 30196.0532
     76826 11482.7389 34779.4618
     77001 14493.4438 40544.4293
     77176 14742.8189 35621.3065
     77351 18049.8222 37290.7069
     77526 19015.9351  39109.266
     77701 18681.9558 34291.5395
     77876 14392.6136 33845.9838
     78051 17546.1945 34577.2759
     78226 18415.8757 35277.9812
     78401 17468.8951 35644.4316
     78576 15668.0886  36177.409
     78751 24331.6335 42368.7576
     78926 20864.8307 40431.8862
     79101 24190.6153 43825.6222
     79276 17490.2992 21377.2645
     79451  15806.536 40374.7089
     79626 19044.3484  40461.684
     79801 24201.2791 42672.7311
     79976 21231.0095 40256.2956
     80151 25901.5857 43019.9577
     80326  24747.551 42283.4176
     80501 16323.8522 44340.1936
     80676 16785.6854 38166.0942
     80851 13082.5395 37220.6993
     81026  11071.465 31581.5971
     81201   9714.505 37234.2908
     81376  8989.1074 36106.0361
     81551 10402.1582 33352.5285
     81726 12517.6534 35379.4054
     81901  9243.1152 37232.3491
     82076  7292.1813 45551.3508
     82251  9390.9991 44926.2976
     82426 15205.7797 45679.6219
     82601 12370.9869 45105.1623
     82776 13498.9617  45371.822
     82951 11229.6307 45380.4745
     83126  9056.6322 48422.2614
     83301 10011.9813 45799.7999
     83476  9985.2279 42316.0065
     83651  8912.8888 43976.8405
     83826 10055.9914 41012.7061
     84001 11338.6302 42474.6553
     84176 24936.9058 44265.9442
     84351 25062.1208 41761.4012
     84526 23948.7331 40308.5852
     84701 21336.3656 36574.1293
     84876  15087.495  40804.032
     85051 21190.6684 38877.0678
     85226 25623.5535 40965.6261
     85401 25209.0608 42777.5909
     85576 25025.2142 45568.7993
     85751 25166.3938 44036.5315
     85926 26334.5059 48018.3073
     86101 24496.9839 42300.9597
     86276 25440.8884 44337.4391
     86451 25681.6401 44827.5425
     86626  25415.523 42665.0794
     86801 26344.2248 49010.7872
     86976 20644.5519  40692.365
     87151 25090.3117 44720.8073
     87326 25156.6377 44712.4054
     87501  25968.497 46015.3514
     87676 25298.4117 44528.2985




