  Measurement Number     Measurement type
                  15            NewRelaib

      Measurement ID                 Mode
       739694.775818                WGFMU

        SetPulseBias        SetPulseWidth       ResetPulseBias      ResetPulseWidth
                  -3             0.000101                    3             0.000101

           Rise time            Fall Time           Separation
               1e-06                1e-06               0.0001

              Cycles       Steps in cycle         Test voltage
                 500                10000                    1

      Step        LRS        HRS
         1  1493.6179 14209.8582
        21   1570.607 11433.8821
        41  1524.2617 12189.4607
        61  1500.8233  13791.783
        81  1506.7989 16170.2266
       101  1452.4323 15073.1569
       121  1510.0505 21631.7567
       141  1497.1601 18946.2759
       161  1483.9223 17854.4938
       181   1541.343 20242.6623
       201  1572.5856 22043.9718
       221  1485.0543 21911.4667
       241    1529.88 23352.9022
       261  1502.2334 26109.0879
       281  1543.4668 23290.5673
       301  1511.2604  20671.218
       321  1540.8757 21630.1834
       341  1510.0396  26490.893
       361  1537.6445  20863.855
       381  1550.3174   22287.37
       401  1569.7296 22239.4532
       421  1586.0078 20342.8201
       441  1555.0353 23522.9944
       461  1577.1838 24393.0007
       481  1634.1523 18656.8555
       501  1583.1596 18402.4868
       521  1665.5469  22882.428
       541  1686.6979  20665.234
       561  1662.8089 18342.8015
       581  1629.1153 20721.3886
       601  1662.0586 19939.1026
       621  1597.4571 23443.4141
       641  1630.2034 24569.6744
       661  1652.1228 24084.0102
       681  1623.9166 22801.4318
       701  1627.8453 25210.6634
       721  1647.8187 21848.1505
       741  1554.7982 21098.5871
       761  1607.0337 25059.1277
       781  1606.0184 21530.2232
       801  1597.4198 26012.2199
       821  1584.9667 24426.0601
       841   1547.657 21976.9102
       861  1669.1279 21932.7435
       881  1645.2101 30505.5355
       901  1599.7744  23003.375
       921  1680.8272 17646.8403
       941  1603.8329 25012.9355
       961  1635.4245 13917.3191
       981  1737.1625 16297.3131
      1001  1612.8578 11374.2267
      1021  1770.5755 18318.1337
      1041  1590.8565 18058.4994
      1061  1588.0143 26625.4873
      1081  1572.4201 21349.2576
      1101   1508.168 24709.8542
      1121  1580.1006 24030.9799
      1141  1538.5035 29017.0544
      1161  1564.4749 24093.1164
      1181  1602.2177 24854.9309
      1201  1560.7091 21893.7226
      1221  1646.4207 28847.0034
      1241  1614.3279 16972.9737
      1261  1568.0777 24736.5721
      1281  1757.8761 27988.8666
      1301  1642.5355 16938.2528
      1321  1978.4502 28139.8227
      1341  2101.5925 33793.7418
      1361  1787.7391 21716.7932
      1381  1763.4065 27365.6002
      1401   1834.351 21662.0872
      1421  1689.5583 23984.6254
      1441  1801.8763 26603.4556
      1461  1770.6836 24762.8337
      1481  1746.0058  21373.424
      1501  1577.0542 19779.4144
      1521   1606.186 16135.4987
      1541  1721.5313 17341.8176
      1561  1788.4469 22437.5869
      1581  1806.4403 23035.2992
      1601  1655.7384 16345.3097
      1621  1537.8426 13172.8423
      1641  1610.7315 13172.0154
      1661    1598.41 13763.2208
      1681  1579.8768 14657.9838
      1701  1556.4759 16130.3935
      1721  1609.5866 18123.1527
      1741  1718.7777  23972.704
      1761  1722.1876 21079.1461
      1781  1686.3313 21338.1519
      1801  1636.8287 21852.8322
      1821  1593.5032 25709.3902
      1841  1631.4419 24319.8591
      1861  1626.4284 30639.6318
      1881  1661.3011  22368.814
      1901   1595.568 23716.8414
      1921  1635.6255 23372.4803
      1941  1571.5345 19318.9939
      1961  1606.0524 18519.7595
      1981  1600.1444 20606.6449
      2001   1568.035 16017.1654
      2021  1583.7119 18354.6895
      2041  1646.3615 17533.4358
      2061   1578.769  18937.228
      2081  1513.7785  20984.451
      2101   1489.693  13645.237
      2121  1527.1291 18482.7357
      2141  1485.5883 18000.2045
      2161  1503.8729 15001.5581
      2181  1438.0075 14619.1928
      2201  1398.2469 16285.6372
      2221  1465.6587 17431.0959
      2241  1451.3874 18872.1342
      2261  1515.0136 21368.1773
      2281  1585.9077  17511.325
      2301  1612.7113  19837.798
      2321  1586.0923 19944.5634
      2341  1589.8714 24225.2649
      2361  1586.9564 27134.8451
      2381  1666.0927 22593.1312
      2401  1642.3133 24289.2378
      2421   1678.349 19776.8932
      2441  1685.8733 17337.1841
      2461  1623.6617 23206.9642
      2481  1605.8745 26507.6178
      2501  1594.5569 26887.8771
      2521  1583.8693 21397.2599
      2541  1605.6664 21506.3498
      2561  1551.3316 22946.2823
      2581  1537.4047 24160.6452
      2601  1551.1247 24023.5377
      2621  1547.4563 28816.7221
      2641  1592.0055 23189.0205
      2661  1628.5763 28012.5948
      2681  1689.7047 28954.6671
      2701  1659.1539 25655.6062
      2721  1766.5026 24099.4615
      2741  1799.8924  27483.831
      2761  1758.4815 26049.8149
      2781  1747.1649 29783.2675
      2801  1786.7062 28606.2902
      2821  1602.6429 33403.4138
      2841  1643.0021  27831.706
      2861  1650.2747 36682.3997
      2881  1666.7946 25053.6743
      2901  1685.8573  33991.376
      2921  1816.8483 46736.0845
      2941  1796.2848 46011.7928
      2961  1746.5681 47249.6728
      2981  1630.6629   27551.73
      3001  1777.4842 25445.2402
      3021  1803.4899 22157.8467
      3041  1792.0878 26799.6406
      3061  1901.9684 32358.1944
      3081   1834.897 30894.5367
      3101  1774.5858 30537.3811
      3121   1830.466 22755.4882
      3141    1918.24 25262.2389
      3161  1511.3602 33092.1224
      3181  1610.0114 27103.3153
      3201  1639.1255 41483.7264
      3221   1655.604 32086.4636
