  Measurement Number     Measurement type
                  14            NewRelaib

      Measurement ID                 Mode
       739694.775316                WGFMU

        SetPulseBias        SetPulseWidth       ResetPulseBias      ResetPulseWidth
                  -3             0.000101                    3             0.000101

           Rise time            Fall Time           Separation
               1e-06                1e-06               0.0001

              Cycles       Steps in cycle         Test voltage
                 500                10000                    1

      Step        LRS        HRS
         1  1800.6271 360004.1215
        21  8429.3184 606306.6406
        41  5872.1462 587927.6013
        61  5820.1159 84179.8476
        81 11438.6831 49682.1776
       101  11212.695 265352.1063
       121  1464.3452 60138.1894
       141  1740.6025 40243.1306
       161  1792.2155 24458.0335
       181  1548.8371 22611.0241
       201  3490.6864 20281.3153
       221  4039.9938 22323.4781
       241  3572.3931 19828.2085
       261  4716.8736  15682.341
       281  4150.4278 15631.0985
       301  3477.6277 21146.3447
       321  3485.1741 13716.7738
       341  4000.8031 16256.6305
       361  3272.6536 12497.7955
       381  3515.9738 14205.4455
       401  3663.1418 14071.1872
       421  3663.9617 15177.2619
       441  3978.1475 21054.5224
       461  3698.3552 59239.7409
       481  3622.9269 23272.6449
       501  3826.1638  24921.233
       521   4100.672 28105.0309
       541  3906.1663 24432.7483
       561  3685.1299 45279.1369
       581  3289.1615 39795.2712
       601  3813.8848 45241.8272
       621  1688.4447 50318.2396
       641  4268.1051  55749.062
       661  4245.3889 30116.0389
       681  1622.1021 28418.3573
       701  1699.3025 20348.7353
       721  1767.3723 19329.4587
       741  1755.3531 10470.4919
       761  1936.2883 24162.2807
       781  1731.6438 15325.8689
       801  1444.5319 14455.7531
       821  1484.5848 17028.5324
       841  1523.8459 15699.2433
       861  1503.5923 19819.1778
       881  1522.8094 20418.4749
       901  1515.5598 24728.1738
       921  1520.6902 16102.9536
       941  1460.0706 18669.6409
       961  1532.8265 18718.0149
       981  1572.2891 14608.7803
      1001  1645.0963 12819.8314
      1021  1851.2296 10677.6946
      1041  1654.6781 13143.0067
      1061  1725.5209 14291.5175
      1081  1578.3808 15460.1165
      1101  1517.3628 13930.7367
      1121  1512.4985 20436.0133
      1141  1632.4614 19553.7758
      1161  1543.4815 23559.6436
      1181  1567.5412 20699.6349
      1201  1764.4571 14695.7081
      1221  1654.9836 16707.8842
      1241  1657.3663 22735.3383
      1261  1587.0284 30264.1688
      1281  1581.4675 20891.0904
      1301  1496.9628 39368.5603
      1321  1869.4541 26410.1224
      1341  2028.8891 36728.8355
      1361  1540.6335 40329.9941
      1381  1533.2538 38965.3626
      1401  1582.4759 35507.5384
      1421  1488.9434 44635.7899
      1441  4502.6572 17101.8935
      1461  1420.5898 16678.6028
      1481  1607.1227 17507.8036
      1501  2329.4749 164684.8445
      1521  3032.2077 201032.0185
      1541  1463.2194 450766.7577
      1561  1495.3125 46841.5967
      1581  1524.3978 29409.4619
      1601  1436.2447 1382689.1262
      1621  1446.0005 454382.5144
      1641   3044.934  95023.979
      1661  1576.7642 49779.1992
      1681  1356.2277 492101.5638
      1701  6904.0831 49972.2839
      1721  1726.9789 41131.3507
      1741  1811.3567  27149.295
      1761  2059.6631 38936.4518
      1781  1767.6717   41502.06
      1801  2699.0125  61953.727
      1821  2688.1458 33666.2231
      1841  2091.8275 46582.3512
      1861   2586.706 27992.1601
      1881  1736.8267 68559.3628
      1901  3445.5323 36405.1136
      1921  3825.1796 22795.3155
      1941  3571.4384 18809.5684
      1961   3099.384 19779.1954
      1981  2710.0187 129573.7576
      2001  2625.7582 10975.2075
      2021  2650.6102 16229.5718
      2041  3145.4416 10393.5851
      2061  1809.0924 15425.7011
      2081  2076.7065   46511.32
      2101  2008.8187 20984.6977
      2121  2850.8143 15051.1605
      2141   3788.298 13294.2453
      2161  2267.8039 40620.5734
      2181  3879.3519 34944.9739
      2201  4573.1075  27228.838
      2221  3276.3881 10312.4626
      2241  2747.9429 23078.1998
      2261  2010.9409 69064.8832
      2281  1393.4931 103067.7424
      2301  2098.8498 39396.8087
      2321  2019.3318 25627.4182
      2341  2050.3738 39564.5288
      2361  2176.6118 22424.8979
      2381  2115.7089 36691.8273
      2401  1866.2417 33067.5912
      2421  1949.4462 23274.1627
      2441  2036.8491 20712.0087
      2461  2059.9306 27724.6769
      2481  2049.0422 20952.5412
      2501  2124.5431 23088.3532
      2521  2208.7303 11629.1182
      2541  2177.4446 19543.6026
      2561  2178.9948 17784.1146
      2581   1945.108 27250.8797
      2601  2401.3854 15139.0165
      2621  2649.9705 16610.3662
      2641  1866.4953 18372.8326
      2661  3140.1414 22577.8373
      2681  3156.9333  24450.157
      2701  3158.6712 19723.5538
      2721  3300.2975 19796.2008
      2741  3128.5632 23795.9128
      2761  2648.9006 27996.9916
      2781   3729.168   33124.68
      2801  3940.8296 26554.3624
      2821  4001.2787 31357.3786
      2841  2877.7334 38827.5808
      2861  4446.1783 30433.7341
      2881  4072.9427 26301.8983
      2901  4717.2789 40010.3195
      2921  3838.2874 30762.9759
      2941  4576.0629 25802.8925
      2961  5049.1595 24141.3596
      2981  5081.6713 24700.1053
      3001  4093.8181 33039.1193
      3021  4192.9846 35852.8446
      3041  3466.8003 49495.4445
      3061  3400.6276 28119.8684
      3081   1418.446 24465.7465
      3101  1440.8955 33091.8156
      3121  1412.4943 33929.3279
      3141  1497.0074 45404.1466
      3161  1531.4689 34875.3077
      3181   1384.194 34041.9578
      3201  1301.1843 24808.6248
      3221  1317.3791 39752.2734
      3241   1337.825 43420.9025
      3261  1343.0845 37577.7411
      3281  1285.6775 52348.7736
      3301  1198.6062 44796.0306
      3321  1274.0393 36285.1863
      3341  1282.8052 38562.8363
      3361  1212.4657  34576.605
      3381  1262.0157 36971.5993
      3401  1320.1822 29676.7688
      3421  1336.5279 50824.1657
      3441  1439.3897 78412.7395
      3461  1436.8762 37990.5754
      3481  1347.4161 31843.6737
      3501  1372.4143 44123.6472
      3521  1319.0307 44707.3639
      3541  1398.3598 38985.7925
      3561  1342.6434 32452.6498
      3581  1306.4345 60526.7999
      3601   1346.279 31209.5684
      3621  1178.3598 69384.4639
      3641  1198.0308 91790.4422
      3661   1178.486 68999.4485
      3681   1242.579 80941.7223
      3701  1122.8027 50895.9256
      3721  1163.5253 49951.9976
      3741   1162.064 43513.5516
      3761  1038.8524 32801.0426
      3781   1053.033 71593.4853
      3801  1087.3506 46398.2374
      3821  1140.6783 52530.6249
      3841  1122.8893 41703.3275
      3861  1111.0158 34032.8681
      3881  1112.5835 29015.6401
      3901  1113.3346 41761.8906
      3921  1121.8091 45317.0853
      3941  1119.4669 58538.1612
      3961  1105.7927 33644.0053
      3981   1122.832  30420.244
      4001  1059.0131 72134.7127
      4021  1139.1273 37882.0936
      4041  1126.0291 38811.9554
      4061  1044.5289 43089.5617
      4081  1145.7762 68924.8232
      4101  1214.2772 37090.3327
      4121  1181.9198 66144.9877
      4141   1255.313 37393.8617
      4161   1190.553 40522.7907
      4181  1143.6074 49552.4855
      4201    992.985 43612.9951
      4221  1175.4415 39062.6064
      4241   979.5969  1627.4652
      4261  1142.2885 48797.6782
      4281  1045.7676 37312.9284
      4301  1143.7115 45020.3801
      4321  1123.7276 37683.6862
      4341  1070.1922 41733.0756
      4361  1130.3256 67693.2534
      4381  1140.4979 35804.6437
      4401  1077.5955 41882.9486
      4421  1078.9682 45424.9522
      4441  1089.5915 69325.1598
      4461  1099.4799 32212.7387
      4481   1095.895 33877.1494
      4501  1133.1765 41789.2746
      4521  1166.7477 30510.2298
      4541  1117.0949 43660.4835
      4561  1167.7781 59868.8218
      4581  1216.8562 27475.1562
      4601  1213.4618 32394.9116
      4621  1233.5947 36352.4544
      4641  1220.8718 33817.7586
      4661  1183.8983 30666.7522
      4681  1229.6261  36003.315
      4701  1204.4652 40951.0544
      4721  1263.6128 31804.5108
      4741  1155.7202 40324.0718
      4761  1241.5929 37515.3285
      4781  1272.3446 40978.3258
      4801  1336.2101 35287.0512
      4821  1203.5926 14940.7619
      4841   1210.545 60594.6272
      4861  1098.3578 81405.1519
      4881  1159.9725 31809.6129
      4901  1152.6305 52787.8205
      4921    1122.66 66662.6911
      4941  1122.6413 38667.2936
      4961  1140.0461  68724.397
      4981  1126.8493 50140.7896
      5001  1105.2397 64797.4682
      5021  1160.4637 48711.7529
      5041   1140.659 43016.3264
      5061  1134.0299 55086.4484
      5081  1120.4883 54303.5478
      5101  1112.9482 77498.3302
      5121  1083.7273 33060.5447
      5141  1109.8331 42709.5021
      5161  1075.9152  58652.651
      5181  1103.2764 55580.6209
      5201  1131.8201 75453.4262
      5221  1193.5676 91045.7571
      5241  1140.3135 61606.1393
      5261  1111.3795 38924.1372
      5281  1113.3672 61071.6276
      5301  1124.2919 49321.0135
      5321  1126.7348 35162.2323
      5341  1176.3567  41782.916
      5361  1149.0781 34765.2308
      5381  1153.2455 48233.7743
      5401   1139.856 39222.7425
      5421  1099.4924 54051.0503
      5441  1091.4977 36078.2953
      5461  1107.6584 63478.9062
      5481  1067.0489 65690.8376
      5501  1092.7832 64451.0754
      5521  1092.8447 55314.4209
      5541  1011.5662 42120.7264
      5561  1070.9861 43768.1119
      5581  1067.3677 65362.3772
      5601  1066.3589 41188.3181
      5621   1021.901 61136.4939
      5641  1063.9859 56602.3339
      5661  1040.1901 50142.1993
      5681  1055.5319 55185.2619
      5701  1020.9622 46260.5057
      5721  1045.7391 96566.7462
      5741    1041.93 48427.5154
      5761  1097.8959 40799.3648
      5781  1038.4835 71054.6638
      5801  1045.3623 55292.9964
      5821   1003.571 67236.6666
      5841  1032.0846  64501.165
      5861  1079.5926 52435.6884
      5881  1014.3418 38504.5849
      5901  1038.4231  43391.864
      5921     1054.8 44279.6762
      5941  1042.5071 55091.5519
      5961  1113.5774   52927.96
