  Measurement Number     Measurement type
                  10               OnLine

      Measurement ID                     
       739708.736959                     

          Force Mode                Value         MeasureRange
             Current                    0         1.000000e-05

    Supply Complince     Integrating time     Refresh interval
        1.000000e-05                    0                    0

        Time      Voltage      Current  Temperature
1.2425e+00   1.9800e-02   0.0000e+00             NA
1.5968e+00   2.1900e-02   0.0000e+00             NA
1.6324e+00   2.1700e-02   0.0000e+00             NA
1.8140e+00   2.3100e-02   0.0000e+00             NA
1.9854e+00   2.3800e-02   0.0000e+00             NA
2.1744e+00   2.5200e-02   0.0000e+00             NA
2.3238e+00   2.6200e-02   0.0000e+00             NA
2.4668e+00   2.6900e-02   -5.0000e-14             NA
2.6090e+00   2.7700e-02   0.0000e+00             NA
2.7585e+00   2.8900e-02   0.0000e+00             NA
2.8949e+00   2.9300e-02   0.0000e+00             NA
3.0483e+00   3.0100e-02   0.0000e+00             NA
3.1937e+00   3.0900e-02   -5.0000e-14             NA
3.4880e+00   3.2800e-02   0.0000e+00             NA
3.5220e+00   3.3000e-02   0.0000e+00             NA
3.8165e+00   3.5500e-02   0.0000e+00             NA
3.8482e+00   3.5800e-02   0.0000e+00             NA
4.1486e+00   3.6900e-02   0.0000e+00             NA
4.1800e+00   3.6900e-02   5.0000e-14             NA
4.4600e+00   3.8400e-02   0.0000e+00             NA
4.4933e+00   3.8600e-02   -5.0000e-14             NA
4.7784e+00   3.9600e-02   -5.0000e-14             NA
4.8104e+00   4.0000e-02   0.0000e+00             NA
5.0926e+00   4.1200e-02   0.0000e+00             NA
5.1230e+00   4.0900e-02   -5.0000e-14             NA
5.4097e+00   4.2800e-02   0.0000e+00             NA
5.5813e+00   4.3900e-02   -5.0000e-14             NA
5.6155e+00   4.3800e-02   0.0000e+00             NA
5.8940e+00   4.5100e-02   0.0000e+00             NA
5.9248e+00   4.5400e-02   0.0000e+00             NA
6.2269e+00   4.7200e-02   0.0000e+00             NA
6.2568e+00   4.7200e-02   0.0000e+00             NA
6.5451e+00   4.9100e-02   -5.0000e-14             NA
6.7111e+00   4.9800e-02   0.0000e+00             NA
6.8834e+00   5.0200e-02   0.0000e+00             NA
6.9145e+00   5.0500e-02   0.0000e+00             NA
7.2099e+00   5.3400e-02   5.0000e-14             NA
7.2440e+00   5.3600e-02   0.0000e+00             NA
7.5188e+00   5.4000e-02   0.0000e+00             NA
7.6786e+00   5.4200e-02   0.0000e+00             NA
7.8523e+00   5.4600e-02   0.0000e+00             NA
8.0250e+00   5.5400e-02   0.0000e+00             NA
8.0566e+00   5.5500e-02   0.0000e+00             NA
8.2145e+00   5.7200e-02   0.0000e+00             NA
8.5014e+00   6.0100e-02   0.0000e+00             NA
8.5314e+00   6.0100e-02   0.0000e+00             NA
8.8326e+00   6.1600e-02   0.0000e+00             NA
8.9976e+00   6.2200e-02   0.0000e+00             NA
9.1749e+00   6.2900e-02   0.0000e+00             NA
9.2036e+00   6.3100e-02   0.0000e+00             NA
9.3495e+00   6.3600e-02   0.0000e+00             NA
9.5074e+00   6.4700e-02   0.0000e+00             NA
9.7970e+00   6.5700e-02   0.0000e+00             NA
9.8290e+00   6.5900e-02   0.0000e+00             NA
1.0120e+01   6.7100e-02   -5.0000e-14             NA
1.0155e+01   6.7400e-02   0.0000e+00             NA
1.0432e+01   6.8200e-02   0.0000e+00             NA
1.0585e+01   6.9100e-02   0.0000e+00             NA
1.0753e+01   6.9700e-02   0.0000e+00             NA
1.0910e+01   7.0500e-02   0.0000e+00             NA
1.0943e+01   7.0600e-02   0.0000e+00             NA
1.1224e+01   7.1700e-02   0.0000e+00             NA
1.1255e+01   7.1800e-02   -5.0000e-14             NA
1.1528e+01   7.3100e-02   0.0000e+00             NA
1.1697e+01   7.4200e-02   0.0000e+00             NA
1.1860e+01   7.4500e-02   0.0000e+00             NA
1.2028e+01   7.5300e-02   0.0000e+00             NA
1.2060e+01   7.5400e-02   0.0000e+00             NA
1.2356e+01   7.6300e-02   0.0000e+00             NA
1.2524e+01   7.6900e-02   0.0000e+00             NA
1.2694e+01   7.7600e-02   0.0000e+00             NA
1.2858e+01   7.8200e-02   0.0000e+00             NA
1.3017e+01   7.9100e-02   0.0000e+00             NA
1.3181e+01   8.0200e-02   0.0000e+00             NA
1.3211e+01   8.0500e-02   -5.0000e-14             NA
1.3495e+01   8.0500e-02   0.0000e+00             NA
1.3654e+01   8.0900e-02   0.0000e+00             NA
1.3804e+01   8.1900e-02   0.0000e+00             NA
1.3973e+01   8.2500e-02   0.0000e+00             NA
1.4134e+01   8.2800e-02   0.0000e+00             NA
1.4161e+01   8.2800e-02   0.0000e+00             NA
1.4445e+01   8.3700e-02   0.0000e+00             NA
1.4612e+01   8.4300e-02   -5.0000e-14             NA
1.4775e+01   8.4900e-02   0.0000e+00             NA
1.4944e+01   8.5400e-02   0.0000e+00             NA
1.5113e+01   8.5700e-02   0.0000e+00             NA
1.5141e+01   8.6000e-02   0.0000e+00             NA
1.5409e+01   8.7400e-02   0.0000e+00             NA
1.5576e+01   8.8200e-02   0.0000e+00             NA
1.5739e+01   8.8600e-02   -5.0000e-14             NA
1.5900e+01   8.9200e-02   0.0000e+00             NA
1.5932e+01   8.9000e-02   0.0000e+00             NA
1.6237e+01   9.0000e-02   0.0000e+00             NA
1.6270e+01   9.0200e-02   0.0000e+00             NA
1.6439e+01   9.0300e-02   -5.0000e-14             NA
1.6725e+01   9.2000e-02   0.0000e+00             NA
1.6908e+01   9.2400e-02   0.0000e+00             NA
1.7065e+01   9.3000e-02   0.0000e+00             NA
1.7095e+01   9.3100e-02   0.0000e+00             NA
1.7389e+01   9.2900e-02   0.0000e+00             NA
1.7565e+01   9.3700e-02   -5.0000e-14             NA
1.7725e+01   9.5100e-02   0.0000e+00             NA
1.7885e+01   9.6000e-02   -1.0000e-13             NA
1.8049e+01   9.6700e-02   0.0000e+00             NA
1.8082e+01   9.6700e-02   0.0000e+00             NA
1.8379e+01   9.7700e-02   0.0000e+00             NA
1.8542e+01   9.8100e-02   0.0000e+00             NA
1.8705e+01   9.9300e-02   0.0000e+00             NA
1.8869e+01   9.9500e-02   0.0000e+00             NA
1.9031e+01   9.9900e-02   0.0000e+00             NA
1.9058e+01   1.0000e-01   0.0000e+00             NA
1.9344e+01   1.0110e-01   0.0000e+00             NA
1.9375e+01   1.0130e-01   0.0000e+00             NA
1.9538e+01   1.0140e-01   0.0000e+00             NA
1.9698e+01   1.0210e-01   0.0000e+00             NA
1.9994e+01   1.0320e-01   0.0000e+00             NA
2.0024e+01   1.0340e-01   0.0000e+00             NA
2.0191e+01   1.0400e-01   0.0000e+00             NA
2.0342e+01   1.0450e-01   0.0000e+00             NA
2.0507e+01   1.0510e-01   0.0000e+00             NA
2.0783e+01   1.0530e-01   0.0000e+00             NA
2.0944e+01   1.0540e-01   0.0000e+00             NA
2.1111e+01   1.0520e-01   0.0000e+00             NA
2.1264e+01   1.0580e-01   0.0000e+00             NA
2.1428e+01   1.0740e-01   0.0000e+00             NA
2.1601e+01   1.0820e-01   0.0000e+00             NA
2.1768e+01   1.0890e-01   0.0000e+00             NA
2.1929e+01   1.0930e-01   0.0000e+00             NA
2.2097e+01   1.0780e-01   0.0000e+00             NA
2.2262e+01   1.0670e-01   0.0000e+00             NA
2.2418e+01   1.0660e-01   0.0000e+00             NA
2.2590e+01   1.0800e-01   -5.0000e-14             NA
