  Measurement Number     Measurement type
                   6               OnLine

      Measurement ID                     
       739708.714010                     

          Force Mode                Value         MeasureRange
             Current                    0         1.000000e-05

    Supply Complince     Integrating time     Refresh interval
        1.000000e-05                    0                    0

        Time      Voltage      Current  Temperature
4.0285e-01   1.2500e-02   0.0000e+00             NA
5.7331e-01   1.3100e-02   -5.0000e-14             NA
7.1917e-01   1.3700e-02   0.0000e+00             NA
8.7298e-01   1.4500e-02   0.0000e+00             NA
1.0289e+00   1.5600e-02   0.0000e+00             NA
1.1804e+00   1.6400e-02   0.0000e+00             NA
1.3323e+00   1.7100e-02   0.0000e+00             NA
1.4762e+00   1.7900e-02   -5.0000e-14             NA
1.6322e+00   1.8800e-02   0.0000e+00             NA
1.9134e+00   2.0100e-02   0.0000e+00             NA
1.9452e+00   2.0400e-02   0.0000e+00             NA
2.2372e+00   2.1900e-02   0.0000e+00             NA
2.2680e+00   2.2200e-02   0.0000e+00             NA
2.4196e+00   2.2900e-02   -5.0000e-14             NA
2.5605e+00   2.3700e-02   0.0000e+00             NA
2.7015e+00   2.4500e-02   0.0000e+00             NA
2.8494e+00   2.5100e-02   0.0000e+00             NA
3.1264e+00   2.6600e-02   0.0000e+00             NA
3.1576e+00   2.6700e-02   -5.0000e-14             NA
3.4244e+00   2.7800e-02   0.0000e+00             NA
3.6030e+00   2.8700e-02   0.0000e+00             NA
3.6338e+00   2.8900e-02   0.0000e+00             NA
3.9251e+00   3.0100e-02   0.0000e+00             NA
3.9565e+00   3.0300e-02   -5.0000e-14             NA
4.2321e+00   3.1500e-02   0.0000e+00             NA
4.4004e+00   3.2100e-02   0.0000e+00             NA
4.4312e+00   3.2300e-02   0.0000e+00             NA
4.7211e+00   3.4200e-02   0.0000e+00             NA
4.7525e+00   3.4200e-02   0.0000e+00             NA
5.0471e+00   3.5700e-02   0.0000e+00             NA
5.2035e+00   3.6400e-02   0.0000e+00             NA
5.3665e+00   3.7200e-02   -5.0000e-14             NA
5.5379e+00   3.8000e-02   0.0000e+00             NA
5.7087e+00   3.8800e-02   0.0000e+00             NA
5.8617e+00   3.9600e-02   0.0000e+00             NA
6.0322e+00   4.0500e-02   0.0000e+00             NA
6.0628e+00   4.0700e-02   0.0000e+00             NA
6.3459e+00   4.1700e-02   0.0000e+00             NA
6.5160e+00   4.2500e-02   0.0000e+00             NA
6.6732e+00   4.3200e-02   -5.0000e-14             NA
6.8449e+00   4.3500e-02   0.0000e+00             NA
7.0284e+00   4.4700e-02   0.0000e+00             NA
7.0592e+00   4.4900e-02   0.0000e+00             NA
7.3504e+00   4.6500e-02   0.0000e+00             NA
7.3822e+00   4.6500e-02   -5.0000e-14             NA
7.6567e+00   4.7500e-02   0.0000e+00             NA
7.8281e+00   4.8200e-02   0.0000e+00             NA
7.9932e+00   4.9000e-02   0.0000e+00             NA
8.1619e+00   4.9700e-02   0.0000e+00             NA
8.1937e+00   4.9700e-02   0.0000e+00             NA
8.4778e+00   5.1000e-02   0.0000e+00             NA
8.5083e+00   5.1300e-02   0.0000e+00             NA
8.6669e+00   5.1900e-02   0.0000e+00             NA
8.9585e+00   5.3400e-02   0.0000e+00             NA
9.1217e+00   5.4200e-02   0.0000e+00             NA
9.1532e+00   5.4300e-02   0.0000e+00             NA
9.4464e+00   5.5800e-02   0.0000e+00             NA
9.4774e+00   5.5800e-02   0.0000e+00             NA
9.7854e+00   5.6900e-02   -5.0000e-14             NA
9.9538e+00   5.7500e-02   0.0000e+00             NA
9.9864e+00   5.7600e-02   -5.0000e-14             NA
1.0135e+01   5.8400e-02   0.0000e+00             NA
1.0292e+01   5.9100e-02   0.0000e+00             NA
1.0567e+01   6.0300e-02   -5.0000e-14             NA
1.0600e+01   6.0600e-02   0.0000e+00             NA
1.0881e+01   6.2200e-02   0.0000e+00             NA
1.1049e+01   6.2800e-02   0.0000e+00             NA
1.1203e+01   6.3200e-02   0.0000e+00             NA
1.1358e+01   6.4000e-02   -5.0000e-14             NA
1.1522e+01   6.4900e-02   0.0000e+00             NA
1.1676e+01   6.5500e-02   -5.0000e-14             NA
1.1851e+01   6.6500e-02   0.0000e+00             NA
1.2018e+01   6.7200e-02   0.0000e+00             NA
1.2048e+01   6.7400e-02   -5.0000e-14             NA
1.2318e+01   6.8000e-02   0.0000e+00             NA
1.2492e+01   6.8600e-02   0.0000e+00             NA
1.2663e+01   6.9600e-02   0.0000e+00             NA
1.2693e+01   6.9700e-02   0.0000e+00             NA
1.2984e+01   7.0700e-02   0.0000e+00             NA
1.3015e+01   7.0800e-02   -5.0000e-14             NA
1.3301e+01   7.2000e-02   0.0000e+00             NA
1.3464e+01   7.2400e-02   0.0000e+00             NA
1.3638e+01   7.3100e-02   0.0000e+00             NA
1.3804e+01   7.3900e-02   -5.0000e-14             NA
1.3960e+01   7.4400e-02   0.0000e+00             NA
1.4127e+01   7.4900e-02   0.0000e+00             NA
1.4154e+01   7.5100e-02   0.0000e+00             NA
1.4422e+01   7.6100e-02   0.0000e+00             NA
1.4574e+01   7.6900e-02   0.0000e+00             NA
1.4736e+01   7.7500e-02   0.0000e+00             NA
1.4906e+01   7.8200e-02   0.0000e+00             NA
1.5066e+01   7.8800e-02   0.0000e+00             NA
1.5093e+01   7.8800e-02   -5.0000e-14             NA
1.5388e+01   8.0100e-02   0.0000e+00             NA
1.5421e+01   8.0300e-02   0.0000e+00             NA
1.5716e+01   8.1400e-02   0.0000e+00             NA
1.5880e+01   8.2200e-02   0.0000e+00             NA
1.6047e+01   8.2800e-02   -5.0000e-14             NA
1.6080e+01   8.3000e-02   0.0000e+00             NA
1.6362e+01   8.4300e-02   0.0000e+00             NA
1.6518e+01   8.4900e-02   0.0000e+00             NA
1.6682e+01   8.5500e-02   -5.0000e-14             NA
1.6853e+01   8.6400e-02   0.0000e+00             NA
1.7021e+01   8.7200e-02   0.0000e+00             NA
1.7180e+01   8.7700e-02   0.0000e+00             NA
1.7351e+01   8.8000e-02   0.0000e+00             NA
1.7538e+01   8.8600e-02   0.0000e+00             NA
1.7705e+01   8.9400e-02   0.0000e+00             NA
1.7870e+01   8.9900e-02   0.0000e+00             NA
1.8033e+01   9.0400e-02   0.0000e+00             NA
1.8064e+01   9.0400e-02   0.0000e+00             NA
1.8234e+01   9.1300e-02   0.0000e+00             NA
1.8377e+01   9.1900e-02   -5.0000e-14             NA
1.8532e+01   9.2300e-02   0.0000e+00             NA
1.8814e+01   9.3300e-02   0.0000e+00             NA
1.8983e+01   9.4100e-02   0.0000e+00             NA
1.9143e+01   9.5000e-02   0.0000e+00             NA
1.9173e+01   9.5100e-02   0.0000e+00             NA
1.9466e+01   9.6200e-02   0.0000e+00             NA
1.9649e+01   9.6700e-02   0.0000e+00             NA
1.9809e+01   9.7400e-02   -5.0000e-14             NA
1.9985e+01   9.7800e-02   0.0000e+00             NA
2.0152e+01   9.8400e-02   0.0000e+00             NA
2.0183e+01   9.8600e-02   0.0000e+00             NA
2.0474e+01   9.9800e-02   -5.0000e-14             NA
2.0643e+01   1.0060e-01   -5.0000e-14             NA
2.0675e+01   1.0080e-01   0.0000e+00             NA
2.0823e+01   1.0130e-01   0.0000e+00             NA
2.1099e+01   1.0210e-01   -5.0000e-14             NA
2.1269e+01   1.0280e-01   -5.0000e-14             NA
2.1425e+01   1.0340e-01   0.0000e+00             NA
2.1583e+01   1.0380e-01   0.0000e+00             NA
2.1740e+01   1.0430e-01   0.0000e+00             NA
2.1904e+01   1.0490e-01   0.0000e+00             NA
2.2066e+01   1.0530e-01   0.0000e+00             NA
2.2222e+01   1.0600e-01   0.0000e+00             NA
2.2385e+01   1.0670e-01   0.0000e+00             NA
2.2545e+01   1.0700e-01   0.0000e+00             NA
2.2719e+01   1.0770e-01   0.0000e+00             NA
2.2879e+01   1.0830e-01   0.0000e+00             NA
2.3045e+01   1.0890e-01   0.0000e+00             NA
2.3208e+01   1.0950e-01   0.0000e+00             NA
2.3381e+01   1.0990e-01   0.0000e+00             NA
2.3542e+01   1.1080e-01   0.0000e+00             NA
2.3573e+01   1.1100e-01   -5.0000e-14             NA
2.3842e+01   1.1210e-01   0.0000e+00             NA
2.4010e+01   1.1290e-01   0.0000e+00             NA
2.4168e+01   1.1340e-01   0.0000e+00             NA
2.4325e+01   1.1410e-01   0.0000e+00             NA
2.4479e+01   1.1470e-01   0.0000e+00             NA
2.4630e+01   1.1530e-01   0.0000e+00             NA
2.4791e+01   1.1690e-01   -5.0000e-14             NA
2.4951e+01   1.1760e-01   0.0000e+00             NA
2.5114e+01   1.1840e-01   -5.0000e-14             NA
2.5148e+01   1.1850e-01   0.0000e+00             NA
2.5435e+01   1.1940e-01   -5.0000e-14             NA
2.5593e+01   1.2010e-01   0.0000e+00             NA
2.5758e+01   1.2070e-01   -5.0000e-14             NA
2.5919e+01   1.2100e-01   0.0000e+00             NA
2.6101e+01   1.2180e-01   0.0000e+00             NA
2.6265e+01   1.2230e-01   0.0000e+00             NA
2.6427e+01   1.2300e-01   0.0000e+00             NA
2.6584e+01   1.2340e-01   0.0000e+00             NA
2.6756e+01   1.2400e-01   0.0000e+00             NA
2.6908e+01   1.2460e-01   0.0000e+00             NA
2.7072e+01   1.2530e-01   0.0000e+00             NA
2.7240e+01   1.2620e-01   -5.0000e-14             NA
2.7408e+01   1.2670e-01   0.0000e+00             NA
2.7569e+01   1.2730e-01   0.0000e+00             NA
2.7730e+01   1.2760e-01   0.0000e+00             NA
2.7886e+01   1.2820e-01   0.0000e+00             NA
2.8052e+01   1.2890e-01   -5.0000e-14             NA
2.8208e+01   1.2950e-01   0.0000e+00             NA
2.8369e+01   1.3000e-01   0.0000e+00             NA
2.8535e+01   1.3050e-01   0.0000e+00             NA
2.8691e+01   1.3090e-01   0.0000e+00             NA
2.8851e+01   1.3150e-01   0.0000e+00             NA
2.9008e+01   1.3200e-01   0.0000e+00             NA
2.9173e+01   1.3270e-01   -5.0000e-14             NA
2.9346e+01   1.3330e-01   0.0000e+00             NA
2.9505e+01   1.3380e-01   0.0000e+00             NA
2.9661e+01   1.3430e-01   -5.0000e-14             NA
2.9823e+01   1.3480e-01   -5.0000e-14             NA
2.9996e+01   1.3540e-01   0.0000e+00             NA
3.0159e+01   1.3600e-01   -5.0000e-14             NA
3.0190e+01   1.3600e-01   0.0000e+00             NA
3.0471e+01   1.3690e-01   0.0000e+00             NA
3.0636e+01   1.3770e-01   0.0000e+00             NA
3.0792e+01   1.3830e-01   0.0000e+00             NA
3.0961e+01   1.3900e-01   0.0000e+00             NA
3.1112e+01   1.3930e-01   0.0000e+00             NA
3.1280e+01   1.3980e-01   0.0000e+00             NA
3.1447e+01   1.4050e-01   0.0000e+00             NA
3.1478e+01   1.4080e-01   0.0000e+00             NA
3.1755e+01   1.4140e-01   0.0000e+00             NA
3.1911e+01   1.4180e-01   0.0000e+00             NA
3.2089e+01   1.4250e-01   0.0000e+00             NA
3.2246e+01   1.4300e-01   0.0000e+00             NA
3.2411e+01   1.4360e-01   0.0000e+00             NA
3.2574e+01   1.4450e-01   0.0000e+00             NA
3.2740e+01   1.4520e-01   0.0000e+00             NA
3.2905e+01   1.4580e-01   0.0000e+00             NA
3.3060e+01   1.4610e-01   0.0000e+00             NA
3.3233e+01   1.4680e-01   0.0000e+00             NA
3.3391e+01   1.4740e-01   0.0000e+00             NA
3.3564e+01   1.4790e-01   0.0000e+00             NA
3.3716e+01   1.4850e-01   0.0000e+00             NA
3.3872e+01   1.4910e-01   -5.0000e-14             NA
3.3905e+01   1.4920e-01   -5.0000e-14             NA
3.4186e+01   1.5000e-01   0.0000e+00             NA
3.4219e+01   1.5020e-01   -5.0000e-14             NA
3.4362e+01   1.5080e-01   0.0000e+00             NA
3.4629e+01   1.5150e-01   0.0000e+00             NA
3.4804e+01   1.5220e-01   0.0000e+00             NA
3.4955e+01   1.5280e-01   0.0000e+00             NA
3.5115e+01   1.5330e-01   0.0000e+00             NA
3.5146e+01   1.5340e-01   -5.0000e-14             NA
3.5418e+01   1.5400e-01   0.0000e+00             NA
3.5580e+01   1.5460e-01   0.0000e+00             NA
3.5749e+01   1.5500e-01   0.0000e+00             NA
3.5906e+01   1.5550e-01   0.0000e+00             NA
3.6075e+01   1.5630e-01   -5.0000e-14             NA
3.6109e+01   1.5630e-01   -5.0000e-14             NA
3.6406e+01   1.5710e-01   0.0000e+00             NA
3.6585e+01   1.5750e-01   0.0000e+00             NA
3.6750e+01   1.5830e-01   0.0000e+00             NA
3.6780e+01   1.5840e-01   0.0000e+00             NA
3.7080e+01   1.5940e-01   -5.0000e-14             NA
3.7239e+01   1.5980e-01   -5.0000e-14             NA
3.7410e+01   1.6030e-01   0.0000e+00             NA
3.7444e+01   1.6050e-01   -5.0000e-14             NA
3.7727e+01   1.6140e-01   -5.0000e-14             NA
3.7900e+01   1.6190e-01   0.0000e+00             NA
