
Time,Voltage,Current
5e-09,0.000495731,-2.43492e-06
1.5e-08,-0.00166442,-2.1533e-06
2.5e-08,0.000495731,-1.16764e-06
3.5e-08,-0.00238447,-6.04411e-07
4.5e-08,-0.00238447,-7.45219e-07
5.5e-08,0.00121578,-6.04411e-07
6.5e-08,0.000495731,-1.11581e-07
7.5e-08,-0.00166442,4.51652e-07
8.5e-08,0.00265588,-2.5239e-07
9.5e-08,-0.000224321,-8.15624e-07
1.05e-07,-0.000224321,-1.09724e-06
1.15e-07,0.00121578,-3.93198e-07
1.25e-07,-0.00166442,-1.81986e-07
1.35e-07,-0.00166442,-8.86028e-07
1.45e-07,-0.000224321,-9.56432e-07
1.55e-07,-0.000944372,-1.51967e-06
1.65e-07,0.000495731,-1.16764e-06
1.75e-07,0.00121578,-6.74815e-07
1.85e-07,0.00121578,-8.15624e-07
1.95e-07,-0.00382458,-3.93198e-07
2.05e-07,0.00121578,-6.74815e-07
2.15e-07,-0.000224321,-1.81986e-07
2.25e-07,-0.000944372,8.03673e-07
2.35e-07,-0.000224321,1.15569e-06
2.45e-07,-0.000224321,5.22057e-07
2.55e-07,-0.000224321,1.08529e-06
2.65e-07,0.00121578,7.33269e-07
2.75e-07,-0.00166442,-4.11772e-08
2.85e-07,-0.000224321,-4.63602e-07
2.95e-07,-0.00310453,-1.16764e-06
3.05e-07,-0.000944372,-1.94209e-06
3.15e-07,-0.000944372,-1.37886e-06
3.25e-07,-0.000224321,-3.93198e-07
3.35e-07,0.000495731,-1.30845e-06
3.45e-07,0.000495731,-4.63602e-07
3.55e-07,-0.000224321,3.10844e-07
3.65e-07,-0.00166442,3.10844e-07
3.75e-07,-0.000224321,-4.11772e-08
3.85e-07,-0.00166442,2.9227e-08
3.95e-07,-0.00238447,-4.63602e-07
4.05e-07,-0.000224321,2.9227e-08
4.15e-07,-0.000224321,2.9227e-08
4.25e-07,-0.000944372,2.9227e-08
4.35e-07,-0.00382458,-1.81986e-07
4.45e-07,-0.000944372,4.51652e-07
4.55e-07,0.00121578,5.92461e-07
4.65e-07,-0.00382458,4.51652e-07
4.75e-07,-0.00238447,-4.63602e-07
4.85e-07,-0.000224321,-8.15624e-07
4.95e-07,-0.000944372,-3.22794e-07
5.05e-07,-0.000224321,-1.11581e-07
5.15e-07,-0.000224321,-4.11772e-08
5.25e-07,0.00121578,-3.93198e-07
5.35e-07,0.00337594,-6.74815e-07
5.45e-07,-0.000224321,-9.56432e-07
5.55e-07,-0.000224321,-1.51967e-06
5.65e-07,-0.00310453,-1.73088e-06
5.75e-07,0.000495731,-2.57573e-06
5.85e-07,-0.000224321,-2.43492e-06
5.95e-07,-0.000224321,-1.37886e-06
6.05e-07,0.000495731,-8.86028e-07
6.15e-07,0.00265588,-1.02684e-06
6.25e-07,-0.00166442,-4.63602e-07
6.35e-07,-0.00382458,-9.56432e-07
6.45e-07,0.000495731,-6.74815e-07
6.55e-07,0.000495731,-1.81986e-07
6.65e-07,-0.00310453,4.51652e-07
6.75e-07,-0.00166442,3.81248e-07
6.85e-07,-0.000944372,5.22057e-07
6.95e-07,0.00193583,9.44482e-07
7.05e-07,-0.000944372,9.44482e-07
7.15e-07,-0.000224321,3.10844e-07
7.25e-07,0.000495731,-3.93198e-07
7.35e-07,-0.000944372,-8.15624e-07
7.45e-07,0.000495731,-1.16764e-06
7.55e-07,0.00121578,-1.09724e-06
7.65e-07,0.000495731,-2.0829e-06
7.75e-07,-0.000224321,-2.57573e-06
7.85e-07,-0.000224321,-2.29411e-06
7.95e-07,0.00121578,-1.80128e-06
8.05e-07,0.00193583,-9.56432e-07
8.15e-07,-0.000224321,-5.34007e-07
8.25e-07,0.000495731,-1.51967e-06
8.35e-07,0.00121578,-1.02684e-06
8.45e-07,0.000495731,-2.5239e-07
8.55e-07,-0.000224321,3.81248e-07
8.65e-07,0.00193583,-1.81986e-07
8.75e-07,0.000495731,-2.5239e-07
8.85e-07,0.00121578,4.51652e-07
8.95e-07,-0.00166442,-4.11772e-08
9.05e-07,-0.000224321,-9.56432e-07
9.15e-07,-0.000944372,-1.37886e-06
9.25e-07,0.00121578,-1.16764e-06
9.35e-07,0.000495731,-1.44926e-06
9.45e-07,0.00121578,-1.59007e-06
9.55e-07,-0.00166442,-3.22794e-07
9.65e-07,-0.000224321,5.92461e-07
9.75e-07,-0.000224321,3.10844e-07
9.85e-07,-0.000944372,3.10844e-07
9.95e-07,-0.00166442,2.9227e-08
1.005e-06,-0.0268662,-2.5239e-07
1.015e-06,-0.2256,5.22057e-07
1.025e-06,-0.540983,3.13591e-05
1.035e-06,-0.857805,0.000171393
1.045e-06,-1.15807,0.00044956
1.055e-06,-1.47561,0.000851216
1.065e-06,-1.80755,0.00115339
1.075e-06,-2.1395,0.00115339
1.085e-06,-2.47432,0.00115339
1.095e-06,-2.7969,0.00115339
1.105e-06,-3.09429,0.00115339
1.115e-06,-3.23037,0.00115339
1.125e-06,-3.23686,0.00115339
1.135e-06,-3.24838,0.00115339
1.145e-06,-3.27502,0.00115339
1.155e-06,-3.29014,0.00115339
1.165e-06,-3.28294,0.00115339
1.175e-06,-3.27646,0.00115339
1.185e-06,-3.2743,0.00115339
1.195e-06,-3.27358,0.00115339
1.205e-06,-3.25918,0.00115339
1.215e-06,-3.12165,0.00115339
1.225e-06,-2.90059,0.00115339
1.235e-06,-2.68026,0.00115339
1.245e-06,-2.47288,0.00115339
1.255e-06,-2.25254,0.00115339
1.265e-06,-2.02357,0.00115339
1.275e-06,-1.79099,0.00115339
1.285e-06,-1.56418,0.00115339
1.295e-06,-1.33664,0.00105229
1.305e-06,-1.12566,0.000346136
1.315e-06,-1.03782,-0.000426127
1.325e-06,-1.0335,-0.0010592
1.335e-06,-1.03134,-0.00114348
1.345e-06,-1.00758,-0.00114348
1.355e-06,-1.00038,-0.00114348
1.365e-06,-1.00254,-0.00114348
1.375e-06,-1.00758,-0.00114348
1.385e-06,-1.0119,-0.00114348
1.395e-06,-1.0083,-0.00114348
1.405e-06,-1.0083,-0.00114348
1.415e-06,-1.00614,-0.00114348
1.425e-06,-1.00614,-0.00114348
1.435e-06,-1.00902,-0.00110264
1.445e-06,-1.00902,-0.000925997
1.455e-06,-1.0119,-0.000761956
1.465e-06,-1.00902,-0.000621358
1.475e-06,-1.00974,-0.000501601
1.485e-06,-1.00974,-0.00040043
1.495e-06,-1.00902,-0.000313481
1.505e-06,-1.01046,-0.000239275
1.515e-06,-1.01262,-0.000178445
1.525e-06,-1.01406,-0.000132049
1.535e-06,-1.01046,-9.74806e-05
1.545e-06,-1.0119,-7.1079e-05
1.555e-06,-1.01118,-5.12954e-05
1.565e-06,-1.01262,-3.70034e-05
1.575e-06,-1.01046,-2.75692e-05
1.585e-06,-1.01334,-2.26409e-05
1.595e-06,-1.01334,-2.074e-05
1.605e-06,-1.00974,-2.14441e-05
1.615e-06,-1.01262,-2.08104e-05
1.625e-06,-1.01406,-1.98952e-05
1.635e-06,-1.01406,-1.82759e-05
1.645e-06,-1.01406,-1.72198e-05
1.655e-06,-1.01334,-1.60933e-05
1.665e-06,-1.01334,-1.41924e-05
1.675e-06,-1.01334,-1.21507e-05
1.685e-06,-1.01406,-1.00386e-05
1.695e-06,-1.0119,-8.8417e-06
1.705e-06,-1.00974,-6.94079e-06
1.715e-06,-1.0119,-6.51836e-06
1.725e-06,-1.01118,-5.53271e-06
1.735e-06,-1.01046,-4.68786e-06
1.745e-06,-1.01262,-2.50532e-06
1.755e-06,-1.0119,-2.43492e-06
1.765e-06,-1.01046,-3.42058e-06
1.775e-06,-1.01046,-4.12462e-06
1.785e-06,-1.01406,-5.03988e-06
1.795e-06,-1.01262,-6.51836e-06
1.805e-06,-1.00974,-7.85605e-06
1.815e-06,-1.00974,-8.41928e-06
1.825e-06,-1.01046,-8.8417e-06
1.835e-06,-1.01334,-7.01119e-06
1.845e-06,-1.01118,-4.82866e-06
1.855e-06,-1.00902,-3.98381e-06
1.865e-06,-1.00902,-3.63179e-06
1.875e-06,-1.00902,-3.7726e-06
1.885e-06,-1.00974,-3.49098e-06
1.895e-06,-1.00902,-2.57573e-06
1.905e-06,-1.01118,-2.50532e-06
1.915e-06,-1.0083,-1.66047e-06
1.925e-06,-1.00974,-1.30845e-06
1.935e-06,-1.00974,-1.80128e-06
1.945e-06,-1.01262,-2.71654e-06
1.955e-06,-1.00974,-2.43492e-06
1.965e-06,-1.01262,-2.22371e-06
1.975e-06,-1.0119,-2.1533e-06
1.985e-06,-1.01118,-1.66047e-06
1.995e-06,-1.01118,-1.02684e-06
2.005e-06,-1.00974,-9.56432e-07
2.015e-06,-1.00902,-8.86028e-07
2.025e-06,-1.00974,-1.44926e-06
2.035e-06,-1.00974,-2.5239e-07
2.045e-06,-1.00974,-1.81986e-07
2.055e-06,-1.00974,-6.04411e-07
2.065e-06,-1.00902,-1.44926e-06
2.075e-06,-1.00974,-2.57573e-06
2.085e-06,-1.00902,-2.99815e-06
2.095e-06,-1.01334,-3.20937e-06
2.105e-06,-1.01118,-2.50532e-06
2.115e-06,-1.01406,-1.30845e-06
2.125e-06,-1.01046,-4.11772e-08
2.135e-06,-1.01334,7.33269e-07
2.145e-06,-1.01118,1.2965e-06
2.155e-06,-1.0119,9.44482e-07
2.165e-06,-1.01118,9.96312e-08
2.175e-06,-1.00974,-6.04411e-07
2.185e-06,-1.01262,-1.16764e-06
2.195e-06,-1.0083,-1.51967e-06
2.205e-06,-1.01262,-1.23805e-06
2.215e-06,-1.01262,-4.63602e-07
2.225e-06,-1.00902,1.08529e-06
2.235e-06,-1.0119,1.78933e-06
2.245e-06,-1.01046,9.44482e-07
2.255e-06,-1.00758,1.70035e-07
2.265e-06,-1.01262,-1.30845e-06
2.275e-06,-1.01046,-1.87169e-06
2.285e-06,-1.01118,-1.16764e-06
2.295e-06,-1.01046,-6.04411e-07
2.305e-06,-1.00254,-9.56432e-07
2.315e-06,-0.939891,-1.23805e-06
2.325e-06,-0.843404,-1.06722e-05
2.335e-06,-0.745477,-5.55901e-05
