Positive pulse time array: 
0.000e+00,1.000e-07,1.000e-07,1.000e-07,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Positive pulse voltage array: 
0.000,0.000,1.650,1.650,-0.500,-0.500,0.000,0.000,
 
Negative pulse time array: 
0.000e+00,1.000e-07,1.000e-07,1.000e-07,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Negative pulse voltage array: 
0.000,0.000,-1.350,-1.350,-0.500,-0.500,0.000,0.000,
 
Positive repetition, Negative repetition, ?ycles: 
50.0,50.0,4.0

Time,Voltage,Current
1e-08,-0.00310453,-2.61093e-06
3e-08,-0.00346455,-2.61093e-06
5e-08,-0.00202445,-2.57573e-06
7e-08,-0.00346455,-2.0125e-06
9e-08,-0.00310453,-9.2123e-07
1.1e-07,0.0656604,-1.73088e-06
1.3e-07,0.359081,-6.35106e-05
1.5e-07,0.681304,-0.000391805
1.7e-07,1.01937,-0.000958806
1.9e-07,1.35599,-0.00114348
2.1e-07,1.61845,-0.00114348
2.3e-07,1.65877,-0.00114348
2.5e-07,1.67426,-0.00114348
2.7e-07,1.67353,-0.00114348
2.9e-07,1.66813,-0.00114348
3.1e-07,1.57885,-0.00114348
3.3e-07,1.1929,-0.00114348
3.5e-07,0.775271,-0.000925505
3.7e-07,0.33676,0.000142527
3.9e-07,-0.103912,0.00109531
4.1e-07,-0.450256,0.00115339
4.3e-07,-0.50246,0.00115339
4.5e-07,-0.522262,0.00115339
4.7e-07,-0.517941,0.00115339
4.9e-07,-0.50786,0.00115339
5.1e-07,-0.510741,0.00115339
5.3e-07,-0.512181,0.00112136
5.5e-07,-0.508221,0.000727622
5.7e-07,-0.509301,0.000369335
5.9e-07,-0.5057,0.000153334
6.1e-07,-0.50678,3.86107e-05
6.3e-07,-0.50714,-1.51967e-06
6.5e-07,-0.50606,7.31606e-06
6.7e-07,-0.50606,3.48793e-05
6.9e-07,-0.50714,7.41649e-05
7.1e-07,-0.50606,0.000110388
7.3e-07,-0.508221,0.000137353
7.5e-07,-0.50642,0.000157171
7.7e-07,-0.508581,0.000169492
7.9e-07,-0.50786,0.000174456
8.1e-07,-0.50714,0.000174596
8.3e-07,-0.508581,0.000172696
8.5e-07,-0.509301,0.000169668
8.7e-07,-0.508941,0.000166641
8.9e-07,-0.50786,0.000163543
9.1e-07,-0.509301,0.000160621
9.3e-07,-0.510021,0.000159178
9.5e-07,-0.509301,0.000158615
9.7e-07,-0.511821,0.000157383
9.9e-07,-0.508221,0.00015601
1.01e-06,-0.508581,0.000155658
1.03e-06,-0.510381,0.000155235
1.05e-06,-0.510021,0.0001552
1.07e-06,-0.510021,0.000154602
1.09e-06,-0.509301,0.000155095
1.11e-06,-0.509301,0.000154461
