Positive pulse time array: 
0.000e+00,1.000e-07,1.000e-07,2.000e-07,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Positive pulse voltage array: 
0.000,0.000,1.800,1.800,-0.500,-0.500,0.000,0.000,
 
Negative pulse time array: 
0.000e+00,1.000e-07,1.000e-07,2.000e-07,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Negative pulse voltage array: 
0.000,0.000,-1.550,-1.550,-0.500,-0.500,0.000,0.000,
 
Positive repetition, Negative repetition, ?ycles: 
40.0,40.0,4.0

Time,Voltage,Current
1e-08,-0.00346455,-2.96295e-06
3e-08,-0.0027445,-2.22371e-06
5e-08,-0.00382458,-2.32931e-06
7e-08,-0.00382458,-2.47012e-06
9e-08,-0.00310453,-1.90689e-06
1.1e-07,0.0717808,-2.78694e-06
1.3e-07,0.391124,-7.0551e-05
1.5e-07,0.743589,-0.000430317
1.7e-07,1.11045,-0.00101921
1.9e-07,1.4784,-0.00114348
2.1e-07,1.76714,-0.00114348
2.3e-07,1.80746,-0.00114348
2.5e-07,1.82511,-0.00114348
2.7e-07,1.82187,-0.00114348
2.9e-07,1.81719,-0.00114348
3.1e-07,1.81827,-0.00114348
3.3e-07,1.81971,-0.00114348
3.5e-07,1.81971,-0.00114348
3.7e-07,1.81935,-0.00114348
3.9e-07,1.82079,-0.00114348
4.1e-07,1.72502,-0.00114348
4.3e-07,1.31459,-0.00114348
4.5e-07,0.867438,-0.0010014
4.7e-07,0.397604,-9.32916e-05
4.9e-07,-0.0754697,0.000967876
5.1e-07,-0.443416,0.00115339
5.3e-07,-0.5003,0.00115339
5.5e-07,-0.518661,0.00115339
5.7e-07,-0.517581,0.00115339
5.9e-07,-0.50714,0.00115339
6.1e-07,-0.508941,0.00115339
6.3e-07,-0.50786,0.00115339
6.5e-07,-0.5075,0.000930773
6.7e-07,-0.50606,0.000586743
6.9e-07,-0.50534,0.000374404
7.1e-07,-0.50498,0.000257533
7.3e-07,-0.5039,0.00021272
7.5e-07,-0.50462,0.000213917
7.7e-07,-0.50678,0.000234194
7.9e-07,-0.50786,0.000264327
8.1e-07,-0.50678,0.000293474
8.3e-07,-0.50534,0.000316637
8.5e-07,-0.50642,0.0003329
8.7e-07,-0.50606,0.000339378
8.9e-07,-0.50678,0.000342863
9.1e-07,-0.5057,0.000343707
9.3e-07,-0.50714,0.00034061
9.5e-07,-0.50714,0.000337793
9.7e-07,-0.50714,0.000335505
9.9e-07,-0.508941,0.000333323
1.01e-06,-0.509301,0.000330718
1.03e-06,-0.508581,0.000327937
1.05e-06,-0.508581,0.000326212
1.07e-06,-0.509301,0.000326951
1.09e-06,-0.510741,0.000327479
1.11e-06,-0.508581,0.000326212
1.13e-06,-0.508581,0.000326001
1.15e-06,-0.509301,0.000325121
1.17e-06,-0.50714,0.000323607
1.19e-06,-0.5075,0.000322973
1.21e-06,-0.510021,0.000322762
1.23e-06,-0.509301,0.000321953
1.25e-06,-0.508581,0.00032234
1.27e-06,-0.509301,0.000322586
1.29e-06,-0.511101,0.000322868
1.31e-06,-0.510021,0.000323044
1.33e-06,-0.509661,0.000323642
1.35e-06,-0.508221,0.000323079
1.37e-06,-0.5057,0.000323114
1.39e-06,-0.509661,0.000322481
1.41e-06,-0.508581,0.000322058
1.43e-06,-0.508941,0.000322164
1.45e-06,-0.510741,0.000322797
1.47e-06,-0.510021,0.000321389
1.49e-06,-0.510741,0.000320298
1.51e-06,-0.509301,0.000320333
1.53e-06,-0.508941,0.00032072
1.55e-06,-0.511461,0.000320967
1.57e-06,-0.509661,0.000321213
1.59e-06,-0.508941,0.000321319
1.61e-06,-0.510021,0.000320685
1.63e-06,-0.511101,0.000320896
1.65e-06,-0.510021,0.000320474
1.67e-06,-0.508941,0.000320263
1.69e-06,-0.510021,0.00032065
1.71e-06,-0.510021,0.000321319
1.73e-06,-0.510741,0.000320826
1.75e-06,-0.510021,0.000321178
1.77e-06,-0.511461,0.000320932
1.79e-06,-0.511101,0.000320685
1.81e-06,-0.510381,0.000320615
1.83e-06,-0.510021,0.000320509
1.85e-06,-0.511461,0.000320368
1.87e-06,-0.512181,0.00032072
1.89e-06,-0.510381,0.000320157
1.91e-06,-0.510381,0.000320016
1.93e-06,-0.510381,0.000319805
1.95e-06,-0.509301,0.000319629
1.97e-06,-0.511461,0.000319559
1.99e-06,-0.512181,0.000319277
2.01e-06,-0.508581,0.000320685
2.03e-06,-0.509301,0.000320896
2.05e-06,-0.511821,0.000319488
2.07e-06,-0.510381,0.000318749
2.09e-06,-0.509661,0.000318256
2.11e-06,-0.512541,0.000317939
2.13e-06,-0.510381,0.000318608
2.15e-06,-0.510021,0.000318679
2.17e-06,-0.512541,0.000318784
2.19e-06,-0.510021,0.00031889
2.21e-06,-0.510741,0.000318115
