Positive pulse time array: 
0.000e+00,1.000e-07,1.000e-07,1.000e-07,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Positive pulse voltage array: 
0.000,0.000,1.800,1.800,-0.500,-0.500,0.000,0.000,
 
Negative pulse time array: 
0.000e+00,1.000e-07,1.000e-07,1.000e-07,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Negative pulse voltage array: 
0.000,0.000,-1.550,-1.550,-0.500,-0.500,0.000,0.000,
 
Positive repetition, Negative repetition, ?ycles: 
40.0,40.0,4.0

Time,Voltage,Current
1e-08,-0.00310453,-1.16764e-06
3e-08,-0.00490465,-1.55487e-06
5e-08,-0.00382458,-1.55487e-06
7e-08,-0.00670478,-2.75174e-06
9e-08,-0.00346455,-3.20937e-06
1.1e-07,0.0689006,-3.17416e-06
1.3e-07,0.390404,-7.18535e-05
1.5e-07,0.743589,-0.000432182
1.7e-07,1.10901,-0.00101956
1.9e-07,1.47804,-0.00114348
2.1e-07,1.7657,-0.00114348
2.3e-07,1.80818,-0.00114348
2.5e-07,1.82187,-0.00114348
2.7e-07,1.82187,-0.00114348
2.9e-07,1.81863,-0.00114348
3.1e-07,1.72466,-0.00114348
3.3e-07,1.31603,-0.00114348
3.5e-07,0.864557,-0.00114348
3.7e-07,0.395444,-0.000494912
3.9e-07,-0.0751097,0.000813796
4.1e-07,-0.445936,0.00115339
4.3e-07,-0.50246,0.00115339
4.5e-07,-0.520821,0.00115339
4.7e-07,-0.516141,0.00115339
4.9e-07,-0.508581,0.00115339
5.1e-07,-0.512901,0.00115339
5.3e-07,-0.511461,0.00115339
5.5e-07,-0.50786,0.000913524
5.7e-07,-0.50714,0.000562136
5.9e-07,-0.508581,0.000347087
6.1e-07,-0.50642,0.000231765
6.3e-07,-0.5075,0.000189593
6.5e-07,-0.508221,0.000194521
6.7e-07,-0.5075,0.000219374
6.9e-07,-0.50714,0.000253308
7.1e-07,-0.50498,0.000285237
7.3e-07,-0.509301,0.000308576
7.5e-07,-0.50642,0.000326986
7.7e-07,-0.5057,0.000336984
7.9e-07,-0.508221,0.000340328
8.1e-07,-0.50786,0.000341067
8.3e-07,-0.508221,0.000339554
8.5e-07,-0.508221,0.000335857
8.7e-07,-0.50714,0.000332584
8.9e-07,-0.510021,0.000329908
9.1e-07,-0.508941,0.000327092
9.3e-07,-0.510021,0.000325402
9.5e-07,-0.508581,0.000323853
9.7e-07,-0.510021,0.00032329
9.9e-07,-0.509301,0.000323713
1.01e-06,-0.510741,0.000323889
1.03e-06,-0.509661,0.000323396
1.05e-06,-0.513261,0.000323889
1.07e-06,-0.508941,0.000324205
1.09e-06,-0.510741,0.000323185
1.11e-06,-0.508581,0.000322973
1.13e-06,-0.508941,0.000321847
1.15e-06,-0.509301,0.000321776
1.17e-06,-0.511101,0.000321072
1.19e-06,-0.510381,0.000320896
1.21e-06,-0.509301,0.000320509
1.23e-06,-0.509301,0.000321495
1.25e-06,-0.510381,0.000322234
1.27e-06,-0.510021,0.0003216
1.29e-06,-0.511821,0.000320861
1.31e-06,-0.509301,0.0003216
1.33e-06,-0.510381,0.000321495
1.35e-06,-0.511101,0.000321248
1.37e-06,-0.510381,0.000320052
1.39e-06,-0.511461,0.00032072
1.41e-06,-0.512541,0.000321354
1.43e-06,-0.511461,0.00032072
1.45e-06,-0.511461,0.00032072
1.47e-06,-0.511101,0.000320544
1.49e-06,-0.512901,0.000319876
1.51e-06,-0.511101,0.000320122
1.53e-06,-0.512181,0.000320192
1.55e-06,-0.511461,0.000319946
1.57e-06,-0.509661,0.000319876
1.59e-06,-0.512541,0.000320298
1.61e-06,-0.512181,0.0003197
1.63e-06,-0.511821,0.000320192
1.65e-06,-0.511461,0.000320685
1.67e-06,-0.512901,0.00032072
1.69e-06,-0.510021,0.000320122
1.71e-06,-0.512901,0.000318573
1.73e-06,-0.511101,0.00031713
1.75e-06,-0.511101,0.000317095
1.77e-06,-0.511461,0.000318855
1.79e-06,-0.511461,0.0003197
1.81e-06,-0.512541,0.000319664
1.83e-06,-0.509661,0.0003216
1.85e-06,-0.511461,0.000321319
1.87e-06,-0.509661,0.000319876
1.89e-06,-0.511461,0.000319418
1.91e-06,-0.512181,0.000318679
1.93e-06,-0.513981,0.000317623
1.95e-06,-0.510741,0.000316954
1.97e-06,-0.511101,0.000318115
1.99e-06,-0.511461,0.000318996
2.01e-06,-0.512901,0.000318362
2.03e-06,-0.511821,0.000318714
2.05e-06,-0.511461,0.00031882
2.07e-06,-0.511461,0.000318749
2.09e-06,-0.511101,0.000318714
2.11e-06,-0.513261,0.000319312
2.13e-06,-0.511821,0.000319242
2.15e-06,-0.510021,0.000317165
2.17e-06,-0.512541,0.000318468
2.19e-06,-0.513261,0.000318045
2.21e-06,-0.513621,0.000318608
