Positive pulse time array: 
0.000e+00,1.000e-07,5.000e-07,1.000e-07,5.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Positive pulse voltage array: 
0.000,0.000,1.900,1.900,-0.500,-0.500,0.000,0.000,
 
Negative pulse time array: 
0.000e+00,1.000e-07,5.000e-07,1.000e-07,5.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Negative pulse voltage array: 
0.000,0.000,-1.500,-1.500,-0.500,-0.500,0.000,0.000,
 
Positive repetition, Negative repetition, ?ycles: 
40.0,40.0,2.0

Time,Voltage,Current
5e-09,-0.00310453,-2.1533e-06
1.5e-08,-0.00238447,-1.44926e-06
2.5e-08,-0.00454463,-1.30845e-06
3.5e-08,-0.00670478,-8.15624e-07
4.5e-08,-0.00166442,-3.93198e-07
5.5e-08,-0.00166442,-1.81986e-07
6.5e-08,-0.00238447,-8.86028e-07
7.5e-08,-0.00238447,-2.0829e-06
8.5e-08,-0.00814489,-2.50532e-06
9.5e-08,-0.00310453,-2.43492e-06
1.05e-07,-0.000944372,-2.43492e-06
1.15e-07,0.0264176,-2.71654e-06
1.25e-07,0.06098,-5.74392e-06
1.35e-07,0.106343,-1.94727e-05
1.45e-07,0.139466,-4.3903e-05
1.55e-07,0.178348,-7.44584e-05
1.65e-07,0.217231,-0.000109379
1.75e-07,0.251794,-0.000146482
1.85e-07,0.292117,-0.000181121
1.95e-07,0.330999,-0.000213648
2.05e-07,0.369162,-0.000246174
2.15e-07,0.407325,-0.000276378
2.25e-07,0.446207,-0.000304962
2.35e-07,0.48293,-0.00033425
2.45e-07,0.526133,-0.000363186
2.55e-07,0.561416,-0.000387757
2.65e-07,0.601019,-0.00041268
2.75e-07,0.637021,-0.000437322
2.85e-07,0.678784,-0.000461189
2.95e-07,0.716227,-0.000485689
3.05e-07,0.75583,-0.000510472
3.15e-07,0.792552,-0.000534057
3.25e-07,0.829275,-0.000556516
3.35e-07,0.868158,-0.000580594
3.45e-07,0.90488,-0.00060425
3.55e-07,0.947363,-0.000627695
3.65e-07,0.983366,-0.000651914
3.75e-07,1.02225,-0.000676696
3.85e-07,1.06041,-0.000701549
3.95e-07,1.09785,-0.000726331
4.05e-07,1.14034,-0.000749846
4.15e-07,1.17562,-0.000774628
4.25e-07,1.21306,-0.000798425
4.35e-07,1.25267,-0.000822785
4.45e-07,1.28867,-0.000847426
4.55e-07,1.33187,-0.000872068
4.65e-07,1.36931,-0.000897202
4.75e-07,1.40748,-0.000921703
4.85e-07,1.44636,-0.000946978
4.95e-07,1.48236,-0.000972042
5.05e-07,1.52124,-0.000995416
5.15e-07,1.56229,-0.00101928
5.25e-07,1.60117,-0.00104385
5.35e-07,1.64005,-0.00106871
5.45e-07,1.6775,-0.00109349
5.55e-07,1.71638,-0.00111855
5.65e-07,1.75526,-0.00114017
5.75e-07,1.7927,-0.00114348
5.85e-07,1.83231,-0.00114348
5.95e-07,1.87047,-0.00114348
6.05e-07,1.90359,-0.00114348
6.15e-07,1.91943,-0.00114348
6.25e-07,1.91871,-0.00114348
6.35e-07,1.91727,-0.00114348
6.45e-07,1.92159,-0.00114348
6.55e-07,1.92375,-0.00114348
6.65e-07,1.91943,-0.00114348
6.75e-07,1.92159,-0.00114348
6.85e-07,1.92231,-0.00114348
6.95e-07,1.92519,-0.00114348
7.05e-07,1.91799,-0.00113369
7.15e-07,1.88631,-0.00111193
7.25e-07,1.83879,-0.00108814
7.35e-07,1.7891,-0.00105434
7.45e-07,1.74374,-0.0010095
7.55e-07,1.69622,-0.000959158
7.65e-07,1.64797,-0.00090551
7.75e-07,1.59757,-0.000851369
7.85e-07,1.54933,-0.000799974
7.95e-07,1.50324,-0.000753578
8.05e-07,1.45356,-0.000710913
8.15e-07,1.40316,-0.000672331
8.25e-07,1.35491,-0.000635791
8.35e-07,1.30883,-0.000602208
8.45e-07,1.25843,-0.000570808
8.55e-07,1.21018,-0.000541731
8.65e-07,1.16338,-0.000513851
8.75e-07,1.11225,-0.000487661
8.85e-07,1.06473,-0.000461822
8.95e-07,1.01649,-0.000435773
9.05e-07,0.969685,-0.000410991
9.15e-07,0.918561,-0.000385786
9.25e-07,0.871758,-0.000359877
9.35e-07,0.823514,-0.000335728
9.45e-07,0.777431,-0.000310383
9.55e-07,0.727748,-0.000284685
9.65e-07,0.675184,-0.000258706
9.75e-07,0.630541,-0.000232586
9.85e-07,0.582297,-0.000207241
9.95e-07,0.532614,-0.000181191
1.005e-06,0.48365,-0.00015493
1.015e-06,0.435407,-0.000129092
1.025e-06,0.385723,-0.00010255
1.035e-06,0.3382,-7.59369e-05
1.045e-06,0.289236,-4.85497e-05
1.055e-06,0.239553,-2.20073e-05
1.065e-06,0.189869,3.97186e-06
1.075e-06,0.145226,3.06551e-05
1.085e-06,0.0948225,5.69158e-05
1.095e-06,0.0494592,8.39511e-05
1.105e-06,0.000495731,0.000111127
1.115e-06,-0.0527881,0.000138233
1.125e-06,-0.0981513,0.000164705
1.135e-06,-0.146395,0.000191599
1.145e-06,-0.196798,0.00021793
1.155e-06,-0.242882,0.00024405
1.165e-06,-0.294005,0.000271578
1.175e-06,-0.337928,0.000299318
1.185e-06,-0.391212,0.000326705
1.195e-06,-0.440176,0.000354303
1.205e-06,-0.483379,0.000382254
1.215e-06,-0.49922,0.000409923
1.225e-06,-0.50138,0.000433719
1.235e-06,-0.50138,0.000444773
1.245e-06,-0.50138,0.000440971
1.255e-06,-0.50354,0.000426397
1.265e-06,-0.50354,0.000405769
1.275e-06,-0.50282,0.000381972
1.285e-06,-0.50426,0.000358527
1.295e-06,-0.50138,0.000338744
1.305e-06,-0.50066,0.000322269
1.315e-06,-0.50714,0.000307766
1.325e-06,-0.50354,0.000294952
1.335e-06,-0.50498,0.00028404
1.345e-06,-0.50426,0.000275591
1.355e-06,-0.50714,0.000269748
1.365e-06,-0.50498,0.000266791
1.375e-06,-0.50498,0.000265383
1.385e-06,-0.50714,0.00026496
1.395e-06,-0.50282,0.000264115
1.405e-06,-0.5021,0.000263693
1.415e-06,-0.50642,0.000264045
1.425e-06,-0.50498,0.000265524
1.435e-06,-0.5057,0.000267636
1.445e-06,-0.50498,0.000269255
1.455e-06,-0.50498,0.000271015
1.465e-06,-0.50282,0.000272071
1.475e-06,-0.5057,0.000272494
1.485e-06,-0.50498,0.000272775
1.495e-06,-0.50714,0.000273409
1.505e-06,-0.50426,0.000274254
1.515e-06,-0.50642,0.00027362
1.525e-06,-0.50642,0.000273268
1.535e-06,-0.508581,0.000272986
1.545e-06,-0.50714,0.000272916
1.555e-06,-0.50354,0.000273972
1.565e-06,-0.508581,0.000274183
1.575e-06,-0.50642,0.00027369
1.585e-06,-0.50714,0.000274254
1.595e-06,-0.50354,0.000273761
1.605e-06,-0.50714,0.00027362
1.615e-06,-0.508581,0.000272986
1.625e-06,-0.50498,0.000272001
1.635e-06,-0.50786,0.000271508
1.645e-06,-0.50642,0.000271437
1.655e-06,-0.50642,0.00027186
1.665e-06,-0.50786,0.000271297
1.675e-06,-0.5057,0.000270241
1.685e-06,-0.510741,0.000269818
1.695e-06,-0.509301,0.000270874
1.705e-06,-0.50714,0.000270945
1.715e-06,-0.50714,0.000270452
1.725e-06,-0.5057,0.0002701
1.735e-06,-0.508581,0.000269959
1.745e-06,-0.508581,0.000269818
1.755e-06,-0.510021,0.000269959
1.765e-06,-0.508581,0.000270029
1.775e-06,-0.5057,0.000269889
1.785e-06,-0.50714,0.000269677
1.795e-06,-0.508581,0.000270381
1.805e-06,-0.50786,0.000270522
1.815e-06,-0.5057,0.000270381
1.825e-06,-0.50714,0.000270663
1.835e-06,-0.511461,0.000271015
1.845e-06,-0.50786,0.00027193
1.855e-06,-0.509301,0.000272705
1.865e-06,-0.5057,0.000272353
1.875e-06,-0.50642,0.00027186
1.885e-06,-0.509301,0.00027186
1.895e-06,-0.50426,0.000271367
1.905e-06,-0.50498,0.000270452
1.915e-06,-0.510021,0.000270241
1.925e-06,-0.509301,0.000270663
1.935e-06,-0.50714,0.000271508
1.945e-06,-0.50786,0.000271015
1.955e-06,-0.510021,0.000271649
1.965e-06,-0.508581,0.000271367
1.975e-06,-0.510741,0.000271789
1.985e-06,-0.50786,0.00027186
1.995e-06,-0.50642,0.000272142
2.005e-06,-0.50642,0.000272001
2.015e-06,-0.508581,0.000271437
2.025e-06,-0.50642,0.000271156
2.035e-06,-0.50642,0.0002701
2.045e-06,-0.50714,0.000269959
2.055e-06,-0.508581,0.000268973
2.065e-06,-0.509301,0.000268903
2.075e-06,-0.510021,0.000268833
2.085e-06,-0.50714,0.000268621
2.095e-06,-0.510741,0.000269607
2.105e-06,-0.508581,0.000270311
2.115e-06,-0.50714,0.000270733
2.125e-06,-0.50786,0.000271367
2.135e-06,-0.510741,0.00027186
2.145e-06,-0.511461,0.000272212
2.155e-06,-0.512181,0.000272282
2.165e-06,-0.510741,0.000272353
2.175e-06,-0.508581,0.000272212
2.185e-06,-0.511461,0.000272564
2.195e-06,-0.50786,0.000272916
2.205e-06,-0.510021,0.000273127
2.215e-06,-0.510741,0.000272846
2.225e-06,-0.510021,0.000272564
2.235e-06,-0.509301,0.000272564
2.245e-06,-0.510021,0.000272986
2.255e-06,-0.511461,0.000273268
2.265e-06,-0.510741,0.00027362
2.275e-06,-0.511461,0.000273268
2.285e-06,-0.510021,0.000272916
2.295e-06,-0.511461,0.000272212
2.305e-06,-0.510021,0.000272282
2.315e-06,-0.508581,0.000272353
2.325e-06,-0.512181,0.000272916
2.335e-06,-0.510021,0.00027362
2.345e-06,-0.510741,0.000273268
2.355e-06,-0.509301,0.000272142
2.365e-06,-0.511461,0.000271367
2.375e-06,-0.510021,0.000270874
2.385e-06,-0.511461,0.000271367
2.395e-06,-0.509301,0.000272001
2.405e-06,-0.510021,0.000272916
2.415e-06,-0.511461,0.000272634
2.425e-06,-0.510021,0.000272775
2.435e-06,-0.512181,0.000272494
2.445e-06,-0.510741,0.000272986
2.455e-06,-0.510021,0.000273479
2.465e-06,-0.50786,0.000273479
2.475e-06,-0.509301,0.000272001
2.485e-06,-0.510021,0.00027193
2.495e-06,-0.508581,0.000273057
2.505e-06,-0.50714,0.000272705
2.515e-06,-0.512901,0.000272212
2.525e-06,-0.511461,0.000272634
2.535e-06,-0.50714,0.000272494
2.545e-06,-0.511461,0.000272212
2.555e-06,-0.50714,0.000272142
2.565e-06,-0.510021,0.000271649
2.575e-06,-0.50786,0.000271649
2.585e-06,-0.510741,0.000271578
2.595e-06,-0.511461,0.000271789
2.605e-06,-0.510021,0.000272212
2.615e-06,-0.50642,0.000272705
2.625e-06,-0.509301,0.000272846
2.635e-06,-0.50786,0.000273268
2.645e-06,-0.50786,0.000272986
2.655e-06,-0.509301,0.000273057
2.665e-06,-0.50786,0.00027193
2.675e-06,-0.50714,0.000270593
2.685e-06,-0.512181,0.000271508
2.695e-06,-0.511461,0.000272494
2.705e-06,-0.512181,0.000272775
2.715e-06,-0.508581,0.000272634
2.725e-06,-0.508581,0.000272634
2.735e-06,-0.510741,0.000272071
2.745e-06,-0.510021,0.000271297
2.755e-06,-0.509301,0.00027186
2.765e-06,-0.510741,0.000272423
2.775e-06,-0.511461,0.000272846
2.785e-06,-0.510021,0.000272705
2.795e-06,-0.509301,0.000272564
2.805e-06,-0.509301,0.000272423
2.815e-06,-0.510021,0.000272212
2.825e-06,-0.510741,0.00027186
2.835e-06,-0.510021,0.000272353
2.845e-06,-0.509301,0.000272423
2.855e-06,-0.5057,0.000271367
2.865e-06,-0.510021,0.000270593
2.875e-06,-0.50786,0.000270804
2.885e-06,-0.510021,0.000271649
2.895e-06,-0.50786,0.000271578
2.905e-06,-0.508581,0.000271297
2.915e-06,-0.512901,0.000271508
2.925e-06,-0.509301,0.000271437
2.935e-06,-0.510741,0.000270874
2.945e-06,-0.510741,0.000271367
2.955e-06,-0.510741,0.00027186
2.965e-06,-0.512901,0.000271578
2.975e-06,-0.510741,0.000271437
2.985e-06,-0.509301,0.000271508
2.995e-06,-0.509301,0.000272282
3.005e-06,-0.510021,0.000272564
3.015e-06,-0.50786,0.000272846
3.025e-06,-0.509301,0.000272564
3.035e-06,-0.510021,0.000272001
3.045e-06,-0.508581,0.000271085
3.055e-06,-0.50642,0.000270593
3.065e-06,-0.510021,0.000270593
3.075e-06,-0.511461,0.000270593
3.085e-06,-0.512181,0.000270452
3.095e-06,-0.50786,0.000269959
3.105e-06,-0.510021,0.0002701
3.115e-06,-0.50786,0.000270241
3.125e-06,-0.512901,0.000269889
3.135e-06,-0.509301,0.000269818
3.145e-06,-0.508581,0.000269889
3.155e-06,-0.508581,0.000269044
3.165e-06,-0.510741,0.000269114
3.175e-06,-0.511461,0.000268762
3.185e-06,-0.509301,0.000268903
3.195e-06,-0.509301,0.000269466
3.205e-06,-0.50786,0.000269537
3.215e-06,-0.50786,0.000269607
3.225e-06,-0.510741,0.000269044
3.235e-06,-0.512181,0.000269114
3.245e-06,-0.50642,0.000269537
3.255e-06,-0.511461,0.000270381
3.265e-06,-0.508581,0.00027017
3.275e-06,-0.509301,0.000269255
3.285e-06,-0.510741,0.000269396
3.295e-06,-0.510021,0.000269537
3.305e-06,-0.508581,0.000269044
3.315e-06,-0.510741,0.000269959
3.325e-06,-0.509301,0.000270663
3.335e-06,-0.510021,0.000271226
3.345e-06,-0.50786,0.000271789
3.355e-06,-0.510741,0.000271226
3.365e-06,-0.510741,0.000271226
3.375e-06,-0.510021,0.000271297
3.385e-06,-0.510741,0.000271649
3.395e-06,-0.50714,0.000271226
3.405e-06,-0.510741,0.000271015
3.415e-06,-0.509301,0.000270945
3.425e-06,-0.511461,0.000271156
3.435e-06,-0.50786,0.000271367
3.445e-06,-0.510021,0.00027186
3.455e-06,-0.509301,0.000272001
3.465e-06,-0.512901,0.000272142
3.475e-06,-0.509301,0.00027186
3.485e-06,-0.510741,0.000271437
3.495e-06,-0.50786,0.000271085
3.505e-06,-0.509301,0.000270804
3.515e-06,-0.50786,0.000270804
3.525e-06,-0.50714,0.000271226
3.535e-06,-0.511461,0.000270874
3.545e-06,-0.510741,0.000271649
3.555e-06,-0.50642,0.000271508
3.565e-06,-0.508581,0.000270522
3.575e-06,-0.50714,0.000270945
3.585e-06,-0.509301,0.000271437
3.595e-06,-0.510021,0.000271508
3.605e-06,-0.513621,0.000271367
3.615e-06,-0.512181,0.000271226
3.625e-06,-0.512181,0.000271085
3.635e-06,-0.509301,0.000270874
3.645e-06,-0.510021,0.000271367
3.655e-06,-0.510741,0.000271226
3.665e-06,-0.510021,0.000271015
3.675e-06,-0.510021,0.000271437
3.685e-06,-0.510021,0.000271297
3.695e-06,-0.510741,0.000271226
3.705e-06,-0.50786,0.000271367
3.715e-06,-0.510021,0.000271226
3.725e-06,-0.508581,0.000271789
3.735e-06,-0.510021,0.000271437
3.745e-06,-0.509301,0.000271578
3.755e-06,-0.510741,0.000271649
3.765e-06,-0.510021,0.000272001
3.775e-06,-0.511461,0.000272494
3.785e-06,-0.509301,0.000272142
3.795e-06,-0.50786,0.000272282
3.805e-06,-0.510741,0.000272494
3.815e-06,-0.509301,0.000272705
3.825e-06,-0.510021,0.000272423
3.835e-06,-0.510021,0.000272071
3.845e-06,-0.50786,0.000271297
3.855e-06,-0.510021,0.000270874
3.865e-06,-0.509301,0.0002701
3.875e-06,-0.509301,0.000270452
3.885e-06,-0.510021,0.000270733
3.895e-06,-0.509301,0.000271297
3.905e-06,-0.508581,0.000272001
3.915e-06,-0.508581,0.000271649
3.925e-06,-0.509301,0.000271437
3.935e-06,-0.50786,0.000271719
3.945e-06,-0.510741,0.00027186
3.955e-06,-0.510741,0.000271649
3.965e-06,-0.509301,0.000271719
3.975e-06,-0.50786,0.000271789
3.985e-06,-0.510021,0.00027193
3.995e-06,-0.512901,0.000272071
4.005e-06,-0.510021,0.000272001
4.015e-06,-0.510021,0.000272423
4.025e-06,-0.508581,0.00027186
4.035e-06,-0.514341,0.000271789
4.045e-06,-0.509301,0.000270945
4.055e-06,-0.50786,0.0002701
4.065e-06,-0.511461,0.000269959
4.075e-06,-0.509301,0.000270522
4.085e-06,-0.508581,0.000270522
4.095e-06,-0.508581,0.000271156
4.105e-06,-0.510741,0.000270663
