Positive pulse time array: 
0.000e+00,1.000e-07,1.000e-07,2.000e-07,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Positive pulse voltage array: 
0.000,0.000,1.800,1.800,-0.500,-0.500,0.000,0.000,
 
Negative pulse time array: 
0.000e+00,1.000e-07,1.000e-07,2.000e-07,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Negative pulse voltage array: 
0.000,0.000,-1.600,-1.600,-0.500,-0.500,0.000,0.000,
 
Positive repetition, Negative repetition, ?ycles: 
20.0,20.0,10.0

Time,Voltage,Current
1e-08,-0.00310453,-1.62527e-06
3e-08,-0.00310453,-1.41406e-06
5e-08,-0.000944372,-1.51967e-06
7e-08,-0.00346455,-3.06856e-06
9e-08,-0.00670478,-3.66699e-06
1.1e-07,0.0703407,-3.66699e-06
1.3e-07,0.391484,-7.14663e-05
1.5e-07,0.744309,-0.000429965
1.7e-07,1.11189,-0.00101907
1.9e-07,1.47696,-0.00114348
2.1e-07,1.76678,-0.00114348
2.3e-07,1.81142,-0.00114348
2.5e-07,1.82403,-0.00114348
2.7e-07,1.82223,-0.00114348
2.9e-07,1.81863,-0.00114348
3.1e-07,1.82043,-0.00114348
3.3e-07,1.82151,-0.00114348
3.5e-07,1.81827,-0.00114348
3.7e-07,1.81755,-0.00114348
3.9e-07,1.81899,-0.00114348
4.1e-07,1.72358,-0.00114348
4.3e-07,1.31387,-0.00114348
4.5e-07,0.865997,-0.00103234
4.7e-07,0.396524,-0.000151868
4.9e-07,-0.0743896,0.0009407
5.1e-07,-0.443776,0.00115339
5.3e-07,-0.50102,0.00115339
5.5e-07,-0.516861,0.00115339
5.7e-07,-0.515061,0.00115339
5.9e-07,-0.50642,0.00115339
6.1e-07,-0.509661,0.00115339
6.3e-07,-0.508221,0.00115339
6.5e-07,-0.5057,0.000945628
6.7e-07,-0.50642,0.000605189
6.9e-07,-0.50606,0.000395243
7.1e-07,-0.50354,0.000278619
7.3e-07,-0.50426,0.000230814
7.5e-07,-0.50282,0.000229934
7.7e-07,-0.50462,0.000249225
7.9e-07,-0.50498,0.000278231
8.1e-07,-0.50606,0.000308118
8.3e-07,-0.50678,0.000331211
8.5e-07,-0.50534,0.000346453
8.7e-07,-0.5057,0.000354092
8.9e-07,-0.508221,0.000356591
9.1e-07,-0.50714,0.000356451
9.3e-07,-0.508221,0.000354444
9.5e-07,-0.508581,0.000353212
9.7e-07,-0.5075,0.00035022
9.9e-07,-0.50714,0.000346524
1.01e-06,-0.508581,0.000343355
1.03e-06,-0.509301,0.000341771
1.05e-06,-0.508221,0.000339589
1.07e-06,-0.5075,0.000339448
1.09e-06,-0.508941,0.00033811
1.11e-06,-0.50714,0.000337653
1.13e-06,-0.508941,0.00033892
1.15e-06,-0.50678,0.000339307
1.17e-06,-0.50786,0.000338779
1.19e-06,-0.508221,0.00033892
1.21e-06,-0.508221,0.000338709
1.23e-06,-0.509661,0.000337934
1.25e-06,-0.508941,0.000336984
1.27e-06,-0.509301,0.000336597
1.29e-06,-0.508941,0.000336913
1.31e-06,-0.509301,0.000335998
1.33e-06,-0.509301,0.000335435
1.35e-06,-0.509301,0.000335576
1.37e-06,-0.510021,0.000335224
