Positive pulse time array: 
0.000e+00,1.000e-07,1.000e-07,2.000e-07,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Positive pulse voltage array: 
0.000,0.000,1.800,1.800,-0.500,-0.500,0.000,0.000,
 
Negative pulse time array: 
0.000e+00,1.000e-07,1.000e-07,2.000e-07,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Negative pulse voltage array: 
0.000,0.000,-1.600,-1.600,-0.500,-0.500,0.000,0.000,
 
Positive repetition, Negative repetition, ?ycles: 
20.0,20.0,2.0

Time,Voltage,Current
1e-08,-0.00382458,-7.45219e-07
3e-08,-0.00310453,-1.62527e-06
5e-08,-0.00382458,-2.0477e-06
7e-08,-0.0041846,-2.29411e-06
9e-08,-0.0041846,-3.42058e-06
1.1e-07,0.0692606,-3.94861e-06
1.3e-07,0.394004,-7.15719e-05
1.5e-07,0.743229,-0.000430528
1.7e-07,1.11153,-0.00101974
1.9e-07,1.47624,-0.00114348
2.1e-07,1.76678,-0.00114348
2.3e-07,1.80854,-0.00114348
2.5e-07,1.82547,-0.00114348
2.7e-07,1.82151,-0.00114348
2.9e-07,1.81791,-0.00114348
3.1e-07,1.81863,-0.00114348
3.3e-07,1.81971,-0.00114348
3.5e-07,1.81683,-0.00114348
3.7e-07,1.81755,-0.00114348
3.9e-07,1.81827,-0.00114348
4.1e-07,1.72394,-0.00114348
4.3e-07,1.31387,-0.00114348
4.5e-07,0.865277,-0.0010429
4.7e-07,0.396164,-0.000172637
4.9e-07,-0.0743896,0.000931899
5.1e-07,-0.443776,0.00115339
5.3e-07,-0.50102,0.00115339
5.5e-07,-0.519741,0.00115339
5.7e-07,-0.515061,0.00115339
5.9e-07,-0.508581,0.00115339
6.1e-07,-0.511101,0.00115339
6.3e-07,-0.5075,0.00115339
6.5e-07,-0.50642,0.000945839
6.7e-07,-0.50462,0.000603534
6.9e-07,-0.50678,0.000392744
7.1e-07,-0.50534,0.000276647
7.3e-07,-0.50606,0.000229547
7.5e-07,-0.50642,0.000230779
7.7e-07,-0.50498,0.000249823
7.9e-07,-0.50534,0.000278689
8.1e-07,-0.509301,0.000306816
8.3e-07,-0.5057,0.000329204
8.5e-07,-0.5075,0.000344376
8.7e-07,-0.5075,0.000353282
8.9e-07,-0.508581,0.000356979
9.1e-07,-0.5057,0.000357999
9.3e-07,-0.50786,0.00035462
9.5e-07,-0.508941,0.000351839
9.7e-07,-0.511461,0.000349657
9.9e-07,-0.509661,0.000348424
1.01e-06,-0.508941,0.000346911
1.03e-06,-0.510021,0.000344271
1.05e-06,-0.508581,0.000343355
1.07e-06,-0.508941,0.000342898
1.09e-06,-0.50786,0.000341982
1.11e-06,-0.510381,0.000339624
1.13e-06,-0.5075,0.000338779
1.15e-06,-0.510381,0.000338075
1.17e-06,-0.508941,0.000337864
1.19e-06,-0.509661,0.000339166
1.21e-06,-0.508581,0.000339237
1.23e-06,-0.511461,0.000339026
1.25e-06,-0.511821,0.00033811
1.27e-06,-0.508941,0.000337406
1.29e-06,-0.508941,0.000337477
1.31e-06,-0.512181,0.00033635
