Positive pulse time array: 
0.000e+00,1.000e-07,1.000e-07,2.000e-07,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Positive pulse voltage array: 
0.000,0.000,1.900,1.900,-0.500,-0.500,0.000,0.000,
 
Negative pulse time array: 
0.000e+00,1.000e-07,1.000e-07,2.000e-07,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Negative pulse voltage array: 
0.000,0.000,-1.500,-1.500,-0.500,-0.500,0.000,0.000,
 
Positive repetition, Negative repetition, ?ycles: 
20.0,20.0,2.0

Time,Voltage,Current
5e-09,-0.00166442,-2.71654e-06
1.5e-08,-0.00238447,-2.64613e-06
2.5e-08,-0.00382458,-2.78694e-06
3.5e-08,-0.000944372,-2.22371e-06
4.5e-08,-0.00310453,-1.51967e-06
5.5e-08,-0.00454463,-1.59007e-06
6.5e-08,-0.00238447,-1.87169e-06
7.5e-08,-0.00166442,-2.1533e-06
8.5e-08,-0.00238447,-1.16764e-06
9.5e-08,-0.00454463,-8.86028e-07
1.05e-07,0.0141767,-7.45219e-07
1.15e-07,0.138746,-1.73088e-06
1.25e-07,0.318758,-2.44714e-05
1.35e-07,0.511732,-0.000122263
1.45e-07,0.693905,-0.000312777
1.55e-07,0.884719,-0.000585945
1.65e-07,1.08057,-0.000930855
1.75e-07,1.27355,-0.00114348
1.85e-07,1.46868,-0.00114348
1.95e-07,1.65877,-0.00114348
2.05e-07,1.83303,-0.00114348
2.15e-07,1.90071,-0.00114348
2.25e-07,1.90791,-0.00114348
2.35e-07,1.91511,-0.00114348
2.45e-07,1.92807,-0.00114348
2.55e-07,1.93167,-0.00114348
2.65e-07,1.93023,-0.00114348
2.75e-07,1.92663,-0.00114348
2.85e-07,1.92159,-0.00114348
2.95e-07,1.92591,-0.00114348
3.05e-07,1.92231,-0.00114348
3.15e-07,1.92447,-0.00114348
3.25e-07,1.92303,-0.00114348
3.35e-07,1.92015,-0.00114348
3.45e-07,1.92159,-0.00114348
3.55e-07,1.92015,-0.00114348
3.65e-07,1.91871,-0.00114348
3.75e-07,1.92015,-0.00114348
3.85e-07,1.92303,-0.00112151
3.95e-07,1.92159,-0.00103315
4.05e-07,1.90071,-0.000958313
4.15e-07,1.73942,-0.000895301
4.25e-07,1.51188,-0.000817786
4.35e-07,1.26995,-0.000651703
4.45e-07,1.04097,-0.000367762
4.55e-07,0.807673,2.79093e-05
4.65e-07,0.557095,0.0005244
4.75e-07,0.308678,0.00104884
4.85e-07,0.0617001,0.00115339
4.95e-07,-0.180237,0.00115339
5.05e-07,-0.399133,0.00115339
5.15e-07,-0.486979,0.00115339
5.25e-07,-0.50066,0.00115339
5.35e-07,-0.50426,0.00115339
5.45e-07,-0.516501,0.00115339
5.55e-07,-0.522982,0.00115339
5.65e-07,-0.520821,0.00115339
5.75e-07,-0.511461,0.00115339
5.85e-07,-0.50642,0.00115339
5.95e-07,-0.50642,0.00115339
6.05e-07,-0.510021,0.00115339
6.15e-07,-0.511461,0.00115339
6.25e-07,-0.510741,0.00115339
6.35e-07,-0.50786,0.00115339
6.45e-07,-0.50642,0.000967242
