Positive pulse time array: 
0.000e+00,1.000e-07,1.000e-07,3.000e-07,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Positive pulse voltage array: 
0.000,0.000,1.800,1.800,-0.500,-0.500,0.000,0.000,
 
Negative pulse time array: 
0.000e+00,1.000e-07,1.000e-07,1.000e-07,1.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Negative pulse voltage array: 
0.000,0.000,-1.550,-1.550,-0.500,-0.500,0.000,0.000,
 
Positive repetition, Negative repetition, ?ycles: 
40.0,40.0,4.0

Time,Voltage,Current
1e-08,-0.00202445,-2.64613e-06
3e-08,-0.00490465,-1.94209e-06
5e-08,-0.0013044,-2.0477e-06
7e-08,-0.00526468,-1.87169e-06
9e-08,-0.00382458,-1.30845e-06
1.1e-07,0.0703407,-1.34366e-06
1.3e-07,0.392924,-7.0023e-05
1.5e-07,0.743589,-0.000429683
1.7e-07,1.11189,-0.00101868
1.9e-07,1.4802,-0.00114348
2.1e-07,1.76642,-0.00114348
2.3e-07,1.80962,-0.00114348
2.5e-07,1.82259,-0.00114348
2.7e-07,1.82151,-0.00114348
2.9e-07,1.81611,-0.00114348
3.1e-07,1.81935,-0.00114348
3.3e-07,1.81899,-0.00114348
3.5e-07,1.81791,-0.00114348
3.7e-07,1.81827,-0.00114348
3.9e-07,1.82115,-0.00114348
4.1e-07,1.81791,-0.00114348
4.3e-07,1.81791,-0.00114348
4.5e-07,1.81827,-0.00114348
4.7e-07,1.81755,-0.00114348
4.9e-07,1.82043,-0.00114348
5.1e-07,1.72538,-0.00114348
5.3e-07,1.31495,-0.00114348
5.5e-07,0.866357,-0.000905932
5.7e-07,0.399404,1.11883e-05
5.9e-07,-0.0736696,0.00101093
6.1e-07,-0.441976,0.00115339
6.3e-07,-0.49958,0.00115339
6.5e-07,-0.518301,0.00115339
6.7e-07,-0.514701,0.00115339
6.9e-07,-0.50534,0.00115339
7.1e-07,-0.508221,0.00115339
7.3e-07,-0.5075,0.00115339
7.5e-07,-0.50714,0.000929823
7.7e-07,-0.50534,0.000582835
7.9e-07,-0.508221,0.000367891
8.1e-07,-0.50426,0.000248662
8.3e-07,-0.508221,0.000200646
8.5e-07,-0.50462,0.000200998
8.7e-07,-0.50462,0.000219972
8.9e-07,-0.50426,0.000248873
9.1e-07,-0.50498,0.000275873
9.3e-07,-0.50606,0.000298226
9.5e-07,-0.508221,0.000314525
9.7e-07,-0.50462,0.000323009
9.9e-07,-0.50714,0.000326881
1.01e-06,-0.50642,0.000328465
1.03e-06,-0.50642,0.000327338
1.05e-06,-0.50786,0.000323044
1.07e-06,-0.508581,0.000319066
1.09e-06,-0.508581,0.000316672
1.11e-06,-0.508221,0.000314349
1.13e-06,-0.509661,0.00031273
1.15e-06,-0.5075,0.000311286
1.17e-06,-0.508581,0.00031016
1.19e-06,-0.509301,0.000309526
1.21e-06,-0.510021,0.000308857
1.23e-06,-0.508941,0.00030847
1.25e-06,-0.50714,0.000308083
1.27e-06,-0.509301,0.000307414
1.29e-06,-0.50786,0.000306112
1.31e-06,-0.508941,0.000305936
1.33e-06,-0.508941,0.000306288
1.35e-06,-0.509661,0.000306534
1.37e-06,-0.509661,0.000307308
1.39e-06,-0.511101,0.000307168
1.41e-06,-0.509661,0.000307625
1.43e-06,-0.510741,0.000306745
1.45e-06,-0.509661,0.000305548
1.47e-06,-0.508221,0.000305584
1.49e-06,-0.510021,0.000307062
1.51e-06,-0.510741,0.000307555
1.53e-06,-0.510381,0.00030671
1.55e-06,-0.511461,0.000306288
1.57e-06,-0.510381,0.000305548
1.59e-06,-0.508941,0.000305584
1.61e-06,-0.509661,0.000305654
1.63e-06,-0.509301,0.000303119
1.65e-06,-0.510021,0.000302486
1.67e-06,-0.510021,0.000303084
1.69e-06,-0.511101,0.000303471
1.71e-06,-0.511101,0.000304105
1.73e-06,-0.510021,0.00030495
1.75e-06,-0.510381,0.000305302
1.77e-06,-0.510021,0.00030576
1.79e-06,-0.512181,0.000304598
1.81e-06,-0.510021,0.000304316
1.83e-06,-0.510021,0.000303507
1.85e-06,-0.509661,0.000303683
1.87e-06,-0.511461,0.000303929
1.89e-06,-0.510381,0.000303788
1.91e-06,-0.510381,0.000303155
1.93e-06,-0.510021,0.00030238
1.95e-06,-0.509301,0.000302838
1.97e-06,-0.510381,0.000303577
1.99e-06,-0.510381,0.000302556
2.01e-06,-0.510741,0.000302521
2.03e-06,-0.510381,0.000303295
2.05e-06,-0.510021,0.00030319
2.07e-06,-0.511101,0.000303507
2.09e-06,-0.510741,0.000303084
2.11e-06,-0.511101,0.000303929
2.13e-06,-0.510021,0.000302521
2.15e-06,-0.509661,0.000302451
2.17e-06,-0.510021,0.000301852
2.19e-06,-0.510381,0.000302697
2.21e-06,-0.50786,0.000302873
