Positive pulse time array: 
0.000e+00,1.000e-07,5.000e-07,1.000e-06,5.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Positive pulse voltage array: 
0.000,0.000,1.900,1.900,-0.500,-0.500,0.000,0.000,
 
Negative pulse time array: 
0.000e+00,1.000e-07,5.000e-07,1.000e-06,5.000e-07,5.000e-06,1.000e-07,1.000e-07,
 
Negative pulse voltage array: 
0.000,0.000,-1.500,-1.500,-0.500,-0.500,0.000,0.000,
 
Positive repetition, Negative repetition, ?ycles: 
20.0,20.0,2.0

Time,Voltage,Current
5e-09,0.00409599,-4.54705e-06
1.5e-08,0.00265588,-3.843e-06
2.5e-08,0.00193583,-3.63179e-06
3.5e-08,0.000495731,-3.56139e-06
4.5e-08,0.00121578,-2.57573e-06
5.5e-08,0.000495731,-8.86028e-07
6.5e-08,0.000495731,4.51652e-07
7.5e-08,0.00337594,1.08529e-06
8.5e-08,-0.000944372,7.33269e-07
9.5e-08,-0.000944372,2.07095e-06
1.05e-07,0.00337594,3.40863e-06
1.15e-07,0.0292978,3.54944e-06
1.25e-07,0.0653004,-1.23805e-06
1.35e-07,0.100583,-2.25705e-05
1.45e-07,0.141626,-6.42498e-05
1.55e-07,0.176188,-0.000122333
1.65e-07,0.217951,-0.000194779
1.75e-07,0.256114,-0.000279194
1.85e-07,0.297157,-0.000366495
1.95e-07,0.333159,-0.00045098
2.05e-07,0.374922,-0.000528706
2.15e-07,0.410205,-0.000598477
2.25e-07,0.449088,-0.00066001
2.35e-07,0.48797,-0.000712109
2.45e-07,0.526853,-0.000757168
2.55e-07,0.565736,-0.000795468
2.65e-07,0.603899,-0.000826657
2.75e-07,0.642781,-0.000850665
2.85e-07,0.680944,-0.000867914
2.95e-07,0.717667,-0.000880868
3.05e-07,0.75727,-0.000891781
3.15e-07,0.796152,-0.000900159
3.25e-07,0.834315,-0.000906566
3.35e-07,0.873198,-0.000910509
3.45e-07,0.912801,-0.000913325
3.55e-07,0.948083,-0.000916845
3.65e-07,0.989126,-0.000920717
3.75e-07,1.02729,-0.00092473
3.85e-07,1.06545,-0.000929095
3.95e-07,1.10217,-0.000932827
4.05e-07,1.14106,-0.000937966
4.15e-07,1.18138,-0.000942402
4.25e-07,1.2181,-0.000946415
4.35e-07,1.25555,-0.000952329
4.45e-07,1.29515,-0.000957116
4.55e-07,1.33259,-0.000960707
4.65e-07,1.37075,-0.000963593
4.75e-07,1.4118,-0.000965424
4.85e-07,1.44996,-0.000965917
4.95e-07,1.48812,-0.000965142
5.05e-07,1.5234,-0.000963241
5.15e-07,1.56517,-0.000959299
5.25e-07,1.60333,-0.000953455
5.35e-07,1.64365,-0.000948527
5.45e-07,1.68182,-0.000944162
5.55e-07,1.7171,-0.000938529
5.65e-07,1.75814,-0.000933671
5.75e-07,1.79486,-0.00092994
5.85e-07,1.83591,-0.000926842
5.95e-07,1.87263,-0.000925364
6.05e-07,1.91079,-0.000924378
6.15e-07,1.92375,-0.000923463
6.25e-07,1.92303,-0.000918394
6.35e-07,1.92015,-0.000898329
6.45e-07,1.92447,-0.000858973
