
Time,Voltage,Current
5e-09,0.000940201,-5.58162e-06
1.5e-08,0.00164379,-2.72688e-06
2.5e-08,0.00375458,-7.00898e-06
3.5e-08,0.00375458,-6.2953e-06
4.5e-08,0.00164379,-3.44057e-06
5.5e-08,0.000236607,-4.86793e-06
6.5e-08,0.000940201,-2.0132e-06
7.5e-08,-0.00187418,-9.15003e-06
8.5e-08,-0.00117058,-2.0132e-06
9.5e-08,0.000940201,1.27847e-07
1.05e-07,-0.0933414,1.27847e-07
1.15e-07,-0.640738,1.22605e-05
1.25e-07,-1.37951,0.000437615
1.35e-07,-2.1809,0.00185856
1.45e-07,-3.0013,0.00384402
1.55e-07,-3.72952,0.00605715
1.65e-07,-4.00744,0.00856718
1.75e-07,-4.02925,0.0109188
1.85e-07,-4.02573,0.0116903
1.95e-07,-4.01799,0.0116903
2.05e-07,-4.01025,0.0116903
2.15e-07,-4.00744,0.0116667
2.25e-07,-4.0004,0.0111386
2.35e-07,-3.99758,0.0105997
2.45e-07,-3.98562,0.0102343
2.55e-07,-3.97788,0.0098775
2.65e-07,-3.97788,0.00941646
2.75e-07,-3.9814,0.00887692
2.85e-07,-3.97718,0.00834593
2.95e-07,-3.97788,0.00786634
3.05e-07,-3.97929,0.00747025
3.15e-07,-3.98,0.00712839
3.25e-07,-3.97718,0.00679225
3.35e-07,-3.97788,0.00644183
3.45e-07,-3.98211,0.00612139
3.55e-07,-3.9807,0.00583591
3.65e-07,-3.97859,0.0055433
3.75e-07,-3.9807,0.00525997
3.85e-07,-3.98,0.00500661
3.95e-07,-3.97788,0.00475326
4.05e-07,-3.97929,0.00449918
4.15e-07,-3.9807,0.00427866
4.25e-07,-3.97859,0.00409595
4.35e-07,-3.98,0.00392681
4.45e-07,-3.97718,0.00375767
4.55e-07,-3.97788,0.00361065
4.65e-07,-3.97859,0.00348861
4.75e-07,-3.98,0.00338513
4.85e-07,-3.97718,0.00328878
4.95e-07,-3.9807,0.00320885
5.05e-07,-3.97718,0.00312677
5.15e-07,-3.97788,0.00305326
5.25e-07,-3.97718,0.00298618
5.35e-07,-3.97296,0.00293622
5.45e-07,-3.97577,0.0028884
5.55e-07,-3.87797,0.00284273
5.65e-07,-3.34254,0.00278278
5.75e-07,-2.61784,0.00233173
5.85e-07,-1.77634,0.000919351
5.95e-07,-0.931322,-0.00108752
6.05e-07,-0.212952,-0.00334847
6.15e-07,0.0340091,-0.00570791
6.25e-07,0.0487846,-0.00754279
6.35e-07,0.0508954,-0.00798099
6.45e-07,0.0501918,-0.00743217
6.55e-07,0.0593385,-0.0064794
6.65e-07,0.0368235,-0.00532038
6.75e-07,0.0248624,-0.00421774
6.85e-07,0.0143085,-0.0034491
6.95e-07,0.00234739,-0.00304801
7.05e-07,-0.00750293,-0.00276825
7.15e-07,-0.00539215,-0.0024164
7.25e-07,-0.00398496,-0.00200746
7.35e-07,-0.00609574,-0.00162707
7.45e-07,-0.00961371,-0.00136158
7.55e-07,-0.00891012,-0.00120243
7.65e-07,-0.0103173,-0.00109538
7.75e-07,-0.0124281,-0.000986182
7.85e-07,-0.0110209,-0.000864856
7.95e-07,-0.0110209,-0.000744957
8.05e-07,-0.109524,-0.000673589
8.15e-07,-0.662549,-0.000597938
8.25e-07,-1.41328,-0.000121912
8.35e-07,-2.21116,0.00137682
8.45e-07,-3.02522,0.00347291
8.55e-07,-3.74429,0.00574028
8.65e-07,-4.01166,0.00811684
8.75e-07,-4.0391,0.0100424
8.85e-07,-4.0398,0.0106126
8.95e-07,-4.04121,0.0101423
9.05e-07,-4.03417,0.00924446
9.15e-07,-4.02925,0.00810614
9.25e-07,-4.02221,0.00695283
