
Time,Voltage,Current
5e-09,0.00164379,-2.0132e-06
1.5e-08,0.00164379,1.27847e-07
2.5e-08,-0.00117058,-3.44057e-06
3.5e-08,0.000236607,-7.00898e-06
4.5e-08,-0.000466987,-2.72688e-06
5.5e-08,0.00305098,1.27847e-07
6.5e-08,-0.00328136,-4.15425e-06
7.5e-08,-0.000466987,-4.15425e-06
8.5e-08,-0.00398496,1.55521e-06
9.5e-08,0.000236607,-2.0132e-06
1.05e-07,-0.0933414,-4.86793e-06
1.15e-07,-0.640034,1.01194e-05
1.25e-07,-1.3781,0.000439756
1.35e-07,-2.17809,0.00185213
1.45e-07,-3.00059,0.00384046
1.55e-07,-3.72811,0.00605715
1.65e-07,-4.00955,0.00856004
1.75e-07,-4.02784,0.0108902
1.85e-07,-4.02432,0.0116903
1.95e-07,-4.01869,0.0116903
2.05e-07,-4.01095,0.0116903
2.15e-07,-4.00744,0.0116232
2.25e-07,-4.00251,0.0110422
2.35e-07,-3.99618,0.0104941
2.45e-07,-3.98633,0.0101116
2.55e-07,-3.9807,0.00975546
2.65e-07,-3.97929,0.00929014
2.75e-07,-3.97929,0.00873775
2.85e-07,-3.97788,0.00818821
2.95e-07,-3.97929,0.00769077
3.05e-07,-3.97788,0.00728255
3.15e-07,-3.98211,0.00692571
3.25e-07,-3.97788,0.00655816
3.35e-07,-3.97929,0.00619704
3.45e-07,-3.97859,0.00586874
3.55e-07,-3.87938,0.00557114
3.65e-07,-3.34817,0.00525283
3.75e-07,-2.63191,0.004547
3.85e-07,-1.81081,0.00288198
3.95e-07,-0.942579,0.000581779
4.05e-07,-0.21436,-0.00200889
4.15e-07,0.0283804,-0.00471089
4.25e-07,0.0530062,-0.00682982
4.35e-07,0.0508954,-0.00750924
4.45e-07,0.0537098,-0.00715526
4.55e-07,0.044563,-0.00633238
4.65e-07,0.0389343,-0.00524687
4.75e-07,0.0304912,-0.00413995
4.85e-07,0.0185301,-0.00337916
4.95e-07,0.00656895,-0.00298663
5.05e-07,0.000236607,-0.0027083
5.15e-07,0.00234739,-0.00237073
5.25e-07,-0.000466987,-0.0019782
5.35e-07,0.000236607,-0.00161636
5.45e-07,-0.00257777,-0.00133303
5.55e-07,-0.00609574,-0.00115889
