  Measurement Number     Measurement type
                   5               OnLine

      Measurement ID                     
       739708.704736                     

          Force Mode                Value         MeasureRange
             Current                    0         1.000000e-05

    Supply Complince     Integrating time     Refresh interval
        1.000000e-05                    0                    0

        Time      Voltage      Current  Temperature
1.2425e+00   1.9500e-02   0.0000e+00             NA
1.4168e+00   2.0400e-02   0.0000e+00             NA
1.5624e+00   2.1200e-02   0.0000e+00             NA
1.7101e+00   2.2200e-02   0.0000e+00             NA
1.8550e+00   2.2900e-02   0.0000e+00             NA
2.0175e+00   2.3500e-02   0.0000e+00             NA
2.1554e+00   2.4100e-02   0.0000e+00             NA
2.3114e+00   2.4900e-02   0.0000e+00             NA
2.4676e+00   2.5700e-02   0.0000e+00             NA
2.6155e+00   2.6400e-02   -5.0000e-14             NA
2.7645e+00   2.7200e-02   -5.0000e-14             NA
2.9123e+00   2.7800e-02   0.0000e+00             NA
3.0598e+00   2.8400e-02   0.0000e+00             NA
3.2260e+00   2.9600e-02   0.0000e+00             NA
3.3815e+00   3.0600e-02   0.0000e+00             NA
3.5348e+00   3.1500e-02   0.0000e+00             NA
3.6866e+00   3.1900e-02   0.0000e+00             NA
3.9898e+00   3.3600e-02   0.0000e+00             NA
4.1518e+00   3.4800e-02   0.0000e+00             NA
4.1824e+00   3.5100e-02   0.0000e+00             NA
4.4483e+00   3.6800e-02   0.0000e+00             NA
4.4788e+00   3.6900e-02   0.0000e+00             NA
4.7672e+00   3.8400e-02   0.0000e+00             NA
4.7982e+00   3.8300e-02   0.0000e+00             NA
5.0936e+00   3.5000e-02   0.0000e+00             NA
5.1257e+00   3.5300e-02   0.0000e+00             NA
5.3933e+00   3.7200e-02   0.0000e+00             NA
5.5557e+00   3.8000e-02   0.0000e+00             NA
5.5875e+00   3.8000e-02   0.0000e+00             NA
5.7477e+00   4.0400e-02   0.0000e+00             NA
5.8944e+00   4.2200e-02   0.0000e+00             NA
6.1665e+00   4.0700e-02   0.0000e+00             NA
6.1965e+00   4.0400e-02   0.0000e+00             NA
6.4822e+00   4.0700e-02   0.0000e+00             NA
6.6585e+00   4.1400e-02   0.0000e+00             NA
6.8162e+00   4.2400e-02   0.0000e+00             NA
6.9809e+00   4.3200e-02   0.0000e+00             NA
7.1447e+00   4.2500e-02   0.0000e+00             NA
7.1748e+00   4.2500e-02   0.0000e+00             NA
7.4745e+00   4.2700e-02   0.0000e+00             NA
7.6475e+00   4.3900e-02   0.0000e+00             NA
7.8189e+00   4.5200e-02   0.0000e+00             NA
7.8497e+00   4.5400e-02   -5.0000e-14             NA
8.1229e+00   4.5500e-02   0.0000e+00             NA
8.1556e+00   4.5600e-02   0.0000e+00             NA
8.4402e+00   4.6900e-02   0.0000e+00             NA
8.6097e+00   5.0300e-02   0.0000e+00             NA
8.6408e+00   5.0900e-02   -5.0000e-14             NA
8.9210e+00   5.4500e-02   0.0000e+00             NA
9.0807e+00   5.5800e-02   0.0000e+00             NA
9.1127e+00   5.6000e-02   0.0000e+00             NA
9.4095e+00   4.9400e-02   0.0000e+00             NA
9.6051e+00   4.9900e-02   0.0000e+00             NA
9.7782e+00   5.1700e-02   0.0000e+00             NA
9.9608e+00   5.3000e-02   0.0000e+00             NA
1.0136e+01   5.5600e-02   0.0000e+00             NA
1.0167e+01   5.6200e-02   0.0000e+00             NA
1.0456e+01   5.8200e-02   0.0000e+00             NA
1.0625e+01   5.9100e-02   0.0000e+00             NA
1.0664e+01   5.9400e-02   0.0000e+00             NA
1.0957e+01   6.0800e-02   0.0000e+00             NA
1.0989e+01   6.1000e-02   0.0000e+00             NA
1.1270e+01   6.1900e-02   0.0000e+00             NA
1.1297e+01   6.1900e-02   0.0000e+00             NA
1.1587e+01   6.3100e-02   0.0000e+00             NA
1.1763e+01   6.3700e-02   0.0000e+00             NA
1.1924e+01   6.4300e-02   0.0000e+00             NA
1.2091e+01   6.4800e-02   0.0000e+00             NA
1.2119e+01   6.5000e-02   0.0000e+00             NA
