  Measurement Number     Measurement type
                   9               OnLine

      Measurement ID                     
       739708.736562                     

          Force Mode                Value         MeasureRange
             Current                    0         1.000000e-05

    Supply Complince     Integrating time     Refresh interval
        1.000000e-05                    0                    0

        Time      Voltage      Current  Temperature
1.2426e+00   2.0006e+00   5.0000e-11             NA
1.4210e+00   2.0006e+00   1.0000e-10             NA
1.5737e+00   2.0006e+00   5.0000e-11             NA
1.7323e+00   2.0004e+00   0.0000e+00             NA
1.8844e+00   2.0005e+00   0.0000e+00             NA
2.0445e+00   2.0006e+00   -5.0000e-11             NA
2.1989e+00   2.0006e+00   0.0000e+00             NA
2.3539e+00   2.0005e+00   1.0000e-10             NA
2.5194e+00   2.0005e+00   5.0000e-11             NA
2.8148e+00   2.0005e+00   5.0000e-11             NA
2.8444e+00   2.0005e+00   1.5000e-10             NA
3.1327e+00   2.0005e+00   0.0000e+00             NA
3.1672e+00   2.0006e+00   1.0000e-10             NA
3.4649e+00   2.0005e+00   -5.0000e-11             NA
3.5021e+00   2.0006e+00   5.0000e-11             NA
3.7886e+00   2.0004e+00   5.0000e-11             NA
3.9621e+00   2.0005e+00   5.0000e-11             NA
4.1350e+00   2.0005e+00   5.0000e-11             NA
4.1645e+00   2.0005e+00   1.0000e-10             NA
4.3248e+00   2.0005e+00   1.0000e-10             NA
4.6406e+00   2.0005e+00   0.0000e+00             NA
4.6734e+00   2.0005e+00   5.0000e-11             NA
4.9802e+00   2.0006e+00   5.0000e-11             NA
5.1491e+00   2.0005e+00   5.0000e-11             NA
5.3213e+00   2.0005e+00   1.0000e-10             NA
5.4894e+00   2.0005e+00   5.0000e-11             NA
5.5220e+00   2.0004e+00   -5.0000e-11             NA
5.6762e+00   2.0006e+00   1.0000e-10             NA
5.9791e+00   2.0006e+00   5.0000e-11             NA
6.0101e+00   2.0006e+00   0.0000e+00             NA
6.1759e+00   2.0005e+00   0.0000e+00             NA
6.4733e+00   2.0005e+00   5.0000e-11             NA
6.6506e+00   2.0005e+00   5.0000e-11             NA
6.8236e+00   2.0005e+00   0.0000e+00             NA
6.9984e+00   2.0005e+00   0.0000e+00             NA
7.1754e+00   2.0006e+00   -5.0000e-11             NA
7.2073e+00   2.0005e+00   5.0000e-11             NA
7.5122e+00   2.0006e+00   0.0000e+00             NA
7.6826e+00   2.0006e+00   5.0000e-11             NA
7.8640e+00   2.0004e+00   0.0000e+00             NA
8.0424e+00   2.0006e+00   1.0000e-10             NA
8.0776e+00   2.0006e+00   0.0000e+00             NA
8.2310e+00   2.0005e+00   0.0000e+00             NA
8.5478e+00   2.0005e+00   -5.0000e-11             NA
8.5799e+00   2.0005e+00   -5.0000e-11             NA
8.9033e+00   2.0005e+00   5.0000e-11             NA
9.0805e+00   2.0005e+00   5.0000e-11             NA
9.1146e+00   2.0005e+00   -5.0000e-11             NA
1.1672e+01   1.0672e+00   -9.6100e-11             NA
1.1716e+01   1.0508e+00   -9.6200e-11             NA
1.2008e+01   9.4010e-01   -9.6150e-11             NA
1.2186e+01   1.3364e+00   -9.6200e-11             NA
1.2356e+01   1.3663e+00   -9.6100e-11             NA
1.2535e+01   1.3647e+00   -9.6150e-11             NA
1.2717e+01   1.3502e+00   -9.6150e-11             NA
1.2895e+01   1.3327e+00   -9.6150e-11             NA
1.3071e+01   1.3147e+00   -9.6200e-11             NA
1.3240e+01   1.2973e+00   -9.6150e-11             NA
1.3405e+01   1.2796e+00   -9.6150e-11             NA
1.3580e+01   1.2597e+00   -9.6200e-11             NA
1.3753e+01   1.2407e+00   -9.6100e-11             NA
1.3919e+01   1.2228e+00   -9.6200e-11             NA
1.4082e+01   1.2074e+00   -9.6150e-11             NA
1.4116e+01   1.2043e+00   -9.6150e-11             NA
1.4381e+01   1.1770e+00   -9.6200e-11             NA
1.4546e+01   1.1590e+00   -9.6150e-11             NA
1.4706e+01   1.1437e+00   -9.6150e-11             NA
1.4874e+01   1.1251e+00   -9.6200e-11             NA
1.5048e+01   1.1076e+00   -9.6200e-11             NA
1.5082e+01   1.1036e+00   -9.6200e-11             NA
1.5387e+01   1.0719e+00   -9.6200e-11             NA
